encoding,name,country,director,actor,vote,score,year,link
tt0117905,甜蜜蜜, 中国香港,陈可辛,"'黎明', '张曼玉', '杨恭如', '曾志伟', '杜可风'",491506,8.9,1996,https://movie.douban.com/subject/1305164/
tt0093978,倩女幽魂, 中国香港,程小东,"'张国荣', '王祖贤', '午马', '刘兆铭', '林威'",683425,8.8,1987,https://movie.douban.com/subject/1297447/
tt3474602,小森林 冬春篇, 日本,森淳一,"'桥本爱', '三浦贵大', '松冈茉优', '温水洋一', '桐岛加恋'",354646,9.0,2015,https://movie.douban.com/subject/25814707/
tt0113824,侧耳倾听, 日本,近藤喜文,"'本名阳子', '小林桂树', '高山南', '高桥一生', '山下容莉枝'",429594,8.9,1995,https://movie.douban.com/subject/1297052/
tt2194499,时空恋旅人, 英国,理查德·柯蒂斯,"'多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊', '琳赛·邓肯'",605362,8.8,2013,https://movie.douban.com/subject/10577869/
tt0362227,幸福终点站, 美国,史蒂文·斯皮尔伯格,"'汤姆·汉克斯', '凯瑟琳·泽塔-琼斯', '斯坦利·图齐', '齐·麦克布赖德', '迭戈·卢纳'",524663,8.8,2004,https://movie.douban.com/subject/1292274/
tt0892769,驯龙高手, 美国,迪恩·德布洛斯,"'杰伊·巴鲁切尔', '杰拉德·巴特勒', '克雷格·费格森', '亚美莉卡·费雷拉', '乔纳·希尔'",706025,8.8,2010,https://movie.douban.com/subject/2353023/
tt2061702,萤火之森, 日本,大森贵弘,"'佐仓绫音', '内山昂辉', '辻亲八', '山本兼平', '后藤弘树'",492884,8.9,2011,https://movie.douban.com/subject/5989818/
tt0099674,教父3, 美国,弗朗西斯·福特·科波拉,"'阿尔·帕西诺', '黛安·基顿', '塔莉娅·夏尔', '安迪·加西亚', '埃里·瓦拉赫'",342113,9.0,1990,https://movie.douban.com/subject/1294240/
tt0198781,怪兽电力公司, 美国,彼特·道格特,"'约翰·古德曼', '比利·克里斯托', '玛丽·吉布斯', '史蒂夫·布西密', '詹姆斯·柯本'",618713,8.8,2001,https://movie.douban.com/subject/1291579/
tt0978762,玛丽和马克思, 澳大利亚 ,亚当·艾略特,"'托妮·科莱特', '菲利普·塞默·霍夫曼', '巴瑞·哈姆弗莱斯', '艾瑞克·巴纳', '贝塔尼·维特莫尔'",402541,8.9,2009,https://movie.douban.com/subject/3072124/
tt4080728,一个叫欧维的男人决定去死, 瑞典,汉内斯·赫尔姆,"'罗夫·拉斯加德', '巴哈·帕斯', '托比亚斯·阿姆博瑞', '菲利普·伯格', '安娜-莱娜·布伦丁'",426175,8.9,2015,https://movie.douban.com/subject/26628357/
tt6751668,寄生虫, 韩国,奉俊昊,"'宋康昊', '李善均', '曹汝贞', '崔宇植', '朴素丹'",1277599,8.8,2019,https://movie.douban.com/subject/27010768/
tt0435761,玩具总动员3, 美国,李·昂克里奇,"'汤姆·汉克斯', '蒂姆·艾伦', '琼·库萨克', '尼德·巴蒂', '唐·里克斯'",475681,8.9,2010,https://movie.douban.com/subject/1858711/
tt0414387,傲慢与偏见, 法国 ,乔·赖特,"'凯拉·奈特莉', '马修·麦克费登', '唐纳德·萨瑟兰', '布兰达·布莱斯', '凯瑞·穆里根'",735513,8.7,2005,https://movie.douban.com/subject/1418200/
tt0156887,未麻的部屋, 日本,今敏,"'岩男润子', '松本梨香', '辻亲八', '大仓正章', '秋元羊介'",296175,9.1,1997,https://movie.douban.com/subject/1395091/
tt0319061,大鱼, 美国,蒂姆·波顿,"'伊万·麦克格雷格', '阿尔伯特·芬尼', '比利·克鲁德普', '杰西卡·兰格', '海伦娜·伯翰·卡特'",534273,8.8,2003,https://movie.douban.com/subject/1291545/
tt1323594,神偷奶爸, 美国 ,皮埃尔·柯芬,"'史蒂夫·卡瑞尔', '杰森·席格尔', '拉塞尔·布兰德', '朱莉·安德鲁斯', '威尔·阿奈特'",889256,8.6,2010,https://movie.douban.com/subject/3287562/
tt1590089,告白, 日本,中岛哲也,"'松隆子', '冈田将生', '木村佳乃', '西井幸人', '桥本爱'",635063,8.8,2010,https://movie.douban.com/subject/4268598/
tt5700672,釜山行, 韩国,延尚昊,"'孔刘', '郑有美', '马东锡', '金秀安', '金义城'",1111957,8.6,2016,https://movie.douban.com/subject/25986180/
tt1853728,被解救的姜戈, 美国,昆汀·塔伦蒂诺,"'杰米·福克斯', '莱昂纳多·迪卡普里奥', '克里斯托弗·瓦尔兹', '塞缪尔·杰克逊', '凯丽·华盛顿'",565825,8.8,2012,https://movie.douban.com/subject/6307447/
tt1937339,阳光姐妹淘, 韩国,姜炯哲,"'沈恩京', '闵孝琳', '姜素拉', '南宝拉', '陈熙琼'",563570,8.8,2011,https://movie.douban.com/subject/4917726/
tt0108074,射雕英雄传之东成西就, 中国香港,刘镇伟,"'梁朝伟', '林青霞', '张国荣', '叶玉卿', '张学友'",592703,8.7,1993,https://movie.douban.com/subject/1316510/
tt0330373,哈利·波特与火焰杯, 英国 ,迈克·内威尔,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '迈克尔·刚本', '玛吉·史密斯'",590304,8.7,2005,https://movie.douban.com/subject/1309055/
tt0354770,哪吒闹海, 中国大陆,王树忱,"'梁正晖', '邱岳峰', '毕克', '富润生', '尚华'",238485,9.1,1979,https://movie.douban.com/subject/1307315/
tt0277027,我是山姆, 美国,杰茜·尼尔森,"'西恩·潘', '达科塔·范宁', '米歇尔·菲佛', '黛安·韦斯特', '洛雷塔·迪瓦恩'",313268,9.0,2001,https://movie.douban.com/subject/1306861/
tt2990738,恐怖直播, 韩国,金秉祐,"'河正宇', '李璟荣', '全慧珍', '李大卫', '金弘波'",607483,8.7,2013,https://movie.douban.com/subject/21360417/
tt2625030,新世界, 韩国,朴勋政,"'李政宰', '崔岷植', '黄政民', '宋智孝', '朴成雄'",375281,8.9,2013,https://movie.douban.com/subject/10437779/
tt1677720,头号玩家, 美国,史蒂文·斯皮尔伯格,"'泰伊·谢里丹', '奥利维亚·库克', '本·门德尔森', '马克·里朗斯', '丽娜·维特'",1276310,8.7,2018,https://movie.douban.com/subject/4920389/
tt2119532,血战钢锯岭, 澳大利亚 ,梅尔·吉布森,"'安德鲁·加菲尔德', '萨姆·沃辛顿', '文斯·沃恩', '雨果·维文', '卢克·布雷西'",737884,8.7,2016,https://movie.douban.com/subject/26325320/
tt2084970,模仿游戏, 英国 ,莫滕·泰杜姆,"'本尼迪克特·康伯巴奇', '凯拉·奈特莉', '马修·古迪', '罗里·金尼尔', '艾伦·里奇'",598488,8.8,2014,https://movie.douban.com/subject/10463953/
tt0107156,喜宴, 中国台湾 ,李安,"'赵文瑄', '郎雄', '归亚蕾', '金素梅', '米切尔·利希藤斯坦'",327858,9.0,1993,https://movie.douban.com/subject/1303037/
tt0047478,七武士, 日本,黑泽明,"'三船敏郎', '志村乔', '津岛惠子', '岛崎雪子', '藤原釜足'",181934,9.3,1954,https://movie.douban.com/subject/1295399/
tt0118694,花样年华, 中国香港,王家卫,"'梁朝伟', '张曼玉', '潘迪华', '萧炳林', '张耀扬'",553782,8.7,2000,https://movie.douban.com/subject/1291557/
tt0242653,黑客帝国3：矩阵革命, 美国,拉娜·沃卓斯基,"'基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '贾达·萍克·史密斯'",418662,8.8,2003,https://movie.douban.com/subject/1302467/
tt2096673,头脑特工队, 美国,彼特·道格特,"'艾米·波勒', '菲利丝·史密斯', '理查德·坎德', '比尔·哈德尔', '刘易斯·布莱克'",563485,8.8,2015,https://movie.douban.com/subject/10533913/
tt0387564,电锯惊魂, 美国,温子仁,"'雷·沃纳尔', '加利·艾尔维斯', '丹尼·格洛弗', '梁振邦', '迪娜·迈耶'",491323,8.8,2004,https://movie.douban.com/subject/1417598/
tt0110201,九品芝麻官, 中国香港 ,王晶,"'周星驰', '吴孟达', '张敏', '徐锦江', '钟丽缇'",609859,8.7,1994,https://movie.douban.com/subject/1297518/
tt5027774,三块广告牌, 美国 ,马丁·麦克唐纳,"'弗兰西斯·麦克多蒙德', '伍迪·哈里森', '山姆·洛克威尔', '艾比·考尼什', '卢卡斯·赫奇斯'",769895,8.7,2017,https://movie.douban.com/subject/26611804/
tt0790636,达拉斯买家俱乐部, 美国,让-马克·瓦雷,"'马修·麦康纳', '詹妮弗·加纳', '杰瑞德·莱托', '斯蒂夫·扎恩', '达拉斯·罗伯特斯'",423951,8.8,2013,https://movie.douban.com/subject/1793929/
tt5311514,你的名字。, 日本,新海诚,"'神木隆之介', '上白石萌音', '长泽雅美', '市原悦子', '成田凌'",1293459,8.5,2016,https://movie.douban.com/subject/26683290/
tt0395169,卢旺达饭店, 英国 ,特瑞·乔治,"'唐·钱德尔', '苏菲·奥康内多', '华金·菲尼克斯', '尼克·诺特', '哈基姆·凯-卡西姆'",304363,8.9,2004,https://movie.douban.com/subject/1291822/
tt0481499,疯狂原始人, 美国,柯克·德·米科,"'尼古拉斯·凯奇', '艾玛·斯通', '瑞安·雷诺兹', '凯瑟琳·基纳', '克萝丽丝·利奇曼'",788705,8.7,2013,https://movie.douban.com/subject/1907966/
tt0054215,惊魂记, 美国,阿尔弗雷德·希区柯克,"'安东尼·博金斯', '维拉·迈尔斯', '约翰·加文', '珍妮特·利', '马丁·鲍尔萨姆'",260193,9.0,1960,https://movie.douban.com/subject/1293181/
tt0317248,上帝之城, 巴西 ,费尔南多·梅里尔斯,"'亚历桑德雷·罗德里格斯', '莱安德鲁·菲尔米诺', '菲利佩·哈根森', '道格拉斯·席尔瓦', '乔纳森·哈根森'",283554,9.0,2002,https://movie.douban.com/subject/1292208/
tt0440963,谍影重重3, 美国 ,保罗·格林格拉斯,"'马特·达蒙', '朱丽娅·斯蒂尔斯', '大卫·斯特雷泽恩', '斯科特·格伦', '帕迪·康斯戴恩'",392176,8.8,2007,https://movie.douban.com/subject/1578507/
tt4078856,心迷宫, 中国大陆,忻钰坤,"'霍卫民', '王笑天', '罗芸', '杨瑜珍', '孙黎'",477979,8.7,2014,https://movie.douban.com/subject/25917973/
tt0092263,英雄本色, 中国香港,吴宇森,"'周润发', '狄龙', '张国荣', '朱宝意', '李子雄'",495596,8.6,1986,https://movie.douban.com/subject/1297574/
tt0087544,风之谷, 日本,宫崎骏,"'岛本须美', '松田洋治', '榊原良子', '辻村真人', '京田尚子'",335551,8.9,1984,https://movie.douban.com/subject/1291585/
tt0101020,纵横四海, 中国香港,吴宇森,"'周润发', '张国荣', '钟楚红', '朱江', '曾江'",391168,8.8,1991,https://movie.douban.com/subject/1295409/
tt3756788,海街日记, 日本,是枝裕和,"'绫濑遥', '长泽雅美', '夏帆', '广濑铃', '大竹忍'",412348,8.8,2015,https://movie.douban.com/subject/25895901/
tt0808357,色，戒, 中国台湾 ,李安,"'梁朝伟', '汤唯', '陈冲', '王力宏', '庹宗华'",707496,8.6,2007,https://movie.douban.com/subject/1828115/
tt1602572,岁月神偷, 中国香港 ,罗启锐,"'吴君如', '任达华', '钟绍图', '李治廷', '蔡颖恩'",548324,8.7,2010,https://movie.douban.com/subject/3792799/
tt0209144,记忆碎片, 美国,克里斯托弗·诺兰,"'盖·皮尔斯', '凯瑞-安·莫斯', '乔·潘托里亚诺', '小马克·布恩', '拉什·费加'",565300,8.7,2000,https://movie.douban.com/subject/1304447/
tt0093132,忠犬八公物语, 日本,神山征二郎,"'山本圭', '井川比佐志', '片桐入', '仲代达矢', '春川真澄'",179678,9.2,1987,https://movie.douban.com/subject/1959195/
tt2209418,爱在午夜降临前, 美国 ,理查德·林克莱特,"'伊桑·霍克', '朱莉·德尔佩', '肖姆斯·戴维-菲茨帕特里克', '詹妮弗·普里尔', '夏洛特·普里尔'",361117,8.9,2013,https://movie.douban.com/subject/10808442/
tt0120689,绿里奇迹, 美国,弗兰克·德拉邦特,"'汤姆·汉克斯', '大卫·摩斯', '迈克·克拉克·邓肯', '邦尼·亨特', '詹姆斯·克伦威尔'",298480,8.9,1999,https://movie.douban.com/subject/1300374/
tt3011894,荒蛮故事, 阿根廷 ,达米安·斯兹弗隆,"'达里奥·格兰迪内蒂', '玛丽娅·玛努尔', '莫妮卡·比利亚', '丽塔·科尔泰塞', '胡丽叶塔·泽尔贝伯格'",411385,8.8,2014,https://movie.douban.com/subject/24750126/
tt1395030,茶馆, 中国大陆,谢添,"'于是之', '郑榕', '蓝天野', '英若诚', '黄宗洛'",113146,9.5,1982,https://movie.douban.com/subject/1461403/
tt2582802,爆裂鼓手, 美国,达米恩·查泽雷,"'迈尔斯·特勒', 'J·K·西蒙斯', '保罗·雷瑟', '梅莉莎·班诺伊', '奥斯汀·斯托维尔'",540528,8.7,2014,https://movie.douban.com/subject/25773932/
tt8075192,小偷家族, 日本,是枝裕和,"'中川雅也', '安藤樱', '松冈茉优', '城桧吏', '佐佐木美结'",767556,8.7,2018,https://movie.douban.com/subject/27622447/
tt1010048,贫民窟的百万富翁, 英国,丹尼·博伊尔,"'戴夫·帕特尔', '沙鲁巴·舒克拉', '亚尼·卡普', '拉詹德拉纳斯·祖特施', '吉尼瓦·塔瓦尔'",704330,8.6,2008,https://movie.douban.com/subject/2209573/
tt1772341,无敌破坏王, 美国,瑞奇·摩尔,"'约翰·C·赖利', '萨拉·西尔弗曼', '杰克·麦克布瑞尔', '简·林奇', '艾伦·图代克'",498826,8.7,2012,https://movie.douban.com/subject/6534248/
tt0843270,疯狂的石头, 中国大陆 ,宁浩,"'郭涛', '刘桦', '连晋', '黄渤', '徐峥'",759749,8.5,2006,https://movie.douban.com/subject/1862151/
tt0109688,东邪西毒, 中国香港 ,王家卫,"'张国荣', '林青霞', '梁朝伟', '张学友', '张曼玉'",541358,8.6,1994,https://movie.douban.com/subject/1292328/
tt0314331,真爱至上, 英国 ,理查德·柯蒂斯,"'休·格兰特', '科林·费尔斯', '艾玛·汤普森', '凯拉·奈特莉', '连姆·尼森'",681905,8.6,2003,https://movie.douban.com/subject/1292401/
tt0268380,冰川时代, 美国,卡洛斯·沙尔丹哈,"'雷·罗马诺', '约翰·雷吉扎莫', '丹尼斯·利瑞', '杰克·布莱克', '克里斯·韦奇'",573855,8.6,2002,https://movie.douban.com/subject/1291578/
tt0045152,雨中曲, 美国,斯坦利·多南,"'吉恩·凯利', '唐纳德·奥康纳', '黛比·雷诺斯', '简·哈根', '米勒德·米切尔'",202433,9.1,1952,https://movie.douban.com/subject/1293460/
tt1187064,恐怖游轮, 英国 ,克里斯托弗·史密斯,"'梅利莎·乔治', '利亚姆·海姆斯沃斯', '迈克尔·多曼', '瑞秋·卡帕尼', '艾玛·朗'",784944,8.5,2009,https://movie.douban.com/subject/3011051/
tt1734113,你看起来好像很好吃, 日本,藤森雅也,"'山口胜平', '爱河里花子', '加藤清史郎', '原田知世', '川岛得爱'",311996,8.9,2010,https://movie.douban.com/subject/4848115/
tt0947798,黑天鹅, 美国,达伦·阿伦诺夫斯基,"'娜塔莉·波特曼', '米拉·库尼斯', '文森特·卡索', '芭芭拉·赫希', '薇诺娜·瑞德'",744302,8.6,2010,https://movie.douban.com/subject/1978709/
tt0062622,2001太空漫游, 英国 ,斯坦利·库布里克,"'凯尔·杜拉', '加里·洛克伍德', '威廉姆·西尔维斯特', '丹尼尔·里希特', '雷纳德·洛塞特'",290746,8.9,1968,https://movie.douban.com/subject/1292226/
tt0097814,魔女宅急便, 日本,宫崎骏,"'高山南', '佐久间玲', '户田惠子', '山口胜平', '信泽三惠子'",426028,8.7,1989,https://movie.douban.com/subject/1307811/
tt0369060,无间道2, 中国香港,刘伟强,"'陈冠希', '余文乐', '曾志伟', '黄秋生', '吴镇宇'",428759,8.7,2003,https://movie.douban.com/subject/1307106/
tt0095953,雨人, 美国,巴瑞·莱文森,"'达斯汀·霍夫曼', '汤姆·克鲁斯', '瓦莱丽亚·戈利诺', '邦尼·亨特', '贝丝·格兰特'",379431,8.7,1988,https://movie.douban.com/subject/1291870/
tt0825232,遗愿清单, 美国,罗伯·莱纳,"'杰克·尼科尔森', '摩根·弗里曼', '西恩·海耶斯', '贝弗利·陶德', '罗伯·莫洛'",411181,8.7,2007,https://movie.douban.com/subject/1867345/
tt0101985,牯岭街少年杀人事件, 中国台湾,杨德昌,"'张震', '杨静怡', '张国柱', '王启赞', '林鸿铭'",266138,8.9,1991,https://movie.douban.com/subject/1292329/
tt0332280,恋恋笔记本, 美国,尼克·卡萨维蒂,"'瑞恩·高斯林', '瑞秋·麦克亚当斯', '吉娜·罗兰兹', '詹姆斯·加纳', '斯塔尔勒塔·杜波利斯'",623849,8.6,2004,https://movie.douban.com/subject/1309163/
tt7010412,大佛普拉斯, 中国台湾,黄信尧,"'庄益增', '陈竹昇', '戴立忍', '张少怀', '陈以文'",411523,8.7,2017,https://movie.douban.com/subject/27059130/
tt0386651,可可西里, 中国大陆 ,陆川,"'多布杰', '张垒', '奇道', '赵雪莹', '马占林'",280986,8.9,2004,https://movie.douban.com/subject/1308857/
tt0021749,城市之光, 美国,查理·卓别林,"'查理·卓别林', '弗吉尼亚·切瑞尔', '佛罗伦斯·李', '亨利·伯格曼', '珍·哈露'",132762,9.3,1931,https://movie.douban.com/subject/1293908/
tt0109235,背靠背，脸对脸, 中国大陆 ,黄建新,"'牛振华', '雷恪生', '李强', '句号', '王劲松'",110069,9.5,1994,https://movie.douban.com/subject/1307856/
tt7286456,小丑, 美国 ,托德·菲利普斯,"'华金·菲尼克斯', '罗伯特·德尼罗', '马克·马龙', '莎姬·贝兹', '谢伊·惠格姆'",936689,8.7,2019,https://movie.douban.com/subject/27119724/
tt0388473,东京教父, 日本,今敏,"'江守彻', '梅垣义明', '冈本绫', '饭塚昭三', '加藤精三'",196952,9.0,2003,https://movie.douban.com/subject/1310177/
tt0945513,源代码, 美国 ,邓肯·琼斯,"'杰克·吉伦哈尔', '维拉·法米加', '米歇尔·莫纳汉', '杰弗里·怀特', '拉塞尔·皮特斯'",783721,8.5,2011,https://movie.douban.com/subject/3075287/
tt0095327,萤火虫之墓, 日本,高畑勋,"'山口朱美', '志乃原良子', '白石绫乃', '辰巳努'",385538,8.7,1988,https://movie.douban.com/subject/1293318/
tt0060474,虎口脱险, 法国 ,热拉尔·乌里,"'路易·德·菲奈斯', '布尔维尔', '克劳迪奥·布鲁克', '安德丽·帕里西', '科莱特·布罗塞'",235459,8.9,1966,https://movie.douban.com/subject/1296909/
tt1859438,初恋这件小事, 泰国,普特鹏·普罗萨卡·那·萨克那卡林,"'平采娜·乐维瑟派布恩', '马里奥·毛瑞尔', '苏达拉·布查蓬', '雅尼卡·桑普蕾舞', '诺特·阿查拉那·阿瑞亚卫考'",932694,8.5,2010,https://movie.douban.com/subject/4739952/
tt0212720,人工智能, 美国 ,史蒂文·斯皮尔伯格,"'海利·乔·奥斯蒙', '弗兰西丝·奥康纳', '山姆·洛巴兹', '杰克·托马斯', '裘德·洛'",413546,8.7,2001,https://movie.douban.com/subject/1302827/
tt4034228,海边的曼彻斯特, 美国,肯尼思·洛纳根,"'卡西·阿弗莱克', '卢卡斯·赫奇斯', '米歇尔·威廉姆斯', 'C·J·威尔逊', '凯尔·钱德勒'",473311,8.6,2016,https://movie.douban.com/subject/25980443/
tt0042876,罗生门, 日本,黑泽明,"'三船敏郎', '京町子', '森雅之', '志村乔', '千秋实'",291160,8.8,1950,https://movie.douban.com/subject/1291879/
tt0106559,青蛇, 中国香港 ,徐克,"'张曼玉', '王祖贤', '赵文卓', '吴兴国', '马精武'",486894,8.6,1993,https://movie.douban.com/subject/1303394/
tt0103064,终结者2：审判日, 美国 ,詹姆斯·卡梅隆,"'阿诺·施瓦辛格', '琳达·汉密尔顿', '爱德华·福隆', '罗伯特·帕特里克', '阿尔·伯恩'",318503,8.8,1991,https://movie.douban.com/subject/1291844/
tt1727824,波西米亚狂想曲, 英国 ,布莱恩·辛格,"'拉米·马雷克', '本·哈迪', '约瑟夫·梅泽罗', '格威利姆·李', '艾伦·里奇'",557372,8.6,2018,https://movie.douban.com/subject/5300054/
tt2948372,心灵奇旅, 美国,彼特·道格特,"'杰米·福克斯', '蒂娜·菲', '菲利西亚·拉斯海德', '阿米尔-卡利布·汤普森', '戴维德·迪格斯'",889007,8.7,2020,https://movie.douban.com/subject/24733428/
tt2543472,奇迹男孩, 美国 ,斯蒂芬·卓博斯基,"'雅各布·特伦布莱', '朱莉娅·罗伯茨', '伊扎贝拉·维多维奇', '欧文·威尔逊', '诺亚·尤佩'",522224,8.6,2017,https://movie.douban.com/subject/26787574/
tt3843282,二十二, 中国大陆,郭柯,"'韦绍兰', '罗善学'",277595,8.7,2015,https://movie.douban.com/subject/26430107/
tt1392190,疯狂的麦克斯4：狂暴之路, 澳大利亚 ,乔治·米勒,"'汤姆·哈迪', '查理兹·塞隆', '尼古拉斯·霍尔特', '休·基斯-拜恩', '乔什·赫尔曼'",489875,8.6,2015,https://movie.douban.com/subject/3592854/
tt0105859,新龙门客栈, 中国香港 ,李惠民,"'张曼玉', '林青霞', '梁家辉', '甄子丹', '熊欣欣'",411795,8.7,1992,https://movie.douban.com/subject/1292287/
tt3170832,房间, 爱尔兰 ,伦尼·阿伯拉罕森,"'布丽·拉尔森', '雅各布·特伦布莱', '肖恩·布里吉格斯', '温迪·古逊', '阿曼达·布鲁盖尔'",351425,8.8,2015,https://movie.douban.com/subject/25724855/
tt0361748,无耻混蛋, 德国 ,昆汀·塔伦蒂诺,"'布拉德·皮特', '梅拉尼·罗兰', '克里斯托弗·瓦尔兹', '伊莱·罗斯', '迈克尔·法斯宾德'",440903,8.6,2009,https://movie.douban.com/subject/1438652/
tt0119177,千钧一发, 美国,安德鲁·尼科尔,"'伊桑·霍克', '乌玛·瑟曼', '裘德·洛', '艾伦·阿金', '戈尔·维达尔'",267669,8.8,1997,https://movie.douban.com/subject/1300117/
tt0450259,血钻, 美国 ,爱德华·兹威克,"'莱昂纳多·迪卡普里奥', '杰曼·翰苏', '詹妮弗·康纳利', '阿诺德·沃斯洛', '大卫·哈雷伍德'",352780,8.7,2006,https://movie.douban.com/subject/1428175/
tt2866360,彗星来的那一夜, 美国 ,詹姆斯·沃德·布柯特,"'艾米丽·芭尔多尼', '莫瑞·史特林', '尼古拉斯·布兰登', '劳伦·斯卡法莉娅', '伊丽莎白·格瑞斯'",522520,8.5,2013,https://movie.douban.com/subject/25807345/
tt0234215,黑客帝国2：重装上阵, 美国,拉娜·沃卓斯基,"'基努·里维斯', '劳伦斯·菲什伯恩', '凯瑞-安·莫斯', '雨果·维文', '莫妮卡·贝鲁奇'",379156,8.7,2003,https://movie.douban.com/subject/1304141/
tt0033238,魂断蓝桥, 美国,茂文·勒鲁瓦,"'费雯·丽', '罗伯特·泰勒', '露塞尔·沃特森', '弗吉尼亚·菲尔德', '玛丽亚·彭斯卡娅'",258613,8.8,1940,https://movie.douban.com/subject/1293964/
tt1087578,步履不停, 日本,是枝裕和,"'阿部宽', '夏川结衣', '江原由希子', '高桥和也', '田中祥平'",258398,8.8,2008,https://movie.douban.com/subject/2222996/
tt0876563,崖上的波妞, 日本,宫崎骏,"'神月柚莉爱', '土井洋辉', '山口智子', '长岛一茂', '天海祐希'",448582,8.6,2008,https://movie.douban.com/subject/1959877/
tt0399295,战争之王, 法国 ,安德鲁·尼科尔,"'尼古拉斯·凯奇', '布里吉特·莫伊纳汉', '杰瑞德·莱托', '伊安·霍姆', '伊桑·霍克'",339456,8.7,2005,https://movie.douban.com/subject/1419936/
tt3783958,爱乐之城, 美国,达米恩·查泽雷,"'瑞恩·高斯林', '艾玛·斯通', '约翰·传奇', '罗丝玛丽·德薇特', '芬·维特洛克'",815338,8.4,2016,https://movie.douban.com/subject/25934014/
tt0372183,谍影重重2, 美国 ,保罗·格林格拉斯,"'马特·达蒙', '布莱恩·考克斯', '琼·艾伦', '卡尔·厄本', '弗朗卡·波滕特'",329068,8.7,2004,https://movie.douban.com/subject/1308767/
tt0110322,燃情岁月, 美国,爱德华·兹威克,"'布拉德·皮特', '安东尼·霍普金斯', '艾丹·奎因', '朱莉娅·奥蒙德', '亨利·托马斯'",269375,8.8,1994,https://movie.douban.com/subject/1295865/
tt0103074,末路狂花, 美国 ,雷德利·斯科特,"'吉娜·戴维斯', '苏珊·萨兰登', '哈威·凯特尔', '迈克尔·马德森', '布拉德·皮特'",220617,8.9,1991,https://movie.douban.com/subject/1291992/
tt3659388,火星救援, 英国 ,雷德利·斯科特,"'马特·达蒙', '杰西卡·查斯坦', '克里斯汀·韦格', '杰夫·丹尼尔斯', '迈克尔·佩纳'",667131,8.5,2015,https://movie.douban.com/subject/25864085/
tt0101258,阿飞正传, 中国香港,王家卫,"'张国荣', '张曼玉', '刘嘉玲', '刘德华', '张学友'",472159,8.5,1990,https://movie.douban.com/subject/1305690/
tt1980929,再次出发之纽约遇见你, 美国,约翰·卡尼,"'凯拉·奈特莉', '马克·鲁弗洛', '亚当·莱文', '詹姆斯·柯登', '海莉·斯坦菲尔德'",400736,8.6,2013,https://movie.douban.com/subject/6874403/
tt0258463,谍影重重, 美国 ,道格·里曼,"'马特·达蒙', '弗朗卡·波滕特', '克里斯·库珀', '克里夫·欧文', '朱丽娅·斯蒂尔斯'",396041,8.6,2002,https://movie.douban.com/subject/1304102/
tt0291350,千年女优, 日本,今敏,"'庄司美代子', '小山茉美', '折笠富美子', '饭塚昭三', '小野坂昌也'",236947,8.8,2001,https://movie.douban.com/subject/1307394/
tt0765128,海洋, 法国 ,雅克·贝汉,"'皮尔斯·布鲁斯南', '小佩德罗·阿门达里斯', '雅克·贝汉', '宫泽理惠', '马蒂亚斯·勃兰特'",151061,9.1,2009,https://movie.douban.com/subject/3443389/
tt0976051,朗读者, 美国 ,史蒂芬·戴德利,"'凯特·温丝莱特', '大卫·克劳斯', '拉尔夫·费因斯', '詹妮特·海因', '苏珊娜·洛塔尔'",432391,8.6,2008,https://movie.douban.com/subject/2213597/
tt0808506,穿越时空的少女, 日本,细田守,"'仲里依纱', '石田卓也', '板仓光隆', '垣内彩未', '谷村美月'",359925,8.6,2006,https://movie.douban.com/subject/1937946/
tt0396171,香水, 德国 ,汤姆·提克威,"'本·卫肖', '艾伦·瑞克曼', '蕾切儿·哈伍德', '达斯汀·霍夫曼', '大卫·卡尔德'",514740,8.5,2006,https://movie.douban.com/subject/1760622/
tt0986264,地球上的星星, 印度,阿米尔·汗,"'达席尔·萨法瑞', '阿米尔·汗', '塔奈·切赫达', '萨谢·英吉尼尔', '蒂丝卡·乔普拉'",192309,8.9,2007,https://movie.douban.com/subject/2363506/
tt1862020,我爱你, 韩国,秋昌旼,"'宋在浩', '李顺载', '尹秀晶', '金秀美', '宋智孝'",154864,9.1,2011,https://movie.douban.com/subject/5908478/
tt4901306,完美陌生人, 意大利,保罗·杰诺维塞,"'马可·贾利尼', '卡夏·斯穆特尼亚克', '爱德华多·莱奥', '阿尔芭·罗尔瓦赫尔', '瓦莱里奥·马斯坦德雷亚'",496193,8.5,2016,https://movie.douban.com/subject/26614893/
tt11219254,花束般的恋爱, 日本,土井裕泰,"'菅田将晖', '有村架纯', '细田佳央太', '清原果耶', '小田切让'",484970,8.6,2021,https://movie.douban.com/subject/34874432/
tt0878804,弱点, 美国,约翰·李·汉考克,"'桑德拉·布洛克', '蒂姆·麦格罗', '昆东·亚伦', '杰·海德', '莉莉·柯林斯'",270931,8.7,2009,https://movie.douban.com/subject/3552028/
tt0926084,哈利·波特与死亡圣器(上), 英国 ,大卫·叶茨,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯'",509425,8.5,2010,https://movie.douban.com/subject/2051007/
