encoding,name,description,country,director,actor,vote,score,year,link
tt0405094,窃听风暴,"1984年的东德，整个社会笼罩在国家安全局的高压统治之下，特工魏斯曼（乌尔里希·穆埃 Ulrich Mühe 饰）奉命监听剧作家德莱曼（塞巴斯蒂安·科赫 Sebastian Koch 饰）及其女友演员..."" ", 德国,弗洛里安·亨克尔·冯·多纳斯马尔克,"'乌尔里希·穆埃', '马蒂娜·格德克', '塞巴斯蒂安·科赫', '乌尔里希·图库尔', '托马斯·蒂梅'",525886人评价,9.2,2006,https://movie.douban.com/subject/1900841/
tt0914798,穿条纹睡衣的男孩,"八岁男孩布鲁诺（Asa Butterfield 饰）一家随着纳粹军官父亲的一纸调令，由柏林搬迁到了乡下。失去了朋友们的布鲁诺很快对新家附近的“农庄”产生了兴趣，那里有一群身穿“条纹睡衣”的人终日忙碌，..."" ", 英国 ,马克·赫尔曼,"'阿萨·巴特菲尔德', '维拉·法米加', '卡拉·霍根', '祖萨·霍尔', '安贝尔·比蒂'",513157人评价,9.2,2008,https://movie.douban.com/subject/3008247/
tt0113703,情书,"日本神户某个飘雪的冬日，渡边博子（中山美穗）在前未婚夫藤井树的两周年祭日上又一次悲痛到不能自已。正因为无法抑制住对已逝恋人的思念，渡边博子在其中学同学录里发现“藤井树” 在小樽市读书时的地址时，依循着..."" ", 日本,岩井俊二,"'中山美穗', '丰川悦司', '酒井美纪', '柏原崇', '范文雀'",1012397人评价,8.9,1995,https://movie.douban.com/subject/1292220/
tt0120735,两杆大烟枪,"艾迪（尼克·莫伦）思维敏捷，是个玩牌高手。在三个好友的支持下，艾迪携巨资参加了黑社会的高额赌局，不想落入圈套，欠下50万的赌债。为了还清赌债，艾迪和朋友们绞尽脑汁，最终算计到一群毒贩身上，并为打劫购买..."" ", 英国,盖·里奇,"'杰森·弗莱明', '德克斯特·弗莱彻', '尼克·莫兰', '杰森·斯坦森', '斯蒂文·麦金托什'",558636人评价,9.1,1998,https://movie.douban.com/subject/1293350/
tt0213847,西西里的美丽传说,, 意大利 ,朱塞佩·托纳多雷,"'莫妮卡·贝鲁奇', '朱塞佩·苏尔法罗', '玛蒂尔德·皮亚纳', '埃丽萨·莫鲁奇', '奥罗拉·夸特罗基'",910484人评价,8.9,2000,https://movie.douban.com/subject/1292402/
tt4857264,看不见的客人,"艾德里安（马里奥·卡萨斯 Mario Casas 饰）经营着一间科技公司，事业蒸蒸日上，家中有美丽贤惠的妻子和活泼可爱的女儿，事业家庭双丰收的他是旁人羡慕的对象。然而，野心勃勃的艾德里安并未珍惜眼前来..."" ", 西班牙,奥里奥尔·保罗,"'马里奥·卡萨斯', '阿娜·瓦格纳', '何塞·科罗纳多', '巴巴拉·莱涅', '弗兰塞斯克·奥雷利亚'",1163137人评价,8.8,2016,https://movie.douban.com/subject/26580232/
tt0059742,音乐之声,"玛利亚（朱丽·安德鲁斯  饰）是一个年轻活泼的修女，喜欢在大自然下高声歌唱，所以她常常忘记了修道院里的规矩。院长认为玛利亚并不属于规矩严格的修道院。院长与众嬷嬷商量后，决定安排玛利亚到一位名叫特拉普（..."" ", 美国,罗伯特·怀斯,"'朱莉·安德鲁斯', '克里斯托弗·普卢默', '埃琳诺·帕克', '理查德·海顿', '佩吉·伍德'",559203人评价,9.1,1965,https://movie.douban.com/subject/1294408/
tt0120815,拯救大兵瑞恩,, 美国,史蒂文·斯皮尔伯格,"'汤姆·汉克斯', '汤姆·塞兹摩尔', '爱德华·伯恩斯', '巴里·佩珀', '亚当·戈德堡'",603657人评价,9.1,1998,https://movie.douban.com/subject/1292849/
tt0073486,飞越疯人院,"麦克墨菲（杰克·尼科尔森 Jack Nicholson 饰）为了逃避监狱里的强制劳动，装作精神异常，被送进了精神病院，他的到来，给死气沉沉的精神病院带来了剧烈的冲击。 麦克要求看棒球比赛的电视转播，挑..."" ", 美国,米洛斯·福尔曼,"'杰克·尼科尔森', '丹尼·德维托', '克里斯托弗·洛伊德', '路易丝·弗莱彻', '威尔·萨姆森'",517305人评价,9.1,1975,https://movie.douban.com/subject/1292224/
tt0118849,小鞋子,"家境贫寒的男孩Ali（Amir Farrokh Hashemian）帮妹妹Zahra（Bahare Seddiqi）取修补好的鞋子时，不慎将鞋子弄丢，为了不被父（Mohammad Amir Naji）..."" ", 伊朗,马基德·马基迪,"'默罕默德·阿米尔·纳吉', '法拉赫阿米尔·哈什米安', '巴哈丽·西迪奇', '纳菲丝·贾法-穆罕默迪', '费雷什特·萨拉班迪'",380162人评价,9.2,1997,https://movie.douban.com/subject/1303021/
tt0499549,阿凡达,"战斗中负伤而下身瘫痪的前海军战士杰克·萨利（萨姆·沃辛顿 Sam Worthington 饰）决定替死去的同胞哥哥来到潘多拉星操纵格蕾丝博士（西格妮·韦弗 Sigourney Weaver 饰）用人类..."" ", 美国,詹姆斯·卡梅隆,"'萨姆·沃辛顿', '佐伊·索尔达娜', '西格妮·韦弗', '史蒂芬·朗', '米歇尔·罗德里格兹'",1291373人评价,8.8,2009,https://movie.douban.com/subject/1652587/
tt1201607,哈利·波特与死亡圣器(下),"当又一次和伏地魔（拉尔夫·费因斯 Ralph Fiennes 饰）的意识连通，哈利·波特（丹尼尔·雷德克里夫 Daniel Radcliffe 饰）断定最后一件魂器藏在霍格沃茨，于是和罗恩（鲁伯特·格..."" ", 美国 ,大卫·叶茨,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '海伦娜·伯翰·卡特', '拉尔夫·费因斯'",761017人评价,8.9,2011,https://movie.douban.com/subject/3011235/
tt0102926,沉默的羔羊,"联调局学院学员 Clarice M. Starling（乔迪·福斯特 饰）受行为科学组的 Jack Crawford（斯科特·格伦 饰）指派，前往州立巴尔的摩法医院访问被监禁的精神科医生 Hannib..."" ", 美国,乔纳森·戴米,"'朱迪·福斯特', '安东尼·霍普金斯', '斯科特·格伦', '安东尼·希尔德', '布鲁克·史密斯'",818806人评价,8.9,1991,https://movie.douban.com/subject/1293544/
tt0482571,致命魔术,"19世纪末，人们对科学文明还不是认识得太过清楚，于是，安吉尔（休•杰克曼Hugh Jackman饰）和伯登（克里斯蒂安•贝尔Christian Bale饰）的魔术，成为了伦敦城内的神奇人物。安吉尔出身..."" ", 英国 ,克里斯托弗·诺兰,"'休·杰克曼', '克里斯蒂安·贝尔', '迈克尔·凯恩', '丽贝卡·豪尔', '斯嘉丽·约翰逊'",800226人评价,8.9,2006,https://movie.douban.com/subject/1780330/
tt1130884,禁闭岛,"本片根据美国小说家丹尼斯·勒翰（Dennis Lehane）的同名小说改编。 1954年，联邦警官泰迪（莱昂纳多·迪卡普里奥 Leonardo DiCaprio 饰）和搭档查克（马克·鲁弗洛 Mark..."" ", 美国,马丁·斯科塞斯,"'莱昂纳多·迪卡普里奥', '马克·鲁弗洛', '本·金斯利', '马克斯·冯·叙多夫', '米歇尔·威廉姆斯'",900235人评价,8.9,2010,https://movie.douban.com/subject/2334904/
tt2278388,布达佩斯大饭店,"故事要从一位无名作家（裘德·洛 Jude Law 饰）说起，为了专心创作，他来到了名为“布达佩斯”的饭店，在这里，作家遇见了饭店的主人穆斯塔法（F·莫里·亚伯拉罕 F. Murray Abraham ..."" ", 美国 ,韦斯·安德森,"'拉尔夫·费因斯', '托尼·雷沃罗利', '艾德里安·布洛迪', '威廉·达福', '裘德·洛'",854661人评价,8.9,2014,https://movie.douban.com/subject/11525673/
tt1313104,海豚湾,"日本和歌山县太地，是一个景色优美的小渔村，然而这里却常年上演着惨无人道的一幕。每年，数以万计的海豚经过这片海域，他们的旅程却在太地戛然而止。渔民们将海豚驱赶到靠近岸边的一个地方，来自世界各地的海豚训练..."" ", 美国,路易·西霍尤斯,"'路易·西霍尤斯', 'Hayato Sakurai', 'Mandy-Rae Cruikshank', 'Kirk Krack', '伊莎贝尔·卢卡斯'",341198人评价,9.3,2009,https://movie.douban.com/subject/3442220/
tt0289879,蝴蝶效应,"伊万（艾什顿·库奇 Ashton Kutcher 饰）曾经有一个糟糕的童年，因为他行为闯下了大祸，令他童年充满不堪回忆的往事。而事实上，他确实只是依稀记得一点可怕的情景，这些情景一直纠缠着他的正常生活..."" ", 美国 ,埃里克·布雷斯,"'阿什顿·库彻', '梅洛拉·沃尔特斯', '艾米·斯马特', '埃尔登·汉森', '威廉姆·李·斯科特'",872232人评价,8.9,2004,https://movie.douban.com/subject/1292343/
tt0087843,美国往事,"1933年，纽约流氓Noodles（罗伯特·德·尼罗 饰）因向哈洛伦警司（布鲁斯·巴伦堡 饰）通风报信害死了三名同伙而被追杀。逃亡之前，他打开了存放帮派基金的手提箱，里面却只有报纸。 1968年，已改..."" ", 美国 ,赛尔乔·莱昂内,"'罗伯特·德尼罗', '詹姆斯·伍兹', '伊丽莎白·麦戈文', '乔·佩西', '波特·杨'",385072人评价,9.2,1984,https://movie.douban.com/subject/1292262/
tt0119217,心灵捕手,"麻省理工学院的数学教授蓝波在席上公布了一道困难的数学题，却被年轻的清洁工威尔（马特·戴蒙 饰）解了出来。可是威尔却是个问题少年，成天和好朋友查克（本·阿弗莱特 饰）等人四处闲逛，打架滋事。当蓝波找到这..."" ", 美国,格斯·范·桑特,"'马特·达蒙', '罗宾·威廉姆斯', '本·阿弗莱克', '斯特兰·斯卡斯加德', '明妮·德里弗'",659453人评价,8.9,1997,https://movie.douban.com/subject/1292656/
tt0110912,低俗小说,, 美国,昆汀·塔伦蒂诺,"'约翰·特拉沃尔塔', '乌玛·瑟曼', '阿曼达·普拉莫', '蒂姆·罗斯', '塞缪尔·杰克逊'",774908人评价,8.9,1994,https://movie.douban.com/subject/1291832/
tt0118845,春光乍泄,"黎耀辉（梁朝伟）与何宝荣（张国荣）是一对同性恋人，为了有新的开始，他们怀着美丽的梦想（去看南美洲大瀑布）离开香港来到阿根廷，却在布宜诺斯艾利斯迷了路。黎耀辉想安下心来过日子，无奈何宝荣于夜夜笙歌中放纵..."" ", 中国香港 ,王家卫,"'张国荣', '梁朝伟', '张震', '格利高里·戴顿'",586534人评价,9.0,1997,https://movie.douban.com/subject/1292679/
tt0027977,摩登时代,"二十年代的美国处于经济萧条时期，失业率居高不下，工人受尽压榨，成为了大机器生产中的一颗螺丝钉。查理（查理·卓别林 Charles Chaplin 饰）就是一个底层市民，他在一个机器隆隆的厂房里日以继夜..."" ", 美国,查理·卓别林,"'查理·卓别林', '宝莲·高黛', '亨利·伯格曼', '蒂尼·桑福德', '切斯特·康克林'",276871人评价,9.3,1936,https://movie.douban.com/subject/1294371/
tt0188766,喜剧之王,"尹天仇（周星驰 饰）一直醉心戏剧，想成为一名演员，平时除了做跑龙套以外，还会在街坊福利会里开设演员训练班。此时舞小姐柳飘飘在妈妈桑的带领下来到这里要求学做戏，原来柳飘飘有一段非常不愉快的经历，在尹天仇..."" ", 中国香港,周星驰,"'周星驰', '张柏芝', '莫文蔚', '吴孟达', '林子善'",898819人评价,8.8,1999,https://movie.douban.com/subject/1302425/
tt0114369,七宗罪,"“暴食”、“贪婪”、“懒惰”、“嫉妒”、“骄傲”、“淫欲”、“愤怒”，这是天主教教义所指的人性七宗罪。城市中发生的连坏杀人案，死者恰好都是犯有这些教义的人。凶手故弄玄虚的作案手法，令资深冷静的警员沙摩..."" ", 美国,大卫·芬奇,"'摩根·弗里曼', '布拉德·皮特', '凯文·史派西', '格温妮斯·帕特洛', '安德鲁·凯文·沃克'",888743人评价,8.8,1995,https://movie.douban.com/subject/1292223/
tt0373074,功夫,, 中国大陆 ,周星驰,"'周星驰', '元秋', '元华', '黄圣依', '梁小龙'",1014978人评价,8.8,2004,https://movie.douban.com/subject/1291543/
tt0304141,哈利·波特与阿兹卡班的囚徒,"哈利（丹尼尔·雷德克里夫）即将在霍格沃兹渡过第三个年头，此时在阿兹塔班却传出恶棍小天狼星（加里·奥德曼）越狱的消息。据说小天狼星正是背叛哈利父母的好友，他的教父，而这次小天狼星越狱似乎正是为了找他。哈..."" ", 英国 ,阿方索·卡隆,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '加里·奥德曼', '朱丽·沃特斯'",651471人评价,8.9,2004,https://movie.douban.com/subject/1291544/
tt0309698,致命ID,"一个典型而又引人入胜的悬疑故事：一个汽车旅馆里，住进了10个人，他们中间有司机、妓女、过气女星、夫妇、警探和他的犯人，还有神秘的旅馆经理。这天风雨大作，通讯中断，10人被困在了旅馆里，惊悚的故事开始了..."" ", 美国,詹姆斯·曼高德,"'约翰·库萨克', '雷·利奥塔', '阿曼达·皮特', '约翰·浩克斯', '阿尔弗雷德·莫里纳'",758252人评价,8.8,2003,https://movie.douban.com/subject/1297192/
tt1683526,超脱,"亨利•巴赫特（艾德里安•布洛迪 Adrien Brody 饰）来到社区学校担任代课老师。学校因学生反叛、经营不善而濒临绝境，多丽丝（刘玉玲 饰）为首的一批教师备受煎熬。亨利的第一堂课就遭遇了顽劣学生的..."" ", 美国,托尼·凯耶,"'艾德里安·布洛迪', '马西娅·盖伊·哈登', '詹姆斯·肯恩', '克里斯蒂娜·亨德里克斯', '刘玉玲'",522612人评价,9.0,2011,https://movie.douban.com/subject/5322596/
tt0353969,杀人回忆,"1986年，韩国京畿道华城郡，热得发昏的夏天，在田野边发现一具女尸，早已发臭。小镇警察朴探员（宋康昊饰）和汉城来的苏探员（金相庆饰）接手案件，唯一可证实的是这具女尸生前被强奸过。线索的严重缺乏让毫无经..."" ", 韩国,奉俊昊,"'宋康昊', '金相庆', '金雷夏', '宋在浩', '边希峰'",651272人评价,8.9,2003,https://movie.douban.com/subject/1300299/
tt0325980,加勒比海盗,"故事发生在17世纪，传说中海盗最为活跃的加勒比海。风趣迷人的杰克·斯伯洛（约翰尼·德普 Johnny Depp 饰），是活跃在加勒比海上的海盗，拥有属于自己的“黑珍珠”号海盗船。对他来说，最惬意的生活..."" ", 美国,戈尔·维宾斯基,"'约翰尼·德普', '杰弗里·拉什', '奥兰多·布鲁姆', '凯拉·奈特莉', '杰克·达文波特'",802843人评价,8.8,2003,https://movie.douban.com/subject/1298070/
tt0851578,红辣椒,, 日本,今敏,"'林原惠美', '江守彻', '堀胜之祐', '古谷彻', '大塚明夫'",418416人评价,9.1,2006,https://movie.douban.com/subject/1865703/
tt0768120,被嫌弃的松子的一生,, 日本,中岛哲也,"'中谷美纪', '永山瑛太', '香川照之', '市川实日子', '伊势谷友介'",664598人评价,8.9,2006,https://movie.douban.com/subject/1787291/
tt2106476,狩猎,"刚刚和妻子离婚的卢卡斯（麦斯·米科尔森 Mads Mikkelsen 饰）目前在一家托儿所工作，心地善良个性温和的他很快就受到了同事和孩子们的喜爱，其中，一个名叫卡拉（安妮卡·韦德科普 Annika ..."" ", 丹麦 ,托马斯·温特伯格,"'麦斯·米科尔森', '托玛斯·博·拉森', '安妮卡·韦德科普', '拉丝·弗格斯托姆', '苏西·沃德'",357584人评价,9.1,2012,https://movie.douban.com/subject/6985810/
tt5726616,请以你的名字呼唤我,"故事发生在八十年代的意大利里维埃拉，每年夏天，十七岁的少年艾力奥（提莫西·查拉梅 Timothée Chalamet 饰）都会跟家人一起来此地度假。今年，和他们共享假日时光的，还有来自美国的奥利弗（艾..."" ", 意大利 ,卢卡·瓜达尼诺,"'艾米·汉莫', '蒂莫西·柴勒梅德', '迈克尔·斯图巴', '阿蜜拉·卡萨', '艾斯特·加瑞尔'",665340人评价,8.9,2017,https://movie.douban.com/subject/26799731/
tt2659414,7号房的礼物,"1997年，只有6岁儿童智商的智障男子李龙久（柳成龙 饰）和可爱的女儿艺胜（葛素媛 饰）相依为命，生活虽然简单清贫，却充满幸福。某天，执着为女儿买美少女战士书包的龙久意外卷入一起幼童诱拐奸杀案，而死者..."" ", 韩国,李焕庆,"'柳承龙', '朴信惠', '郑镇荣', '金正泰', '吴达洙'",514911人评价,8.9,2013,https://movie.douban.com/subject/10777687/
tt0099487,剪刀手爱德华,"爱德华（约翰尼•戴普 饰）是一个机器人，他拥有人的心智，却有一双剪刀手，孤独地生活在古堡里，闯入古堡的化妆品推销员佩格把他带回家，让他走进了人类的世界。单纯的爱德华爱上了佩格的女儿金（薇诺娜•瑞德 饰..."" ", 美国,蒂姆·波顿,"'约翰尼·德普', '薇诺娜·瑞德', '黛安·韦斯特', '安东尼·迈克尔·豪尔', '凯西·贝克'",983701人评价,8.7,1990,https://movie.douban.com/subject/1292370/
tt0388795,断背山,"美国怀俄明州的西部，沉默寡言的农夫恩尼斯（希斯•莱杰饰）和热情开朗的牛仔杰克（杰克•吉伦希尔饰)一道被派到山上牧羊，那里人迹罕至，他们只有与羊群为伴，生活单调无味。一个天寒地冻的夜晚，在酒精与荷尔蒙的..."" ", 美国 ,李安,"'希斯·莱杰', '杰克·吉伦哈尔', '米歇尔·威廉姆斯', '安妮·海瑟薇', '凯特·玛拉'",667293人评价,8.8,2005,https://movie.douban.com/subject/1418834/
tt0112573,勇敢的心,"威廉•华莱士童年时，其父、苏格兰民族英雄马索•华莱士在与英军的斗争中牺牲，他开始接受父亲好友的指导，学习苏格兰文化和武术。青年华莱士（梅尔•吉布森）学成回到故乡，向美丽的少女梅伦求婚，不想梅伦被英军抢..."" ", 美国,梅尔·吉布森,"'梅尔·吉布森', '苏菲·玛索', '布莱恩·考克斯', '詹姆斯·科兹莫', '辛·劳洛'",533536人评价,8.9,1995,https://movie.douban.com/subject/1294639/
tt0108289,唐伯虎点秋香,"唐伯虎（周星驰 饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐..."" ", 中国香港,李力持,"'周星驰', '巩俐', '陈百祥', '郑佩佩', '朱咪咪'",995957人评价,8.7,1993,https://movie.douban.com/subject/1306249/
tt0295297,哈利·波特与密室,"哈利波特（丹尼尔•雷德克里夫 Daniel Radcliffe 饰）结束了假期，即将回到霍格沃兹继续学习魔法。一个叫多比的家养小精灵警告哈利不要回到霍格沃兹，否则会陷入极大的危险。哈利没有听从多比的劝..."" ", 英国 ,克里斯·哥伦布,"'丹尼尔·雷德克里夫', '艾玛·沃森', '鲁伯特·格林特', '汤姆·费尔顿', '理查德·格雷弗斯'",677570人评价,8.8,2002,https://movie.douban.com/subject/1296996/
tt0244316,一一,, 中国台湾 ,杨德昌,"'李凯莉', '金燕玲', '张洋洋', '萧淑慎', '尾形一成'",350081人评价,9.1,2000,https://movie.douban.com/subject/1292434/
tt1069238,入殓师,"买了昂贵的大提琴，想要成就一番事业的小林大悟（本木雅弘 饰），经历了4个月的管弦乐演奏，得到的却是“乐团解散”的噩耗与购买乐器的高昂债务。迫不得已，大悟与妻子美香（广末凉子 饰）搬到老屋，过着清贫的日..."" ", 日本,泷田洋二郎,"'本木雅弘', '广末凉子', '山崎努', '吉行和子', '笹野高史'",620171人评价,8.9,2008,https://movie.douban.com/subject/2149806/
tt0167404,第六感,"麦克（布鲁斯·威利斯 饰）是著名儿童心理学家，却也有始终未能治愈的患者，甚至因此遭到枪击，这名少年随后也饮枪自毙。这给麦克带来很大心理阴影，一年后他找到另一个症状很像这名患者的男孩柯尔（海利·乔·奥斯..."" ", 美国,M·奈特·沙马兰,"'布鲁斯·威利斯', '海利·乔·奥斯蒙', '托妮·科莱特', '奥莉维亚·威廉姆斯', '唐尼·沃尔伯格'",517385人评价,8.9,1999,https://movie.douban.com/subject/1297630/
tt0112471,爱在黎明破晓前,"美国青年杰西（伊桑·霍克 Ethan Hawke 饰）在火车上偶遇了法国女学生塞琳娜（朱莉·德尔佩 Julie Delpy 饰），两人在火车上交谈甚欢。当火车到达维也纳时，杰西盛情邀请塞琳娜一起在维也..."" ", 美国 ,理查德·林克莱特,"'伊桑·霍克', '朱莉·德尔佩', '安德莉亚·埃克特', '汉诺·波西尔', '卡尔·布拉克施魏格尔'",619346人评价,8.8,1995,https://movie.douban.com/subject/1296339/
tt0109424,重庆森林,"编号为223的警察（金城武）失恋后患上失恋综合症，在与金发女杀手（林青霞）擦肩而过又离奇相遇并有了一晚温情后，原本以为包括“爱情”在内的所有东西都有保质期的他意外地迎来心灵的短暂温暖。可是，他们的爱情..."" ", 中国香港,王家卫,"'林青霞', '金城武', '梁朝伟', '王菲', '周嘉玲'",750211人评价,8.8,1994,https://movie.douban.com/subject/1291999/
tt1345836,蝙蝠侠：黑暗骑士崛起,"检察官哈维·登特（艾伦·艾克哈特 Aaron Eckhart 饰）死后的八年间，哥谭市在戈登警长（加里·奥德曼 Gary Oldman 饰）的努力下有效地遏制了犯罪活动。而蝙蝠侠布鲁斯·韦恩（克里斯蒂..."" ", 美国 ,克里斯托弗·诺兰,"'克里斯蒂安·贝尔', '汤姆·哈迪', '安妮·海瑟薇', '约瑟夫·高登-莱维特', '玛丽昂·歌迪亚'",672106人评价,8.8,2012,https://movie.douban.com/subject/3395373/
tt0211915,天使爱美丽,"艾米莉（奥黛丽·塔图 Audrey Tautou 饰）有着别人看来不幸的童年——父亲给她做健康检查时，发现她心跳过快，便断定她患上心脏病，从此艾米莉与学校绝缘。随后因为一桩意外，母亲在她眼前突然死去。..."" ", 法国 ,让-皮埃尔·热内,"'奥黛丽·塔图', '马修·卡索维茨', '吕菲斯', '洛莱拉·克拉沃塔', '塞尔·梅林'",917796人评价,8.7,2001,https://movie.douban.com/subject/1292215/
tt0119698,幽灵公主,"为了拯救危难中的村民，阿斯达卡的右手中了凶煞神的诅咒。达卡只好离开亲人往西方流浪以寻找解除诅咒的方法。旅途中他遇到了由幻姬大人带领的穷苦村民在麒麟兽的森林里开采铁矿，提炼矿石。 白狼神莫娜和她养大的人..."" ", 日本,宫崎骏,"'松田洋治', '石田百合子', '田中裕子', '小林薰', '西村雅彦'",489854人评价,8.9,1997,https://movie.douban.com/subject/1297359/
tt0199683,菊次郎的夏天,, 日本,北野武,"'北野武', '关口雄介', '岸本加世子', '吉行和子', '细川典江'",551895人评价,8.9,1999,https://movie.douban.com/subject/1293359/
tt3474600,小森林 夏秋篇,"平凡女孩市子（桥本爱 饰）自幼生长在位于日本东北地区的村庄小森。这里远离都市的喧嚣和浮躁，为青山绿水所环绕，俨然一个幽静怡然的世外桃源。村民们日出而作，日落而息，依靠一双勤劳的双手经营渺小却舒适的生活..."" ", 日本,森淳一,"'桥本爱', '三浦贵大', '松冈茉优', '温水洋一', '桐岛加恋'",397560人评价,9.0,2014,https://movie.douban.com/subject/25814705/
tt0111786,阳光灿烂的日子,"20世纪70年代初的北京，忙着“闹革命”大人无空理会小孩，加上学校停课无事可做，以军队大院男孩为突出代表的少年人便自找乐子，靠起哄、打架、闹事、拍婆子等方式挥霍过量的荷尔蒙。马小军（夏雨 饰）就是这样..."" ", 中国大陆 ,姜文,"'夏雨', '宁静', '陶虹', '耿乐', '斯琴高娃'",574545人评价,8.9,1994,https://movie.douban.com/subject/1291875/
tt2245084,超能陆战队,"未来世界的超级都市旧京山（San Fransokyo），热爱发明创造的天才少年小宏，在哥哥泰迪的鼓励下参加了罗伯特·卡拉汉教授主持的理工学院机器人专业的入学大赛。他凭借神奇的微型磁力机器人赢得观众、参..."" ", 美国,唐·霍尔,"'斯科特·安第斯', '瑞恩·波特', '丹尼尔·海尼', 'T·J·米勒', '郑智麟'",941411人评价,8.7,2014,https://movie.douban.com/subject/11026735/
tt0107808,完美的世界,"单亲孩子菲利普·佩里（T·J·劳瑟 T.J. Lowther 饰）的母亲对他管教甚严，8岁的小菲利普甚至从未参加过一次鬼节讨糖果的游戏。附近州监狱的两名罪犯越狱成功，劫持了菲利普作为人质，向德州边界逃..."" ", 美国,克林特·伊斯特伍德,"'凯文·科斯特纳', '劳拉·邓恩', '克林特·伊斯特伍德', 'T·J·劳瑟', '基斯·斯扎拉巴基克'",288433人评价,9.1,1993,https://movie.douban.com/subject/1300992/
tt0381681,爱在日落黄昏时,"九年前，杰西（伊桑·霍克 Ethan Hawke 饰）与席琳（朱莉·德尔佩 Julie Delpy 饰）在火车上不期而遇，怦然心动。在维也纳渡过疯狂而又浪漫的一夜后，他们在日出前分手，并相约在维也纳重..."" ", 美国 ,理查德·林克莱特,"'伊桑·霍克', '朱莉·德尔佩', '弗农·多布切夫', '路易丝·勒莫瓦纳·托雷斯', '罗多尔·保利'",510069人评价,8.9,2004,https://movie.douban.com/subject/1291990/
tt0408664,无人知晓,"新搬来的公寓这家人是母亲惠子（You饰）带着四个孩子：明（柳乐优弥饰）、京子、茂、雪。但母亲却得对周围的人们撒谎说丈夫去海外工作，自己与长子两个人在一起生活。事实是其它三名弟妹是“黑孩子”，因为四个孩..."" ", 日本,是枝裕和,"'柳乐优弥', '北浦爱', '木村飞影', '清水萌萌子', '韩英惠'",292977人评价,9.1,2004,https://movie.douban.com/subject/1292337/
tt2267998,消失的爱人,"结婚五周年纪念日的早上，尼克·邓恩（本·阿弗莱克 Ben Affleck 饰）来到妹妹玛戈（凯莉·库恩 Carrie Coon 饰）的酒吧，咒骂抱怨那个曾经彼此恩爱缠绵的妻子艾米（罗莎蒙德·派克 Ro..."" ", 美国,大卫·芬奇,"'本·阿弗莱克', '裴淳华', '尼尔·帕特里克·哈里斯', '凯莉·库恩', '泰勒·派瑞'",863589人评价,8.7,2014,https://movie.douban.com/subject/21318488/
tt1568921,借东西的小人阿莉埃蒂,"虽然患有心脏方面的疾病，但是少年翔（神木隆之介 配音）的父母依然对他疏于呵护。为了准备即将到来的手术，翔来到了位于偏远乡间的姨婆（竹下景子 配音）家静养。姨婆家位于一片幽静的丛林中，这是一幢有着上百年..."" ", 日本,米林宏昌,"'志田未来', '神木隆之介', '树木希林', '三浦友和', '大竹忍'",511833人评价,8.9,2010,https://movie.douban.com/subject/4202302/
tt0117905,甜蜜蜜,, 中国香港,陈可辛,"'黎明', '张曼玉', '杨恭如', '曾志伟', '杜可风'",491450人评价,8.9,1996,https://movie.douban.com/subject/1305164/
tt0093978,倩女幽魂,"书生宁采臣（张国荣饰）收账不成，无处可归，遂夜宿鬼寺兰若寺，遇上侠士燕赤霞（午马饰），二人成为邻居。一日偶遇艳女小倩（王祖贤饰），二人两情相悦，但小倩乃是被树妖姥姥控制的鬼魂，专门迷惑精壮男子代姥姥吸..."" ", 中国香港,程小东,"'张国荣', '王祖贤', '午马', '刘兆铭', '林威'",683361人评价,8.8,1987,https://movie.douban.com/subject/1297447/
tt3474602,小森林 冬春篇,"于无法融入喧嚣吵闹的大城市，平凡女孩市子（桥本爱 饰）选择回到自幼生长的老家——位于日本东北地区的小森村。这里没有过多时尚文明的色彩，当地人过着日出而作日落而息的传统生活，他们靠天吃饭，靠着双手经营人..."" ", 日本,森淳一,"'桥本爱', '三浦贵大', '松冈茉优', '温水洋一', '桐岛加恋'",354614人评价,9.0,2015,https://movie.douban.com/subject/25814707/
tt0113824,侧耳倾听,"正在读初三的月岛雯是一个喜欢看书的女孩，她每次都能在借书卡上看到一个叫天泽圣司名字，因此她对这个人充满了好奇。 雯一直喜欢写诗，有一天她跟好友夕子在讨论写诗的事，夕子告诉雯自己收到了情书，但事实上夕子..."" ", 日本,近藤喜文,"'本名阳子', '小林桂树', '高山南', '高桥一生', '山下容莉枝'",429543人评价,8.9,1995,https://movie.douban.com/subject/1297052/
tt2194499,时空恋旅人,"Tim（多姆纳尔·格利森 Domhnall Gleeson 饰）21岁了，他的老爸（比尔·奈伊 Bill Nighy 饰）告诉他，他们家族的男人都有时光旅行的超能力，可以回到过去。于是Tim将信就疑地..."" ", 英国,理查德·柯蒂斯,"'多姆纳尔·格里森', '瑞秋·麦克亚当斯', '比尔·奈伊', '莉迪亚·威尔逊', '琳赛·邓肯'",605278人评价,8.8,2013,https://movie.douban.com/subject/10577869/
