Phylum,Class,Order,Family,Genus,Species
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Bream circovirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,Sprivivirus cyprinus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyprinivirus,Cyprinid herpesvirus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyprinivirus,Cyprinid herpesvirus 3
,,,Birnaviridae,Aquabirnavirus,Infectious pancreatic necrosis virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,Sprivivirus esox
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,Pike fry-like rhabdovirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Andes orthohantavirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Lymphocystivirus,Lymphocystis disease virus 1
Cressdnaviricota,,,,,Acanthis flammea CRESS-DNA-virus sp.
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,,Parvoviridae sp.
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Whataroa virus
Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,,Beihai yellowfin seabream calicivirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Megalocytivirus,Infectious spleen and kidney necrosis virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Novirhabdovirus hirame
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Novirhabdovirus,Novirhabdovirus piscine
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Death adder adenovirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Passerine adenovirus 1
Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Betanodavirus,Acanthurus bariene nervous necrosis virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,,Acanthurus dussumieri iridovirus
Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Betanodavirus,Dicentrarchus labrax encephalitis virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Mardivirus,Columbid alphaherpesvirus 1
Negarnaviricota,Insthoviricetes,Articulavirales,Orthomyxoviridae,Alphainfluenzavirus,Influenza A virus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,West Nile virus
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Accipiter gentilis Genomoviridae sp.
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,,Accipiter gentilis parvo-like hybrid virus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,,Accipiter gentilis parvoviridae sp.
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus isolate Hungary
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Fowlpox virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthoavulavirus,Avian orthoavulavirus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Avastrovirus,Chicken astrovirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Alphapolyomavirus,Alphapolyomavirus acelebensis
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Betapolyomavirus,Betapolyomavirus secacelebensis
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Bat polyomavirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Bat polyomavirus 5
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Bat polyomavirus 6
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Coronavirus PREDICT CoV-67
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus sp.
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Megabat gammaherpesvirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus IFBPV32/2012
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-93
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-95
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Rousettus bat coronavirus HKU9
,,,,,Wuhan astro-like virus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,,Acinonyx jubatus papillomavirus type 1
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,African horse sickness virus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus 1
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Bluetongue virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Morbillivirus,Canine morbillivirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Cardiovirus,Cardiovirus A
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Carnivore protoparvovirus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Cheetah astrovirus 1
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Cowpox virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Bandavirus,Dabie bandavirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Felid alphaherpesvirus 1
Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Vesivirus,Feline calicivirus
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,Feline immunodeficiency virus
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Feline leukemia virus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Feline parvovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,,Feline picornavirus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Lambdapapillomavirus,Lambdapapillomavirus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Mamastrovirus 2
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Lyssavirus,Lyssavirus rabies
Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phlebovirus,Rift Valley fever phlebovirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,,Acipenser iridovirus-European
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Ictalurivirus,Acipenserid herpesvirus 2
,,,,,European sturgeon nucleo-cytoplasmatic large DNA virus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Ictalurivirus,Siberian sturgeon herpesvirus
,,,,,Shortnose sturgeon virus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,,Acipenserid herpesvirus 1
,,,,,BC white sturgeon virus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Ichtadenovirus,Sturgeon ichtadenovirus A
Negarnaviricota,Ellioviricetes,Bunyavirales,Phenuiviridae,Phlebovirus,Gabek phlebovirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,"Acomys herpesvirus SVMS 226,222"
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Rodent Paramyxovirus LR10-62
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Rodent Paramyxovirus LR11-113
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Rodent hepacivirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Reptarenavirus,unidentified Reptarenavirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Siadenovirus,Siadenovirus sp.
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Frog virus 3
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Tick-borne encephalitis virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sunrhavirus,Sunrhavirus sandjimba
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Sedlec orthobunyavirus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Sindbis virus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Usutu virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,,Acropoma japonicum iridovirus
Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Betanodavirus,Acropoma japonicum nervous necrosis virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Chelonid alphaherpesvirus 6
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Rotavirus,Rotavirus A
Cressdnaviricota,,,,,Aegithalos caudatus CRESS-DNA-virus sp.
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Aegithalos caudatus Genomoviridae sp.
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,,Aegithalos caudatus parvoviridae sp.
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Chaphamaparvovirus,Cygnus atratus Chaphamaparvovirus
Pisuviricota,Pisoniviricetes,Picornavirales,,,Picornavirales sp.
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,,Picornaviridae sp.
,,,,,Riboviria sp.
Duplornaviricota,Chrymotiviricetes,Ghabrivirales,Totiviridae,,Totiviridae sp.
Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Betanodavirus,Redspotted grouper nervous necrosis virus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Eastern equine encephalitis virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Akabane orthobunyavirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 2
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Varicellovirus,Bovine alphaherpesvirus 1
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Ephemerovirus,Ephemerovirus febris
Negarnaviricota,Monjiviricetes,Mononegavirales,Pneumoviridae,Orthopneumovirus,Bovine orthopneumovirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Respirovirus,Bovine respirovirus 3
Negarnaviricota,Ellioviricetes,Bunyavirales,Nairoviridae,Orthonairovirus,Crimean-Congo hemorrhagic fever orthonairovirus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Aphthovirus,Foot-and-mouth disease virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Impala herpesvirus 1
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Capripoxvirus,Lumpy skin disease virus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,Pestivirus A
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Morbillivirus,Rinderpest morbillivirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Aesopia cornuta ranavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,,Bobomene virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Rodent Paramyxovirus LR10-73
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Rodent Paramyxovirus LR11-99
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Rodent Paramyxovirus MpR12-53
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Alphacoronavirus sp.
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Jeilongvirus,Jeilongvirus apodemi
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Witwatersrand orthobunyavirus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Bat alphacoronavirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Jeilongvirus,Jeilongvirus murinae
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Mastadenovirus sp.
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Mouyassue virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus bat/GH36/2008
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Agama adenovirus 1 REM-2013
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Gammacoronavirus,Avian coronavirus
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Beak and feather disease virus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,Gammapolyomavirus avis
Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus alphapsittaciforme
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Una virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Hapavirus,Hapavirus flanders
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Highlands J virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Tete orthobunyavirus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Western equine encephalitis virus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Saint Louis encephalitis virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Ferlavirus,Reptilian ferlavirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Deltapolyomavirus,Deltapolyomavirus ailuropodae
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,,Aimelvirus 2
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Canine parainfluenza virus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Dyonupapillomavirus,Dyonupapillomavirus 1
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Giant panda associated gemycircularvirus
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 1
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 2
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 3
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Giant panda circovirus 4
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Omegapapillomavirus,Omegapapillomavirus 1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Severe acute respiratory syndrome-related coronavirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Amdoparvovirus,Amdoparvovirus sp.
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthorubulavirus,Mammalian orthorubulavirus 5
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Polyomavirus sp.
,,,Anelloviridae,Thetatorquevirus,Torque teno ursid virus 1
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Orthoavulavirus,Avian orthoavulavirus 16
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Paraavulavirus,Avian paraavulavirus 4
Artverviricota,Revtraviricetes,Blubervirales,Hepadnaviridae,Avihepadnavirus,Duck hepatitis B virus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Aviadenovirus,Fowl aviadenovirus C
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Japanese encephalitis virus
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Pigeon circovirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Metaavulavirus,Avian metaavulavirus 6
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus isolate Wisconsin
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus sp.
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Duck atadenovirus A
Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,Orthobornavirus,Orthobornavirus avisaquaticae
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Argentinian mammarenavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Arenaviridae,Mammarenavirus,Oliveros mammarenavirus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Pixuna virus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Rio Negro virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Sin Nombre orthohantavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus AC210py
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Juquitiba virus
,,,Anelloviridae,Wawtorquevirus,Torque teno rodent virus 2
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Akodon montensis polyomavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Anopheles B orthobunyavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Ape Aime-Itapua virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Araucaria virus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus 2063 Biritiba Mirim
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus 2071 Biritiba Mirim
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus Akm6266
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus Akm6903
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus Akomo/RPR/07-10027/BRA/2006
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus Akomo/RPR/07-10028/BRA/2006
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus strain Akm6943
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Itapua hantavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Jabora virus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Protoparvovirus,Rodent protoparvovirus 3
,,,Anelloviridae,,Rodent Torque teno virus 4
,,,Anelloviridae,,Rodent Torque teno virus 5
,,,Anelloviridae,Wawtorquevirus,Torque teno rodent virus 3
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Hantavirus RPR/09-12460
Negarnaviricota,Ellioviricetes,Bunyavirales,Hantaviridae,Orthohantavirus,Laguna Negra orthohantavirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Bovine alphaherpesvirus 2
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Macavirus,Ovine gammaherpesvirus 2
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Macavirus,Alcelaphine gammaherpesvirus 1
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Alces alces faeces associated circular virus MP65
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus lepam1
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,,Alces alces faeces associated genomovirus MP146
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus lepam2
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykolovirus,Gemykolovirus lepam1
Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Porprismacovirus,Porprismacovirus alecas1
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Bunyamwera orthobunyavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,California encephalitis orthobunyavirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Macavirus,Caprine gammaherpesvirus 2
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Cervine adenovirus
Cressdnaviricota,,,,,CRESS virus sp.
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Deer atadenovirus A
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Deltapapillomavirus,Deltapapillomavirus 1
Duplornaviricota,Resentoviricetes,Reovirales,Sedoreoviridae,Orbivirus,Epizootic hemorrhagic disease virus
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus alces1
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemycircularvirus,Gemycircularvirus alces2
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Jamestown Canyon orthobunyavirus
Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Paslahepevirus,Paslahepevirus balayani
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Schmallenberg orthobunyavirus
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Cervidpoxvirus,Moosepox virus GoldyGopher14
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus isolate Spain
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Bagaza virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Iltovirus,Psittacid alphaherpesvirus 1
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Monkeypox virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Lymphocryptovirus,Papiine gammaherpesvirus 1
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 1
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,Primate T-lymphotropic virus 3
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Spumavirus,Simian foamy virus
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,Simian immunodeficiency virus
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,Enterovirus,Enterovirus sp.
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Simian mastadenovirus F
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,Jeilongvirus,Beilong jeilongvirus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Aroa virus
Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,Mayaro virus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Yellow fever virus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,,Alouatta caraya papillomavirus
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Dengue virus
Cressdnaviricota,Arfiviricetes,Cremevirales,Smacoviridae,Porprismacovirus,Howler monkey associated porprismacovirus 1
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Ilheus virus
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Orthopoxvirus,Vaccinia virus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Dyoomikronpapillomavirus,Dyoomikronpapillomavirus 1
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Flavivirus,Zika virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Alouatta macconnelli cytomegalovirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Alouatta palliata cytomegalovirus
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,Vesiculovirus indiana
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Primate bocaparvovirus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Erythroparvovirus,Primate erythroparvovirus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Tetraparvovirus,Primate tetraparvovirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Howler monkey adenovirus 1
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Cytomegalovirus,Alouatta seniculus cytomegalovirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Manzanilla orthobunyavirus
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,Orthobunyavirus,Simbu orthobunyavirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Common midwife toad virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Portuguese newt and toad ranavirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,Gammapolyomavirus,Gammapolyomavirus pypyrrhula
Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,,Borna disease virus
Negarnaviricota,Monjiviricetes,Mononegavirales,Bornaviridae,,Avian bornavirus
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Atadenovirus,Psittacine atadenovirus A
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Avipoxvirus isolate New York
Nucleocytoviricota,Pokkesviricetes,Chitovirales,Poxviridae,Avipoxvirus,Psittacinepox virus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Cacatuid alphaherpesvirus 2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Deltacoronavirus,Deltacoronavirus B04
Kitrinoviricota,Magsaviricetes,Nodamuvirales,Nodaviridae,Betanodavirus,Betanodavirus sp.
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Santee-Cooper ranavirus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Ambystoma tigrinum virus
Nucleocytoviricota,Megaviricetes,Pimascovirales,Iridoviridae,Ranavirus,Epizootic haematopoietic necrosis virus
Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Ictalurivirus,Ictalurid herpesvirus 2
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Sprivivirus,Ictalurid rhabdovirus
