Phylum,Class,Order,Family,Genus,Species
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 171993
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 171996
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172011
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172013
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172017
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172019
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172020
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172022
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172024
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172025
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172027
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172028
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172036
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172142
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172156
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172165
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus affinis coronavirus 172166
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,,Rhinolophus affinis foamy virus 1
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pestivirus,Rhinolophus affinis pestivirus 1
Pisuviricota,Pisoniviricetes,Picornavirales,Picornaviridae,,Rhinolophus affinis picornavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus affinis polyomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus affinis polyomavirus 2
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus affinis polyomavirus 3
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus affinis polyomavirus 4
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus affinis polyomavirus 5
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/3750
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/3994
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4307-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4307-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4991
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,,Rhinolophus rhabdovirus DPuer
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Adenovirus PREDICT_AdV-64
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Coronavirus PREDICT CoV-70
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-107
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BB98-15/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BB98-16/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BB98-18/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BB98-41/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM48-39/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM48-48/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM98-05/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM98-65/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BR98-12/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_bla/BB89-22/BGR/2008
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus blasii polyomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus blasii polyomavirus 2
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-71
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus/Rwanda/441/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus/Rwanda/445/2008
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Ledantevirus,Ledantevirus oita
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,,Oita rhabdovirus 296/1972
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-105
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-106
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Ledantevirus,Ledantevirus elgon
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Bat coronavirus 1B BR98-19/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Bat coronavirus 2B BR98-19/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BB98-43/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM48-12/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM98-01/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM98-13/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_eur/BB89-92/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_eur/BB89-98/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_eur/BB99-04/BGR/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/E63/HUN/2013
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Mediterranean horseshoe bat adenovirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Mediterranean horseshoe bat adenovirus 2
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Mediterranean horseshoe bat adenovirus 3
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Mediterranean horseshoe bat adenovirus 4
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus euryale polyomavirus 1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,SARS-like coronavirus BatCoV/BB9904/BGR/2008
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Adeno-associated virus Croatia cul1_12
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat associated circovirus 1
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat associated circovirus 2
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat associated circovirus 3
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat associated circovirus 9
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Bat associated cyclovirus 7
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Bat astrovirus Rf/Hubei/273/2004
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Bat astrovirus Rf/Shandong/A977/2006
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,,Bat bunyavirus JTM
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Bat coronavirus A977/A970
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM48-28/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Bat coronavirus BM48-34/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM48-35/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BNM98-29/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Bat coronavirus R.aur/Australia/CoV000/2006
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Bat coronavirus Shandong/977/2006
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Bat SARS-like coronavirus Khosta-1
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,Vesiculovirus,Benxi bat virus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/FR0711-B11/FRA/2011
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/FR0711-B3/FRA/2011
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/It1/ITA/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/It13/ITA/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/It15/ITA/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/It17/ITA/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_fer/It2/ITA/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,BtRf-AlphaCoV/YN2012
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,BtRf-BetaCoV/HeN2013
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,BtRf-BetaCoV/HuB2013
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/M8/HUN/2013
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus SarBatCoV1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,greater horseshoe bat adenovirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Greater horseshoe bat adenovirus HUN/2009
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Lesser horseshoe bat adenovirus Teresztenye/2010
Cressdnaviricota,Repensiviricetes,Geplafuvirales,Genomoviridae,Gemykibivirus,Gemykibivirus rhina2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Rhinolophus ferrumequinum alphacoronavirus HuB-2013
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Rhinolophus ferrumequinum astrovirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Rhinolophus ferrumequinum betaherpesvirus 2
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus ferrumequinum bocavirus
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Rhinolophus ferrumequinum herpesvirus 1
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Rhinolophus ferrumequinum paramyxovirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus ferrumequinum polyomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus ferrumequinum polyomavirus 2
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus ferrumequinum polyomavirus 3
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,,Rhinolophus ferrumequinum rhabdovirus 1
Negarnaviricota,Monjiviricetes,Mononegavirales,Rhabdoviridae,,Rhinolophus ferrumequinum rhabdovirus 2
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Rhinolophus gammaherpesvirus 1
Pisuviricota,Pisoniviricetes,Picornavirales,,,Rhinolophus picornavirus
Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Treisdeltapapillomavirus,Treisdeltapapillomavirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Adenovirus PREDICT_AdV-60
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus hildebrandtii polyomavirus 1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus SLO1A0050/2008/SVN
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus SLO1A0066/2008/SVN
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus SLO1A0082/2008/SVN
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Bat SARS-like coronavirus Khosta-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/R07-09/SPA/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/R13-08/SPA/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/R46-03/SPA/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/R7-08/SPA/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/R77-02/SPA/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/R8-09/SPA/2010
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/Slo48/SLO/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/Slo52/SLO/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/Slo53/SLO/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/Slo54/SLO/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/Slo57/SLO/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus BtCoV/Rhi_hip/Slo69/SLO/2009
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus Rhinolophus hipposideros/Italy/187632-2/2012
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus Rhinolophus hipposideros/Italy/196814/2011
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Betacoronavirus Rhinolophus hipposideros/Italy/243585/2012
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Coronavirus BtCoV/M9/HUN/2013
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,lesser horseshoe bat adenovirus 1
Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,,Rhinolophus hipposideros betaherpesvirus 1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus hipposideros coronavirus
Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,Rhinolophus hipposideros gammaretrovirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus hipposideros polyomavirus 1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Adenovirus PREDICT_AdV-42
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Kenya bat coronavirus BtKY57
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Kenya bat coronavirus BtKY58
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Kenya bat coronavirus BtKY59
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-103
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-117
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Bat coronavirus R.meg/Australia/CoV100/2007
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM48-32/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus BM98-07/BGR/2008
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus monoceros coronavirus
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,Mamastrovirus,Bat astrovirus Rp/Jiangxi/A860/2005
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,Longquan Rhinolophus pearsonii pegivirus 1
Negarnaviricota,Ellioviricetes,Bunyavirales,Peribunyaviridae,,Rhinolophus pearsoni bunyavirus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus pearsonii coronavirus 171946
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus pearsonii polyomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus pearsonii polyomavirus 2
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Bat associated cyclovirus 6
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Cyclovirus,Bat associated cyclovirus 8
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Bat astrovirus Rp/FK27/Guangxi
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Bat astrovirus Rp/FK35/Guangxi
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-30
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Rhinolophus pusillus adeno-associated virus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Rhinolophus pusillus adeno-associated virus BtAAV-CXC1
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,,Rhinolophus pusillus adenovirus
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Rhinolophus pusillus astrovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus pusillus bocaparvovirus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus pusillus bocaparvovirus 2
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,,Rhinolophus pusillus circovirus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus pusillus coronavirus
Pisuviricota,Pisoniviricetes,Picornavirales,Caliciviridae,Norovirus,Rhinolophus pusillus norovirus
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Coronavirus PREDICT CoV-25
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus simulator polyomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus simulator polyomavirus 2
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus simulator polyomavirus 3
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus simulator polyomavirus 4
Cressdnaviricota,Arfiviricetes,Cirlivirales,Circoviridae,Circovirus,Bat associated circovirus 7
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat coronavirus RsBtCoV/3716
Preplasmiviricota,Tectiliviricetes,Rowavirales,Adenoviridae,Mastadenovirus,Bat mastadenovirus C
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Betacoronavirus,Bat SARS Cov Rs806/2006
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs3262-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs3262-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs3267-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs3267-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs3369
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4075
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4079
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4080
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4081
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4084
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4085
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4087-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4087-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4090
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4092
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4096
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4097
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4105
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4108
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Bat SARS-like coronavirus Rs4110
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Jingmen Rhinolophus sinicus hepacivirus 1
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Hepacivirus,Longquan Rhinolophus sinicus hepacivirus 1
Kitrinoviricota,Alsuviricetes,Hepelivirales,Hepeviridae,Orthohepevirus,Longquan Rhinolophus sinicus orthohepevirus 1
Kitrinoviricota,Flasuviricetes,Amarillovirales,Flaviviridae,Pegivirus,Longquan Rhinolophus sinicus pegivirus 1
Negarnaviricota,Monjiviricetes,Mononegavirales,Paramyxoviridae,,Paramyxovirus PREDICT_PMV-44
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/3716
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/3772
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCov/3990
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/3992-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/3992-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4017-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4017-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4030-1
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4030-2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus bat coronavirus BtCoV/4060
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,Alphacoronavirus,Rhinolophus bat coronavirus HKU32
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Dependoparvovirus,Rhinolophus sinicus adeno-associated virus 1
Pisuviricota,Stelpaviricetes,Stellavirales,Astroviridae,,Rhinolophus sinicus astrovirus 1
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus sinicus bocaparvovirus
Cossaviricota,Quintoviricetes,Piccovirales,Parvoviridae,Bocaparvovirus,Rhinolophus sinicus bocaparvovirus 2
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162155
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162166
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162170
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162171
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162172
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162173
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162176
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162177
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162180
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162181
Pisuviricota,Pisoniviricetes,Nidovirales,Coronaviridae,,Rhinolophus sinicus coronavirus 162182
Pisuviricota,Pisoniviricetes,Picornavirales,,,Rhinolophus sinicus picornavirus
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus sinicus polyomavirus 1
Cossaviricota,Papovaviricetes,Sepolyvirales,Polyomaviridae,,Rhinolophus sinicus polyomavirus 2
