BC_1,logFC,pvals,pvals_adj
SNHG5,1.7383311,2.832569775235068e-23,1.1564063113211386e-21
XIST,9.553772,3.603598600233394e-14,1.009600444497821e-12
RNA5SP54,3.8090975,8.25727351870318e-13,2.1562969905029707e-11
RNA5SP352,5.315609,5.8590808429062917e-05,0.0008692732137932284
RNA5SP290,5.1972933,0.005238979266539185,0.05828639462101132
HBB,2.9728792,0.010259270945813932,0.10837462910504908
RNA5SP191,6.070282,0.03409738781434561,0.3140015142022511
MT-TP,0.632351,0.04853144745348225,0.4250869839037193
HBA2,2.5912917,0.058246953474126964,0.4999005992549082
RPL39,1.8049595,0.058469556072324236,0.5014500560706311
KNL1,2.5733817,0.09067849303458872,0.730144083394348
BCL2,0.2525291,0.10966234213255048,0.8519288240874123
RNA5SP42,4.9165936,0.189459648063254,1.0
ITK,-0.056072854,0.25451586926245795,1.0
IFNG-AS1,1.3208466,0.288516225584438,1.0
GATA3,1.7742326,0.2905921074909761,1.0
CAMK4,-0.04838784,0.2920577142195976,1.0
AF165147.1,0.1543068,0.29284139829063127,1.0
SLFN5,0.12863387,0.29295580339406335,1.0
TOX,-0.030303065,0.2944868054252724,1.0
LCK,0.9798657,0.31334518611531537,1.0
GZMA,1.4254777,0.3181295333982095,1.0
HBA1,4.008711,0.3495108355561696,1.0
TLE5,0.86539406,0.3600198189484982,1.0
LINC02384,0.29213378,0.3833236918082189,1.0
RIC8B,0.15606146,0.41920154584743763,1.0
RPLP2,-0.17160429,0.42421205755888824,1.0
TTC13,-0.10507756,0.4286235448145368,1.0
SLAMF6,0.066906735,0.4362658428260887,1.0
LINC01184,0.22898294,0.45290858211956075,1.0
EVL,-0.052225716,0.4572404511582009,1.0
ABCB1,0.70343834,0.46504826493431994,1.0
TXK,-0.0752739,0.4691820534576775,1.0
BICRA-AS1,3.2639542,0.47013383057657776,1.0
SAMD3,-0.26247278,0.48438194856240735,1.0
NFATC2,-0.1419728,0.48497184339388844,1.0
HIVEP3,-0.21770833,0.48501637954537724,1.0
CA5B,0.08075599,0.49088093017965395,1.0
CD96,-0.24987036,0.5122362895500839,1.0
AL589693.1,0.13488528,0.5189530266987404,1.0
TMEM156,0.7771541,0.5257498173912327,1.0
MDFIC,-0.23516735,0.534007783072284,1.0
SNORD60,1.2716595,0.5470851220382227,1.0
PVT1,0.2462508,0.5516695948300829,1.0
CCDC92,0.67506456,0.5518005165446801,1.0
MT-TS2,0.8097233,0.5535038864247959,1.0
AGK,0.47500333,0.5668006999449502,1.0
MAF,0.58740366,0.567259016752569,1.0
PTPN13,1.9098343,0.5689853245255755,1.0
VEZT,0.33142692,0.5793589650175514,1.0
MT-TG,0.28509054,0.5869242011284996,1.0
SUPT3H,-0.16856024,0.5872674880174502,1.0
RASGRP1,-0.039274488,0.5874391663107761,1.0
IL7R,-0.10686735,0.5971394153271188,1.0
ABCD2,0.34313917,0.5987095728764896,1.0
RPL22,0.469115,0.6151389454924758,1.0
OIP5-AS1,0.0023987624,0.6153017322757659,1.0
TARBP1,0.60086316,0.6163540415833542,1.0
DUSP10,0.83151484,0.6182853230758993,1.0
RNU6-235P,3.204234,0.6184359235891757,1.0
AC027097.1,0.22022498,0.6214387158440704,1.0
NAA25,0.09051654,0.6281074702248387,1.0
C12orf75,-0.03136543,0.630332970145618,1.0
RNA5SP429,1.1630024,0.633297072777375,1.0
NIPAL3,0.08410541,0.637347373079056,1.0
TSHZ1,-0.14662707,0.6377924264054218,1.0
S100P,2.2962177,0.6403126120613182,1.0
RPL13,0.08361124,0.6446882083110537,1.0
SNORD66,2.395914,0.6456977520420302,1.0
TANGO6,-0.061312553,0.6459662217190851,1.0
IL2RB,0.24880877,0.6493708198060266,1.0
NCAM1,0.021767888,0.6498321577089443,1.0
LINC01934,-0.11044562,0.6520766827653905,1.0
FCRL3,0.31930977,0.6570128478649884,1.0
RNY1,0.56848663,0.6573604889597604,1.0
AK3,0.15317968,0.6587517941571572,1.0
PMS1,-0.24809656,0.6669429748131399,1.0
GZMB,0.99702984,0.66883495416491,1.0
TRAF5,-0.1146042,0.6692758546908888,1.0
RPL36,0.33263516,0.6696909240660611,1.0
TSEN15,0.10234798,0.676046189915408,1.0
LGALS1,2.0721395,0.6762024402165784,1.0
ZMAT4,1.3260791,0.6765540543731345,1.0
GIMAP7,0.24951631,0.6779221126293982,1.0
CD52,0.5478447,0.6785478648806764,1.0
AC009879.3,1.0714878,0.6825160953960305,1.0
KLHL42,1.0007763,0.6827251941488823,1.0
CROT,0.7845982,0.6859955161988214,1.0
SNAPC3,0.2823698,0.6920282619153877,1.0
CD6,0.0067783855,0.6959074277260013,1.0
PRNP,0.67932403,0.6976194268800859,1.0
AC104041.1,2.227032,0.6981860429590346,1.0
MFSD6,-0.21508579,0.7006521173974737,1.0
SPN,-0.10031759,0.7027910573283473,1.0
MRPL1,0.1052011,0.7050381566430506,1.0
KIF21A,0.13065913,0.7054482000747666,1.0
FDX1,0.6041817,0.705871560462856,1.0
IMPAD1,0.010156003,0.7078175403411467,1.0
CX3CR1,-0.17155768,0.7091954423885389,1.0
HOPX,0.8771563,0.7134676577817309,1.0
AL035461.3,0.6267444,0.7144773247545166,1.0
ALKBH3,0.4833033,0.7170968117957388,1.0
PRF1,-0.01995953,0.7171766455516926,1.0
ACVR1,-0.0902181,0.719013673124244,1.0
RRP1B,0.89315605,0.7195064861315772,1.0
MRPS9,0.19473876,0.7200660368039011,1.0
SATB1-AS1,-0.21914256,0.7213589051850369,1.0
SCAI,-0.12763956,0.7266185047391316,1.0
BIRC3,-0.42449838,0.7269660417454347,1.0
C5orf17,0.8086061,0.7277682645540469,1.0
RPS27AP12,0.6530782,0.7333116920244069,1.0
AC005670.3,0.54934555,0.7348406024816275,1.0
TULP4,-0.11013089,0.7360886506412145,1.0
C20orf194,0.04738914,0.7367465048794326,1.0
RRAS2,-0.17100996,0.7376731981746051,1.0
AC073140.1,1.454181,0.7384255775542183,1.0
PKIA-AS1,1.3335649,0.7385868343316957,1.0
AC073332.1,1.0723695,0.7415183280595865,1.0
IFFO2,0.47305363,0.74310666917881,1.0
ZNF124,-0.07410457,0.7444401048372553,1.0
CD3D,1.0298035,0.7445478907360341,1.0
HIKESHI,0.12066684,0.7465832858634227,1.0
SBK1,0.8064449,0.7478377548731021,1.0
AL136456.1,0.61740685,0.7491198914675019,1.0
HADH,1.0298035,0.7502406419784063,1.0
SEC31B,0.13134906,0.7504702584349753,1.0
NDUFA4,0.80572534,0.7505513048163244,1.0
MT-TV,0.14289205,0.7534302287107066,1.0
SLC6A16,0.47594088,0.7544988731274318,1.0
SNRPD2,1.3947039,0.7558387240553004,1.0
PTPRM,0.09720238,0.7559876417999708,1.0
RPL37A,-0.22773594,0.7577076200344637,1.0
SSBP1,0.34483275,0.7577482639855396,1.0
CETN3,1.6265261,0.7584799695235211,1.0
EVA1C,0.27437195,0.7586019414993737,1.0
RAB4A,0.21904223,0.7588459034708561,1.0
S1PR1,0.27918875,0.7589543387211829,1.0
AC013489.1,0.9901141,0.7589678934608113,1.0
LINC01278,-0.40390527,0.7619245879055272,1.0
SH2D1B,1.022259,0.7620060142004925,1.0
MANEA,0.766036,0.7622503088906589,1.0
RNLS,0.21904223,0.7639474520380293,1.0
DENND2D,-0.24161534,0.7642734336179086,1.0
AC055748.1,1.3915782,0.7644364400786845,1.0
WDR53,0.3382038,0.7660262990616669,1.0
SHPRH,-0.334028,0.7660534847275741,1.0
MIR181A2HG,0.42423165,0.7666788344903418,1.0
DLG3,0.84652835,0.767916386900217,1.0
GALM,0.089908145,0.7679980045959929,1.0
LINC02446,0.41929004,0.7681612477041496,1.0
SNORD13,0.40865287,0.7689095767532969,1.0
TC2N,-0.05029534,0.7694267299354551,1.0
TAF1B,-0.44983685,0.7700801226680526,1.0
SEM1,-0.26635867,0.7706383582515148,1.0
ATXN10,-0.40180802,0.7710332795796571,1.0
SHQ1,0.024197385,0.7717960541734091,1.0
EDA,0.47594088,0.7721638993728317,1.0
SLC11A2,0.114509,0.7730224038615583,1.0
SNORD15A,1.2222117,0.7731859600565065,1.0
EMC7,0.049012538,0.7735131026591324,1.0
ZHX1-C8orf76,0.84652835,0.7735948945991131,1.0
NDUFB2,0.61729324,0.773922087490641,1.0
RUSC2,1.5184722,0.7759952396956873,1.0
AC008750.7,1.1894616,0.7761180423544018,1.0
AASDH,0.5325352,0.7771279650427185,1.0
FARS2,-0.2547768,0.7772371684705571,1.0
AL035701.1,0.3634559,0.7776194151161326,1.0
SMAD1,2.8071828,0.7785069807808309,1.0
TES,-0.64360446,0.7785479523354046,1.0
SNORD53,2.5846298,0.7785616096570486,1.0
FMC1,1.2003725,0.7789440424133366,1.0
RNY4,1.2768204,0.7789577017165634,1.0
PANX1,0.80572534,0.7794494820699495,1.0
MYO3B,0.58460176,0.77987303035319,1.0
RN7SKP226,0.58460176,0.7802419804956611,1.0
CENPK,-0.36038888,0.7818139882134267,1.0
MCEE,0.80500627,0.7820464477720733,1.0
CD3E,0.03629746,0.7833868877620938,1.0
FGFBP2,0.15050131,0.7837699889244207,1.0
RFTN1,-0.32564947,0.7839615591685732,1.0
TOMM70,0.049012538,0.7851112552215163,1.0
POGK,0.43091103,0.786302506245071,1.0
RPL18,0.357998,0.7870010586527689,1.0
GORAB,1.0688455,0.7879190252285105,1.0
PTCD3,-0.045414116,0.788878409527252,1.0
GSTCD,0.31338057,0.7891662873326216,1.0
AP4S1,0.43567526,0.789207415084219,1.0
DHX29,-0.29406324,0.7902632280831701,1.0
PCED1B,-0.53595203,0.7910176161140645,1.0
GNLY,-0.1469851,0.7920191970838041,1.0
EID1,0.12066684,0.7931858540778145,1.0
ZNHIT6,-0.061882276,0.7932544954046951,1.0
MTND4P12,1.543903,0.7933917828632837,1.0
AC015911.3,0.9048639,0.7937350295142633,1.0
ALKBH8,0.3634559,0.7952457885991031,1.0
GOLGA2P5,2.5453506,0.7960289389755438,1.0
GPR174,-0.40010354,0.7960426802923108,1.0
MRPL58,2.278912,0.7960564216723248,1.0
LINC02100,-0.13185912,0.7963999767160186,1.0
FUT11,0.20070702,0.7966336166909935,1.0
AL096803.2,-0.24902594,0.7969772379965847,1.0
TRAC,0.61283344,0.7971559366331659,1.0
P2RX7,0.58236676,0.797169683122669,1.0
ENOSF1,0.2386737,0.7985308963456197,1.0
CD40LG,1.454181,0.799246122693041,1.0
MGST1,1.1894616,0.799424955623151,1.0
PON2,0.95749223,0.7997001037455865,1.0
FTCDNL1,0.7575396,0.7997688946626711,1.0
SRSF8,0.6670198,0.7999064811570398,1.0
ANXA6,-0.20485047,0.8001403924476823,1.0
WDR11,-0.21120593,0.8011450385751561,1.0
PUS3,2.2555225,0.8019297170974118,1.0
ARV1,1.2202905,0.8022601678770501,1.0
GPALPP1,-0.10301803,0.803031357141118,1.0
AP001267.5,-0.2567821,0.8031553161849243,1.0
RNF165,0.58236676,0.8031553161849243,1.0
GIMAP1-GIMAP5,0.5149305,0.80340324912581,1.0
PLAC8,-0.2667849,0.8044089575132417,1.0
C2CD2,0.38835874,0.805883662734481,1.0
TMEM176B,1.9319099,0.8079521681250733,1.0
CRTAM,1.8062183,0.8080073467205409,1.0
C12orf57,1.6905801,0.8080625262710727,1.0
CCDC152,1.3029137,0.8081728882362751,1.0
LINS1,-0.60372657,0.8086143742469608,1.0
FBXO31,0.7390086,0.8089041325673882,1.0
ZC2HC1A,0.7723365,0.8089041325673882,1.0
SMIM15,0.35884687,0.8092353170202482,1.0
LPAR6,0.165619,0.810077231172789,1.0
CHI3L2,22.742529,0.8106018134608959,1.0
ITGB7,0.85407686,0.8114578934178125,1.0
CATSPER2,0.80500627,0.8114578934178125,1.0
NTPCR,0.85407686,0.8115269419628373,1.0
MCUR1,0.9048639,0.8115269419628373,1.0
RPS27L,-0.24174999,0.8130463799376156,1.0
JCHAIN,4.180431,0.8135990776834268,1.0
GABPB2,-0.07419278,0.8136128963175849,1.0
C11orf80,0.21880618,0.8136958093407227,1.0
A2M-AS1,0.07985038,0.8137510858493573,1.0
KLHL14,1.80742,0.8137925438395798,1.0
MTCO3P13,1.5835041,0.8139307409072284,1.0
ZNF2,1.0679657,0.8140413027318348,1.0
DUSP12,0.9301404,0.814096585033572,1.0
XPNPEP1,-0.013693849,0.8143730104259977,1.0
FXYD5,0.033083875,0.8146218130436841,1.0
IL21R,0.054194976,0.8146632819652637,1.0
NHSL1,0.48425996,0.8149812276084435,1.0
METTL8,0.09785956,0.8165575809634411,1.0
AC017104.6,3.390943,0.8165714119185928,1.0
MSC-AS1,-0.07490092,0.8168480430132087,1.0
ENPP4,0.43567526,0.8180101424007835,1.0
BLMH,0.34483275,0.8184944686921036,1.0
SLC16A1-AS1,1.3905374,0.8198647947208446,1.0
METTL7A,1.1421272,0.8199201730210381,1.0
HACD2,-0.14978279,0.8203493852740686,1.0
LINC00649,0.089908145,0.8207094112411752,1.0
RANGAP1,0.58236676,0.8208478928304435,1.0
PQLC3,0.61283344,0.8208478928304435,1.0
EML2,0.41929004,0.8210971737610719,1.0
AC053513.1,0.040885866,0.821429576438733,1.0
AC124312.1,-0.21785331,0.8214988310345104,1.0
KIAA1671,0.1589572,0.8222191612046655,1.0
EXOSC6,0.84652835,0.8233137955992423,1.0
ZC3HC1,0.6237901,0.8233969464655737,1.0
EPRS,-0.056451775,0.8236325513513636,1.0
CYP1B1,0.3305692,0.8245612663739625,1.0
MYBBP1A,1.4657396,0.825753708210274,1.0
RN7SKP180,1.4838076,0.825753708210274,1.0
PDZD4,1.3905374,0.8258091804277593,1.0
CCR5,1.3905374,0.8258646535148357,1.0
DHFR2,0.745233,0.8260865545536954,1.0
CDC16,-0.26628387,0.8262945993947352,1.0
CPLANE1,-0.04916889,0.8265026564314388,1.0
CALU,-0.15969773,0.8266274965015017,1.0
LANCL1,-0.12610455,0.8266691108321843,1.0
DNAJB4,0.28897187,0.8270852808948548,1.0
GPR183,0.19123036,0.827376628843307,1.0
CARNMT1,-0.30955297,0.8276263745683045,1.0
PTGDR,-0.25162682,0.8276263745683045,1.0
MCM8,-0.0059790574,0.8277928814039607,1.0
AC008555.7,3.390943,0.8284173509135834,1.0
AC095032.1,3.390943,0.8284173509135834,1.0
RNU6-23P,3.390943,0.8284173509135834,1.0
AEN,2.9757452,0.8284589860749052,1.0
TMEM147,2.3904617,0.8285006217181703,1.0
EMBP1,0.6237901,0.8293473174765167,1.0
LINC01215,0.5410059,0.8293473174765167,1.0
LINC01871,0.6670198,0.8293473174765167,1.0
AFAP1,0.5818089,0.8295555517582172,1.0
WDR92,0.35257378,0.8296249658470387,1.0
ARMC1,-0.07366459,0.8312913017471095,1.0
SNORD111B,1.3029137,0.8317635685167935,1.0
SORBS3,1.2202905,0.8318191333101952,1.0
ABCA3,1.1421272,0.8318746989441219,1.0
FH,0.68848854,0.8320414008863597,1.0
ADGRG1,0.56397647,0.8324026143361335,1.0
RNF125,-0.3770983,0.8327916530149809,1.0
TSGA10,0.06489377,0.8331668362432398,1.0
AL137009.1,0.19827381,0.8343482163538343,1.0
SNORD91B,2.6536567,0.8344177209742549,1.0
MRPS24,1.9751027,0.8344177209742549,1.0
PIGP,2.3904617,0.8344594243674858,1.0
AC097460.3,1.8062183,0.8344733256020338,1.0
RIN2,-0.13886607,0.8365312763953271,1.0
CIITA,-0.23857458,0.8370737611497827,1.0
TMA16,0.8042876,0.8379502462357801,1.0
GIMAP1,0.58292496,0.8382702830259364,1.0
AL450384.2,0.13937779,0.838966107409964,1.0
DIPK1A,-0.47439817,0.839397581794185,1.0
AP001469.3,2.6536567,0.8403442106429782,1.0
ZNF491,1.652853,0.8404277478251547,1.0
GPATCH2,-0.43777883,0.8406365986409745,1.0
MREG,-0.27463004,0.8407619145158646,1.0
RBM41,-0.16767283,0.8422660188822246,1.0
SH2D1A,0.13968712,0.842405317009358,1.0
RCN2,-0.30686465,0.8426421351416689,1.0
MRPL45P2,1.1421272,0.843701025237419,1.0
ZNF790-AS1,1.0121009,0.843798568828883,1.0
MAK16,0.9301404,0.8438125038232713,1.0
AC010619.1,0.8658491,0.843868244289673,1.0
LY9,0.6530782,0.8443560066959853,1.0
DBT,-0.21320827,0.8447601979130585,1.0
IGKC,2.391824,0.8463215950873162,1.0
SAMD1,1.652853,0.8464052584535852,1.0
PLEKHF1,1.652853,0.8464470907861052,1.0
NKAPP1,-0.023227818,0.846628369226454,1.0
MCOLN2,-0.23064423,0.8468514922950751,1.0
UFC1,0.84652835,0.8468514922950751,1.0
LBH,-0.07401644,0.8479393927613259,1.0
RPP30,0.1589572,0.8482183883569137,1.0
NDFIP2,0.9974155,0.8497392477271839,1.0
AGFG2,0.9974155,0.8497392477271839,1.0
MAP3K10,0.9974155,0.8497950697540354,1.0
SLC9B1,0.80500627,0.8498369367683496,1.0
GOT2,0.745233,0.8498508925338936,1.0
RBIS,0.68848854,0.8498508925338936,1.0
OCIAD2,0.4813938,0.8499625403515377,1.0
NCK1-DT,0.38915214,0.8505626988651286,1.0
ETS1,-0.48942167,0.8507441591976777,1.0
MTIF2,0.040885866,0.850925627434811,1.0
TIAM1,-0.18714829,0.8513025482207578,1.0
DNM1L,-0.27349275,0.8519308249841737,1.0
AL133330.1,2.5846298,0.8522100892906418,1.0
XPNPEP2,1.9319099,0.8523078361772873,1.0
SSR4,2.0695744,0.8523357642758981,1.0
RAI14,1.652853,0.8523916210285136,1.0
AL157935.2,0.50131655,0.8531736931718377,1.0
TMEM206,0.50131655,0.8533133641229662,1.0
XPO4,-0.22773594,0.853927970882112,1.0
FASLG,1.1279001,0.8556465453520834,1.0
GEMIN8,0.6338798,0.855730395837735,1.0
C12orf45,0.6338798,0.8558981016946462,1.0
PRKCQ-AS1,-0.175596,0.8559679810562066,1.0
LINC01550,-0.05903221,0.8561217196260942,1.0
MLEC,-0.07392837,0.8561776259146693,1.0
CD38,-0.5655634,0.856233532924981,1.0
LDLRAP1,0.2726337,0.8569184522689681,1.0
RGS5,0.01732567,0.8581068329674035,1.0
ZNF71,1.9319099,0.8582886137322053,1.0
BPNT1,1.5151887,0.858386498795341,1.0
LRRC39,1.273859,0.858386498795341,1.0
TMEM106C,0.88619244,0.8584284502032322,1.0
ACCS,1.389497,0.8584284502032322,1.0
AL645929.3,1.273859,0.8584704020108842,1.0
ZNF43,-0.088501334,0.858596259831247,1.0
LINC00402,0.8771563,0.8590297975890056,1.0
MYOM1,0.2178637,0.8593654689245938,1.0
SLC25A42,0.28353894,0.8593794557822818,1.0
KLRC2,0.28353894,0.8594493907325237,1.0
MRPL13,-0.073489085,0.8598690235699722,1.0
CKMT2-AS1,0.1471521,0.8614360015883343,1.0
KLHL23,1.1279001,0.8615339558923847,1.0
TTC22,0.8658491,0.8617858481643142,1.0
RAD51C,0.68848854,0.8618978047988417,1.0
SFT2D3,0.5812514,0.8619537841566888,1.0
UBIAD1,0.43392712,0.8619537841566888,1.0
RNU5A-1,0.31338057,0.8625276125019025,1.0
GOSR2,-0.1735341,0.8627515652111695,1.0
NBPF3,0.089302465,0.8630035251935475,1.0
LYPD3,1.805017,0.8643055398854281,1.0
AC015687.1,1.652853,0.8643475465139772,1.0
PLOD3,1.652853,0.8643475465139772,1.0
FLYWCH2,1.652853,0.8643475465139772,1.0
RARG,1.389497,0.8643895535259098,1.0
UBXN8,1.389497,0.8644315609211097,1.0
STXBP6,1.389497,0.8644315609211097,1.0
AC002059.2,1.273859,0.8644315609211097,1.0
NRROS,-0.090215586,0.8645015740978319,1.0
ICE2,-0.5374813,0.8645155768608459,1.0
AC104123.1,-0.36227906,0.865229774095875,1.0
ANKRD20A11P,0.32953945,0.8652997993676161,1.0
SNORD14E,0.38835874,0.8653138045488965,1.0
VPS45,-0.27417415,0.8656359353845992,1.0
CAPS2,-0.20032443,0.8671068154791364,1.0
ACVR2A,-0.39091104,0.86721890146726,1.0
UPP2,1.3915782,0.8672889565656727,1.0
NAV1,1.2003725,0.8674711046981741,1.0
CD160,0.6237901,0.8677653588490613,1.0
HDHD5,0.30017763,0.8679054863152602,1.0
PPP1R16B,-0.27767935,0.867989564787354,1.0
RSL1D1,0.49671182,0.8683679363759079,1.0
SKP2,0.16507402,0.86909673690623,1.0
COMMD1,-0.6095641,0.8696994829272234,1.0
RAB12,-0.46762812,0.8697275194712251,1.0
SLC41A3,1.9319099,0.8702181854691142,1.0
FBXO5,1.8062183,0.8702602448822292,1.0
SNORD100,1.652853,0.8703163246705545,1.0
FIRRE,1.652853,0.8703163246705545,1.0
DUBR,1.0670865,0.8704425065782264,1.0
SLC25A25-AS1,1.273859,0.8704425065782264,1.0
STARD13,1.0670865,0.8704845679472217,1.0
MED9,0.88619244,0.8705266296825744,1.0
LINC00683,0.41929004,0.8708771583754333,1.0
KIAA1586,0.61729324,0.8711015100550692,1.0
MATK,0.50131655,0.8712557578525073,1.0
AL138724.1,22.155884,0.8730650277312301,1.0
TIMP4,22.155884,0.8730650277312301,1.0
PRSS35,22.155884,0.8730650277312301,1.0
AL157884.3,22.155884,0.8730650277312301,1.0
PSMD10P1,22.155884,0.8730650277312301,1.0
SLC10A7,-0.41902524,0.874818829871914,1.0
GZMH,0.16507402,0.8749451274656908,1.0
CDKL1,-0.2977427,0.8752819366144979,1.0
RFX3-AS1,-0.4686576,0.8752819366144979,1.0
HSF2,-0.33505943,0.8757871926809915,1.0
C12orf40,1.8062183,0.8762223148732518,1.0
BX571818.1,1.5151887,0.8763346105500287,1.0
AC008462.1,1.389497,0.8763767220707641,1.0
AC092835.1,1.273859,0.8763767220707641,1.0
ZNF30,1.3905374,0.8763907593221192,1.0
PFDN4,1.273859,0.8764188339414684,1.0
SFXN2,0.97381616,0.8764188339414684,1.0
MRPS23,1.166783,0.8764609461620242,1.0
SND1-IT1,0.97381616,0.8765030587323144,1.0
ICMT,0.88619244,0.8765030587323144,1.0
SPRYD7,0.88619244,0.8765451716522217,1.0
AC124016.2,0.51341915,0.8765451716522217,1.0
OPHN1,0.3887553,0.87716286790311,1.0
SLC4A10,0.28353894,0.8772049862850372,1.0
GLO1,0.24499185,0.8773173036695379,1.0
TAF4B,0.03608974,0.8773453834016934,1.0
SLC38A6,-0.26077545,0.8787916974682151,1.0
SGO1-AS1,-0.4709688,0.8789040495356778,1.0
NIPAL2,-0.28454703,0.8790444930490171,1.0
AC083864.2,4.3895774,0.8790866268453774,1.0
AL592435.1,4.3895774,0.8790866268453774,1.0
HMGN1P8,4.3895774,0.8790866268453774,1.0
AC115100.1,4.3895774,0.8790866268453774,1.0
RSPO4,3.3894198,0.8791147162331905,1.0
ALS2CL,3.3894198,0.8791147162331905,1.0
AC114495.2,2.3890998,0.8791147162331905,1.0
AL049697.1,-0.3518314,0.8795922590767237,1.0
EVC2,0.8042876,0.8797186748151805,1.0
SLC35D2,0.68848854,0.879831046934419,1.0
PGM2L1,-0.48333672,0.8799293745241606,1.0
TADA1,0.13906892,0.8801681778045036,1.0
RPF2,0.21739346,0.8802243683963132,1.0
GIMAP5,-0.13819075,0.8817276896850177,1.0
LINC00861,-0.5849399,0.8817557932228234,1.0
SNRPA1,0.14838418,0.8818120007450307,1.0
PPP3CC,-0.37123933,0.8819384698458782,1.0
MRPL35,0.58069426,0.8824865373596091,1.0
LINC01259,0.97381616,0.8824865373596091,1.0
SNORD38A,0.88619244,0.8825286987329567,1.0
RNASEH2B-AS1,0.88619244,0.8825286987329567,1.0
CAMK1,0.8035694,0.8825286987329567,1.0
AL590068.4,0.58069426,0.88257086043912,1.0
SUSD4,0.725406,0.88257086043912,1.0
AC108693.1,0.58069426,0.8826130224779817,1.0
AC006504.5,0.28353894,0.8834422766811398,1.0
TRMT61B,0.06481999,0.8835125583450069,1.0
RDH11,0.18575856,0.8835828409257316,1.0
C6orf120,-0.019727586,0.8837234088355735,1.0
NUDT19,-0.17541698,0.8840045556335603,1.0
RPS5,0.0833501,0.8842294835918557,1.0
TTC19,-0.28420147,0.8849605638105608,1.0
EIF2S1,-0.12928995,0.8850730463996979,1.0
TIMM13,3.3894198,0.8851152279678788,1.0
THNSL2,3.3894198,0.8851152279678788,1.0
AC105094.2,3.3894198,0.8851152279678788,1.0
CDCA7,3.3894198,0.8851152279678788,1.0
RHOXF1-AS1,3.3894198,0.8851152279678788,1.0
TNRC18P2,3.3894198,0.8851152279678788,1.0
AC011939.2,3.3894198,0.8851152279678788,1.0
CXCR6,3.3894198,0.8851152279678788,1.0
AJM1,2.8042974,0.8851433491942243,1.0
KIAA0408,2.8042974,0.8851433491942243,1.0
TP53TG5,2.3890998,0.8851433491942243,1.0
DACT1,2.3890998,0.8851433491942243,1.0
RNA5SP219,2.8042974,0.8851433491942243,1.0
AC098969.2,2.3890998,0.8851433491942243,1.0
AL031428.1,0.5818089,0.8856917419813378,1.0
NRG3,0.5812514,0.8858604892508953,1.0
NLN,0.30017763,0.8858604892508953,1.0
CLIC5,0.30017763,0.8859729903067021,1.0
ITM2A,0.25819644,0.8859729903067021,1.0
ASNS,0.34340733,0.8860292416965974,1.0
TIGIT,-0.10598398,0.8861417461989745,1.0
LINC01163,0.25819644,0.886197999310897,1.0
SNORD90,0.32953945,0.8865777228016599,1.0
MRPS31,-0.30520925,0.886830886268492,1.0
MIPEP,0.13134906,0.887309115416778,1.0
ECI1,1.4838076,0.8882938338521607,1.0
RN7SL834P,1.2202905,0.8883641774990356,1.0
RAVER2,0.97381616,0.8885189366161339,1.0
AC092745.5,0.88619244,0.8885189366161339,1.0
GZMK,0.58069426,0.8885189366161339,1.0
RPGRIP1L,0.725406,0.8885189366161339,1.0
SUMO3,0.88619244,0.8885611443858227,1.0
LRRN3,0.38756642,0.8886455608729524,1.0
RPL34-AS1,0.35884687,0.889067662232939,1.0
ACAA2,0.28353894,0.8892646536390251,1.0
CAMSAP2,-0.33829623,0.8897571620440727,1.0
ZADH2,0.23508717,0.8898697413748924,1.0
NSMCE1,0.064967595,0.8907141569880446,1.0
TRAJ20,3.390943,0.8911082600911103,1.0
AC116533.1,2.8042974,0.8911504870208852,1.0
ITPRIPL1,2.8042974,0.8911504870208852,1.0
AMIGO1,2.8042974,0.8911504870208852,1.0
AL390195.2,2.8042974,0.8911504870208852,1.0
AL391839.1,2.8042974,0.8911504870208852,1.0
RNA5SP86,2.8042974,0.8911504870208852,1.0
AC036214.2,2.3904617,0.8911504870208852,1.0
AL356108.1,2.8042974,0.8911504870208852,1.0
PRNCR1,2.3890998,0.891178638478914,1.0
CD300C,2.067011,0.891178638478914,1.0
AL359237.1,2.067011,0.891178638478914,1.0
TOMM5,2.3890998,0.891178638478914,1.0
ATP6V0E2,2.067011,0.891178638478914,1.0
SMIM2-AS1,1.8038161,0.891178638478914,1.0
CLDND2,2.3890998,0.891178638478914,1.0
AC060766.6,2.3890998,0.891178638478914,1.0
EOMES,-0.20032443,0.8912067900741117,1.0
AC025171.4,1.2183714,0.8912349418064432,1.0
FMO5,0.97629434,0.8913334739490267,1.0
DPP4,-0.300828,0.8916994651574143,1.0
PAAF1,0.35257378,0.8919528572064608,1.0
HDHD2,-0.30190715,0.8919950902879406,1.0
AC011997.1,0.34340733,0.8920091680498493,1.0
LINC00467,0.34340733,0.8920654794377779,1.0
TAF5,0.17770408,0.8921217913699662,1.0
ZNF184,-0.37046823,0.8922344168659996,1.0
FBXW4,-0.32977048,0.8927271789391054,1.0
BCKDHB,-0.28194928,0.8935297657386034,1.0
TMCO4,-0.05903221,0.8939663061418995,1.0
DMAC2L,-0.4586725,0.8942197959633145,1.0
MSANTD3,1.3029137,0.8943324615756103,1.0
TYSND1,1.4657396,0.8943465449270898,1.0
PALB2,1.3029137,0.8943606283118752,1.0
SLC35G1,1.2202905,0.8943747117299623,1.0
POP1,1.3210279,0.8943887951813465,1.0
MBLAC2,0.8035694,0.894515547741453,1.0
