BC_1,logFC,pvals,pvals_adj
PIGZ,-20.937511,0.9573533562011256,1.0
CHTF18,-20.937511,0.9573533562011256,1.0
FERMT2,-20.937511,0.9573533562011256,1.0
AC007405.1,-21.46867,0.9573533562011256,1.0
AC005495.1,-21.575747,0.9573533562011256,1.0
AC133552.2,-20.937511,0.9573533562011256,1.0
GMPR,-20.574621,0.9573533562011256,1.0
SETP14,-20.574621,0.9573533562011256,1.0
IPO9-AS1,-20.767426,0.9573533562011256,1.0
TMEM150B,-20.937511,0.9573533562011256,1.0
CAP2,-20.937511,0.9573533562011256,1.0
AC008554.2,-20.937511,0.9573533562011256,1.0
ANO1,-20.767426,0.9573533562011256,1.0
TMEM79,-21.089676,0.9573533562011256,1.0
PSPC1-AS2,-21.089676,0.9573533562011256,1.0
ZNF768,-21.22734,0.9573533562011256,1.0
AC037459.1,-20.767426,0.9573533562011256,1.0
TCTEX1D1,-21.22734,0.9573533562011256,1.0
LINC02301,-20.937511,0.9573533562011256,1.0
AC007846.1,-20.937511,0.9573533562011256,1.0
EPHX1,-21.46867,0.9573533562011256,1.0
AC093772.1,-20.767426,0.9573533562011256,1.0
MEIOB,-20.574621,0.9573533562011256,1.0
FZD5,-21.22734,0.9573533562011256,1.0
AC139887.4,-21.089676,0.9573533562011256,1.0
AC120053.1,-21.22734,0.9573533562011256,1.0
SMAD9,-20.767426,0.9573533562011256,1.0
SHF,-21.22734,0.9573533562011256,1.0
AGRN,-20.937511,0.9573533562011256,1.0
AC090114.2,-20.767426,0.9573533562011256,1.0
AC027373.1,-21.22734,0.9573533562011256,1.0
AP001160.1,-21.353031,0.9573533562011256,1.0
LINC02315,-20.574621,0.9573533562011256,1.0
AC051619.5,-21.22734,0.9573533562011256,1.0
AL031590.1,-21.46867,0.9573533562011256,1.0
TRIM52-AS1,-20.767426,0.9573533562011256,1.0
NDST1-AS1,-21.22734,0.9573533562011256,1.0
RPS4XP16,-20.574621,0.9573533562011256,1.0
RNU4ATAC16P,-21.353031,0.9573533562011256,1.0
RN7SKP93,-20.574621,0.9573533562011256,1.0
SGIP1,-20.767426,0.9573533562011256,1.0
PLXNA1,-21.353031,0.9573533562011256,1.0
AC010335.3,-20.574621,0.9573533562011256,1.0
AC025569.1,-20.574621,0.9573533562011256,1.0
MS4A4A,-20.937511,0.9573533562011256,1.0
SMOC2,-21.22734,0.9573533562011256,1.0
AL359706.1,-21.22734,0.9573533562011256,1.0
SHANK1,-21.353031,0.9573533562011256,1.0
AC090403.1,-20.937511,0.9573533562011256,1.0
ELOVL4,-21.22734,0.9573533562011256,1.0
RPL26,-0.51067054,0.956970290133182,1.0
ASB6,-0.6599594,0.9567432927023808,1.0
CMSS1,-0.5046783,0.9567007310740913,1.0
IQCG,-0.78597325,0.9566581695692512,1.0
PIK3C2B,-0.9019335,0.956629795301334,1.0
PRDM11,-0.9019335,0.9566014210883729,1.0
ANKRD23,-0.86429775,0.9566014210883729,1.0
C17orf67,-0.8256626,0.9566014210883729,1.0
RPS18P9,-0.97440535,0.9565730469304038,1.0
MED19,-1.0434402,0.9565730469304038,1.0
RSKR,-1.0093318,0.9565730469304038,1.0
SARM1,-0.9386204,0.9565446728274626,1.0
AC008124.1,-1.1093507,0.9565446728274626,1.0
AC006042.3,-1.2029433,0.9564879247868074,1.0
ETAA1,-1.3738348,0.9564311769666943,1.0
MIGA2,-0.48485518,0.9559630159032448,1.0
TMEM56-RWDD3,-0.5812391,0.9558211519061416,1.0
MPHOSPH6,-0.7265226,0.9555658002410279,1.0
THEM4,-0.70529985,0.9554523120743754,1.0
CCT4,-0.837801,0.9552820815184668,1.0
MAIP1,-0.9417,0.9551118530023303,1.0
COX15,-0.99529517,0.95505511061824,1.0
LHFPL5,-0.47290233,0.9541756329707497,1.0
NOS1,-1.0076333,0.9540337869346377,1.0
PLIN2,-0.9370831,0.9540196024110305,1.0
CLSTN2,-0.9370831,0.9540196024110305,1.0
ADGRL3,-0.9370831,0.9540196024110305,1.0
CLNK,-0.9370831,0.9540196024110305,1.0
AL390334.1,-1.1391997,0.9540054179019875,1.0
MID1,-1.1391997,0.9540054179019875,1.0
LBHD1,-1.0749085,0.9540054179019875,1.0
GDPD1,-1.2598158,0.9540054179019875,1.0
BAK1,-1.1391997,0.9540054179019875,1.0
RTEL1,-1.1391997,0.9540054179019875,1.0
TMEM19,-1.4237974,0.953991233407513,1.0
AC103876.1,-1.4237974,0.953991233407513,1.0
NFYC-AS1,-1.0749085,0.953991233407513,1.0
ELOVL7,-1.4237974,0.9539770489276116,1.0
KCNH1,-1.3711691,0.9539770489276116,1.0
KIF14,-1.2598158,0.9539770489276116,1.0
UTP4,-1.2007612,0.9539770489276116,1.0
HIST1H2BN,-1.4237974,0.9539770489276116,1.0
PMS2P4,-1.2598158,0.9539770489276116,1.0
CXCR2P1,-1.2007612,0.9539628644622877,1.0
ZNF181,-1.3711691,0.9539628644622877,1.0
AC005072.1,-1.3711691,0.9539628644622877,1.0
WDR77,-1.3711691,0.9539628644622877,1.0
ADCY3,-1.2598158,0.953948680011546,1.0
GNGT2,-1.4237974,0.953948680011546,1.0
LINC02551,-1.4745845,0.953948680011546,1.0
TOMM34,-1.523655,0.953948680011546,1.0
ELOF1,-1.523655,0.953948680011546,1.0
CDKN2A,-1.2598158,0.953948680011546,1.0
METTL5,-1.7468524,0.953948680011546,1.0
ZNRF3,-1.4237974,0.953948680011546,1.0
ZNF790,-1.4745845,0.953948680011546,1.0
PAICS,-1.6170864,0.9539344955753908,1.0
ZNF354C,-1.4745845,0.9539344955753908,1.0
ARSK,-1.6616415,0.9539344955753908,1.0
SLC26A11,-1.6616415,0.9539344955753908,1.0
LMLN,-1.7048712,0.9539344955753908,1.0
POLR2K,-1.5711217,0.9539344955753908,1.0
COQ9,-1.4237974,0.9539203111538266,1.0
CLCA4-AS1,-2.2046254,0.9539203111538266,1.0
STAMBPL1,-0.64524376,0.953750099234787,1.0
PYM1,-0.39710155,0.9535940734952804,1.0
ME3,-0.4232579,0.9535657053699134,1.0
HSD17B4,-0.7215266,0.9532820273578247,1.0
LDLR,-0.8282577,0.9531543741812761,1.0
STX18-AS1,-0.9157506,0.9530125387281535,1.0
TESPA1,-0.4284251,0.9529699883822191,1.0
ZNF605,-0.9401593,0.952927438170347,1.0
USP14,-0.59818864,0.9520480973447513,1.0
RWDD1,-0.6328662,0.9519488205768045,1.0
MTA2,-0.7896256,0.9517219050527418,1.0
CAAP1,-0.71272117,0.9515800848367593,1.0
TFB1M,-1.0282872,0.9513957208492302,1.0
NUP43,-0.8530067,0.951367357389493,1.0
AC096992.2,-21.575747,0.9512680857658163,1.0
CFAP57,-21.22734,0.9512680857658163,1.0
AC098617.1,-21.353031,0.9512680857658163,1.0
SLC38A11,-20.937511,0.9512680857658163,1.0
COL5A2,-21.46867,0.9512680857658163,1.0
BACE1-AS,-20.937511,0.9512680857658163,1.0
AC112220.2,-20.937511,0.9512680857658163,1.0
AC008267.3,-20.937511,0.9512680857658163,1.0
ANKRD31,-20.937511,0.9512680857658163,1.0
FTH1P4,-21.353031,0.9512680857658163,1.0
ZFP37,-21.46867,0.9512680857658163,1.0
AL008729.2,-21.856337,0.9512680857658163,1.0
AC007513.1,-21.089676,0.9512680857658163,1.0
HMCN2,-21.089676,0.9512680857658163,1.0
POMGNT1,-21.22734,0.9512680857658163,1.0
AL669831.1,-20.767426,0.9512680857658163,1.0
LINC01492,-21.22734,0.9512680857658163,1.0
KCNT2,-21.575747,0.9512680857658163,1.0
RHEX,-21.089676,0.9512680857658163,1.0
AC116913.1,-21.856337,0.9512680857658163,1.0
MIR3976HG,-21.089676,0.9512680857658163,1.0
POLR2H,-21.089676,0.9512680857658163,1.0
AC073046.3,-21.575747,0.9512680857658163,1.0
PLPP5,-21.675442,0.9512680857658163,1.0
PARP4P2,-21.22734,0.9512680857658163,1.0
RN7SL652P,-20.767426,0.9512680857658163,1.0
AC103796.1,-21.353031,0.9512680857658163,1.0
RN7SL444P,-21.22734,0.9512680857658163,1.0
VTRNA1-1,-21.353031,0.9512680857658163,1.0
RNU4-91P,-20.767426,0.9512680857658163,1.0
BIK,-21.353031,0.9512680857658163,1.0
AC093515.1,-21.46867,0.9512680857658163,1.0
AC015631.1,-21.353031,0.9512680857658163,1.0
UBE2D4,-21.089676,0.9512680857658163,1.0
LINC01348,-21.675442,0.9512680857658163,1.0
RNA5SP98,-20.767426,0.9512680857658163,1.0
FKBP9,-21.675442,0.9512680857658163,1.0
IFT27,-21.768713,0.9512680857658163,1.0
AC020893.2,-21.93896,0.9512680857658163,1.0
ARMC5,-21.22734,0.9512680857658163,1.0
LINC00968,-21.353031,0.9512680857658163,1.0
OLMALINC,-21.46867,0.9512680857658163,1.0
LINC01819,-21.46867,0.9512680857658163,1.0
LINC00922,-20.937511,0.9512680857658163,1.0
AC025917.1,-21.22734,0.9512680857658163,1.0
RAB6B,-21.089676,0.9512680857658163,1.0
AL391832.3,-21.089676,0.9512680857658163,1.0
C19orf44,-21.353031,0.9512680857658163,1.0
BZW1P2,-21.089676,0.9512680857658163,1.0
AC008393.2,-21.22734,0.9512680857658163,1.0
IGLV10-54,-21.089676,0.9512680857658163,1.0
CRLS1,-21.353031,0.9512680857658163,1.0
CTRC,-21.089676,0.9512680857658163,1.0
RN7SKP249,-20.767426,0.9512680857658163,1.0
AL132656.4,-20.937511,0.9512680857658163,1.0
AC002310.4,-21.22734,0.9512680857658163,1.0
PHACTR3,-21.089676,0.9512680857658163,1.0
AC103724.3,-21.353031,0.9512680857658163,1.0
LINC01818,-20.937511,0.9512680857658163,1.0
AL589990.1,-20.937511,0.9512680857658163,1.0
ASCL2,-21.089676,0.9512680857658163,1.0
SNHG21,-21.089676,0.9512680857658163,1.0
P3H2,-20.937511,0.9512680857658163,1.0
PLXNA3,-21.353031,0.9512680857658163,1.0
KATNAL2,-21.22734,0.9512680857658163,1.0
C1orf105,-20.937511,0.9512680857658163,1.0
AC090616.6,-20.767426,0.9512680857658163,1.0
PRXL2C,-21.089676,0.9512680857658163,1.0
AL589993.1,-21.22734,0.9512680857658163,1.0
NFIA-AS2,-21.089676,0.9512680857658163,1.0
AC026741.1,-22.091284,0.9512680857658163,1.0
RYR1,-21.089676,0.9512680857658163,1.0
LRRC37A,-21.089676,0.9512680857658163,1.0
ANGPT2,-21.22734,0.9512680857658163,1.0
AL162591.2,-21.22734,0.9512680857658163,1.0
MTUS1,-20.937511,0.9512680857658163,1.0
FRG1JP,-21.089676,0.9512680857658163,1.0
KIAA1614-AS1,-21.22734,0.9512680857658163,1.0
AP001605.1,-20.937511,0.9512680857658163,1.0
RNASE2,-21.353031,0.9512680857658163,1.0
BACH1-AS1,-20.767426,0.9512680857658163,1.0
ASPHD1,-20.937511,0.9512680857658163,1.0
PRORSD1P,-21.353031,0.9512680857658163,1.0
NPAS2,-21.22734,0.9512680857658163,1.0
CHD5,-21.353031,0.9512680857658163,1.0
HTR7P1,-20.937511,0.9512680857658163,1.0
AC078788.1,-22.017122,0.9512680857658163,1.0
AC020915.1,-21.46867,0.9512680857658163,1.0
C11orf74,-20.767426,0.9512680857658163,1.0
LMTK3,-20.937511,0.9512680857658163,1.0
LPP-AS2,-20.937511,0.9512680857658163,1.0
AP002518.2,-20.767426,0.9512680857658163,1.0
AC090360.1,-21.22734,0.9512680857658163,1.0
PLK1,-20.937511,0.9512680857658163,1.0
AC092849.2,-20.937511,0.9512680857658163,1.0
AC008758.4,-21.575747,0.9512680857658163,1.0
AC125437.2,-21.575747,0.9512680857658163,1.0
AP003304.1,-20.767426,0.9512680857658163,1.0
AP001341.1,-21.089676,0.9512680857658163,1.0
ASH1L-AS1,-21.353031,0.9512680857658163,1.0
BRSK1,-21.22734,0.9512680857658163,1.0
AC113208.3,-21.089676,0.9512680857658163,1.0
AC099560.1,-21.353031,0.9512680857658163,1.0
RUSC1-AS1,-21.575747,0.9512680857658163,1.0
CLEC18A,-20.767426,0.9512680857658163,1.0
SLC26A5,-21.353031,0.9512680857658163,1.0
DPCD,-20.937511,0.9512680857658163,1.0
CFAP46,-20.937511,0.9512680857658163,1.0
FAM89A,-21.575747,0.9512680857658163,1.0
SLC10A1,-20.937511,0.9512680857658163,1.0
AC093866.1,-21.22734,0.9512680857658163,1.0
AC022523.1,-20.767426,0.9512680857658163,1.0
AC068205.1,-21.353031,0.9512680857658163,1.0
CCBE1,-21.089676,0.9512680857658163,1.0
AC034228.4,-21.089676,0.9512680857658163,1.0
LAMB4,-20.937511,0.9512680857658163,1.0
SPHK2,-21.089676,0.9512680857658163,1.0
ARG2,-20.937511,0.9512680857658163,1.0
TMC1,-20.937511,0.9512680857658163,1.0
AC011379.2,-21.22734,0.9512680857658163,1.0
CYC1,-21.22734,0.9512680857658163,1.0
LINC00393,-20.767426,0.9512680857658163,1.0
NLRP5,-21.353031,0.9512680857658163,1.0
LIFR,-21.353031,0.9512680857658163,1.0
AC034199.1,-21.089676,0.9512680857658163,1.0
ZNF470,-21.089676,0.9512680857658163,1.0
IL31RA,-20.937511,0.9512680857658163,1.0
DRC1,-20.767426,0.9512680857658163,1.0
AL359546.1,-20.937511,0.9512680857658163,1.0
RTN3P1,-20.937511,0.9512680857658163,1.0
PDCD2L,-21.353031,0.9512680857658163,1.0
KHDC1,-20.937511,0.9512680857658163,1.0
AC004825.3,-21.089676,0.9512680857658163,1.0
RNU5D-1,-20.767426,0.9512680857658163,1.0
AL157394.2,-21.22734,0.9512680857658163,1.0
VSIG10L,-21.22734,0.9512680857658163,1.0
GDNF-AS1,-21.089676,0.9512680857658163,1.0
GPS1,-20.767426,0.9512680857658163,1.0
C5orf64,-21.22734,0.9512680857658163,1.0
LINC02377,-21.089676,0.9512680857658163,1.0
FADS3,-21.22734,0.9512680857658163,1.0
TP53I3,-21.46867,0.9512680857658163,1.0
C19orf18,-21.46867,0.9512680857658163,1.0
SNAPIN,-21.353031,0.9512680857658163,1.0
RNA5SP183,-20.767426,0.9512680857658163,1.0
CELF2-AS1,-20.937511,0.9512680857658163,1.0
OLIG1,-21.353031,0.9512680857658163,1.0
RPL24P4,-20.767426,0.9512680857658163,1.0
ARL2,-20.767426,0.9512680857658163,1.0
CXCR5,-21.22734,0.9512680857658163,1.0
PGBD5,-21.353031,0.9512680857658163,1.0
AC007342.6,-21.768713,0.9512680857658163,1.0
FAM27C,-21.22734,0.9512680857658163,1.0
AC093607.1,-20.937511,0.9512680857658163,1.0
LINC02336,-21.22734,0.9512680857658163,1.0
PRKCG,-21.675442,0.9512680857658163,1.0
HNRNPA1P48,-21.353031,0.9512680857658163,1.0
RNA5SP387,-20.767426,0.9512680857658163,1.0
RNU6-1140P,-20.767426,0.9512680857658163,1.0
METTL9,-21.46867,0.9512680857658163,1.0
ENKD1,-21.675442,0.9512680857658163,1.0
GRIA1,-20.937511,0.9512680857658163,1.0
DRC3,-20.937511,0.9512680857658163,1.0
LINC02365,-21.46867,0.9512680857658163,1.0
NCAPH,-20.937511,0.9512680857658163,1.0
CLPTM1L,-21.089676,0.9512680857658163,1.0
AC006525.1,-20.937511,0.9512680857658163,1.0
TTC25,-20.767426,0.9512680857658163,1.0
GBA3,-21.353031,0.9512680857658163,1.0
SNORD42B,-20.767426,0.9512680857658163,1.0
UBE2C,-21.089676,0.9512680857658163,1.0
PLEKHH2,-21.22734,0.9512680857658163,1.0
TMC7,-20.767426,0.9512680857658163,1.0
GNPNAT1,-21.22734,0.9512680857658163,1.0
AC068989.1,-21.089676,0.9512680857658163,1.0
LHFPL3-AS2,-21.22734,0.9512680857658163,1.0
OR6N1,-21.089676,0.9512680857658163,1.0
AL132996.1,-20.767426,0.9512680857658163,1.0
CCDC58,-21.089676,0.9512680857658163,1.0
AC016582.2,-20.937511,0.9512680857658163,1.0
AL031728.1,-20.937511,0.9512680857658163,1.0
KIF18A,-22.091284,0.9512680857658163,1.0
INSL3,-20.937511,0.9512680857658163,1.0
RNU6-482P,-21.353031,0.9512680857658163,1.0
SNORA2A,-21.089676,0.9512680857658163,1.0
AC021678.2,-21.22734,0.9512680857658163,1.0
ABCB9,-20.767426,0.9512680857658163,1.0
AL365232.1,-21.675442,0.9512680857658163,1.0
FIZ1,-20.937511,0.9512680857658163,1.0
MRPL46,-21.46867,0.9512680857658163,1.0
BRINP1,-21.22734,0.9512680857658163,1.0
PAX7,-21.22734,0.9512680857658163,1.0
ADAMTS18,-20.937511,0.9512680857658163,1.0
ZP3,-21.22734,0.9512680857658163,1.0
AC113208.1,-21.22734,0.9512680857658163,1.0
AC108863.1,-21.575747,0.9512680857658163,1.0
DTX1,-21.089676,0.9512680857658163,1.0
SLC38A7,-21.46867,0.9512680857658163,1.0
NENF,-21.22734,0.9512680857658163,1.0
STON1-GTF2A1L,-20.767426,0.9512680857658163,1.0
SPTY2D1OS,-20.937511,0.9512680857658163,1.0
RF00410,-21.46867,0.9512680857658163,1.0
IDO1,-21.575747,0.9512680857658163,1.0
AC092683.1,-21.353031,0.9512680857658163,1.0
LDHAL6A,-21.353031,0.9512680857658163,1.0
CREB3L1,-21.575747,0.9512680857658163,1.0
AC117378.1,-21.089676,0.9512680857658163,1.0
CCDC22,-21.46867,0.9512680857658163,1.0
AC100863.1,-21.575747,0.9512680857658163,1.0
ITGA2,-21.22734,0.9512680857658163,1.0
TESK1,-21.089676,0.9512680857658163,1.0
AL592293.2,-20.937511,0.9512680857658163,1.0
AC022400.8,-21.22734,0.9512680857658163,1.0
AL110115.1,-21.353031,0.9512680857658163,1.0
AC005332.3,-21.353031,0.9512680857658163,1.0
TEAD4,-21.353031,0.9512680857658163,1.0
TRGV10,-20.937511,0.9512680857658163,1.0
RNU6-1094P,-20.767426,0.9512680857658163,1.0
LINC00884,-21.22734,0.9512680857658163,1.0
KBTBD8,-21.22734,0.9512680857658163,1.0
AL513164.1,-21.22734,0.9512680857658163,1.0
PARM1,-21.22734,0.9512680857658163,1.0
E2F3-IT1,-21.575747,0.9512680857658163,1.0
PDGFRB,-21.22734,0.9512680857658163,1.0
MRPL11,-21.22734,0.9512680857658163,1.0
ZNF623,-21.089676,0.9512680857658163,1.0
C11orf24,-21.353031,0.9512680857658163,1.0
AP003096.1,-21.089676,0.9512680857658163,1.0
AL050344.1,-21.353031,0.9512680857658163,1.0
AC018638.2,-20.767426,0.9512680857658163,1.0
VWA3B,-20.767426,0.9512680857658163,1.0
RGSL1,-21.353031,0.9512680857658163,1.0
CFAP77,-21.575747,0.9512680857658163,1.0
SEMA6B,-21.22734,0.9512680857658163,1.0
AL139424.2,-21.575747,0.9512680857658163,1.0
AL390774.2,-20.767426,0.9512680857658163,1.0
AP003031.1,-20.767426,0.9512680857658163,1.0
UVRAG-DT,-21.22734,0.9512680857658163,1.0
AL672142.1,-21.46867,0.9512680857658163,1.0
AC022960.2,-21.353031,0.9512680857658163,1.0
RNU6-957P,-21.46867,0.9512680857658163,1.0
AC108210.1,-21.46867,0.9512680857658163,1.0
TRDN,-20.937511,0.9512680857658163,1.0
LINC01695,-21.089676,0.9512680857658163,1.0
AC244635.2,-21.089676,0.9512680857658163,1.0
AL133268.4,-21.675442,0.9512680857658163,1.0
AC079921.2,-21.22734,0.9512680857658163,1.0
GLB1L,-21.353031,0.9512680857658163,1.0
TOM1L1,-21.22734,0.9512680857658163,1.0
GPR75,-20.937511,0.9512680857658163,1.0
PGBD1,-21.089676,0.9512680857658163,1.0
AC018445.4,-21.575747,0.9512680857658163,1.0
RAMP1,-21.353031,0.9512680857658163,1.0
DMC1,-21.22734,0.9512680857658163,1.0
SEC14L5,-21.089676,0.9512680857658163,1.0
CCDC121,-21.353031,0.9512680857658163,1.0
TMPRSS9,-20.767426,0.9512680857658163,1.0
CAV3,-20.767426,0.9512680857658163,1.0
ROCK1P1,-20.937511,0.9512680857658163,1.0
HCG17,-21.575747,0.9512680857658163,1.0
AC026704.1,-20.767426,0.9512680857658163,1.0
AC091180.2,-21.089676,0.9512680857658163,1.0
SH2D4B,-21.353031,0.9512680857658163,1.0
AL049779.1,-21.22734,0.9512680857658163,1.0
AF230666.2,-21.46867,0.9512680857658163,1.0
KIF4A,-21.353031,0.9512680857658163,1.0
AC084879.1,-20.767426,0.9512680857658163,1.0
RN7SKP91,-20.767426,0.9512680857658163,1.0
SCUBE1,-21.22734,0.9512680857658163,1.0
ITGA3,-21.089676,0.9512680857658163,1.0
SEC63P1,-20.767426,0.9512680857658163,1.0
NXNL2,-21.22734,0.9512680857658163,1.0
ZNF416,-21.22734,0.9512680857658163,1.0
NR2F1-AS1,-20.767426,0.9512680857658163,1.0
C16orf95,-21.089676,0.9512680857658163,1.0
ITPRID1,-20.937511,0.9512680857658163,1.0
ATP5PBP1,-21.089676,0.9512680857658163,1.0
TFPI,-21.089676,0.9512680857658163,1.0
TRPT1,-21.22734,0.9512680857658163,1.0
ZNF674-AS1,-20.937511,0.9512680857658163,1.0
MOV10L1,-20.937511,0.9512680857658163,1.0
FN1,-20.937511,0.9512680857658163,1.0
GPR35,-21.089676,0.9512680857658163,1.0
VIPR2,-21.089676,0.9512680857658163,1.0
COQ10A,-21.089676,0.9512680857658163,1.0
AC090627.1,-21.353031,0.9512680857658163,1.0
VN1R83P,-21.768713,0.9512680857658163,1.0
RN7SL300P,-20.767426,0.9512680857658163,1.0
AC092844.1,-20.937511,0.9512680857658163,1.0
PSEN2,-21.353031,0.9512680857658163,1.0
AC021134.1,-21.22734,0.9512680857658163,1.0
ANKRD54,-21.46867,0.9512680857658163,1.0
TCTN2,-20.767426,0.9512680857658163,1.0
PGAM1P5,-20.937511,0.9512680857658163,1.0
AC005529.1,-21.089676,0.9512680857658163,1.0
MYO1B,-21.089676,0.9512680857658163,1.0
LARP1BP2,-21.353031,0.9512680857658163,1.0
PCSK6,-20.767426,0.9512680857658163,1.0
ATP1B1P1,-21.22734,0.9512680857658163,1.0
AC026202.2,-20.937511,0.9512680857658163,1.0
ZKSCAN3,-21.575747,0.9512680857658163,1.0
JAZF1-AS1,-21.353031,0.9512680857658163,1.0
MIR5194,-21.353031,0.9512680857658163,1.0
SAPCD2,-21.353031,0.9512680857658163,1.0
NPIPB13,-21.675442,0.9512680857658163,1.0
RNU6-207P,-20.767426,0.9512680857658163,1.0
GIPR,-21.089676,0.9512680857658163,1.0
AL158066.1,-21.089676,0.9512680857658163,1.0
RN7SL801P,-20.937511,0.9512680857658163,1.0
AL445248.1,-21.22734,0.9512680857658163,1.0
GAS6-AS1,-20.767426,0.9512680857658163,1.0
ILVBL,-21.089676,0.9512680857658163,1.0
AC097662.1,-20.767426,0.9512680857658163,1.0
MRPL38,-20.937511,0.9512680857658163,1.0
COLEC12,-21.22734,0.9512680857658163,1.0
TSKS,-21.353031,0.9512680857658163,1.0
AC127024.4,-21.22734,0.9512680857658163,1.0
MTCYBP3,-21.46867,0.9512680857658163,1.0
MCMDC2,-21.46867,0.9512680857658163,1.0
PLS3,-20.767426,0.9512680857658163,1.0
GPLD1,-20.937511,0.9512680857658163,1.0
ADGRL4,-21.22734,0.9512680857658163,1.0
CCDC150,-21.575747,0.9512680857658163,1.0
AL355076.2,-21.22734,0.9512680857658163,1.0
OVCH1,-22.161835,0.9512680857658163,1.0
PTPRR,-21.089676,0.9512680857658163,1.0
TENM3-AS1,-21.353031,0.9512680857658163,1.0
PPFIA4,-21.089676,0.9512680857658163,1.0
COL4A5,-20.767426,0.9512680857658163,1.0
RC3H1-IT1,-21.856337,0.9512680857658163,1.0
PDYN-AS1,-21.089676,0.9512680857658163,1.0
AC079804.3,-20.937511,0.9512680857658163,1.0
RNA5SP52,-20.767426,0.9512680857658163,1.0
AC012213.5,-20.767426,0.9512680857658163,1.0
GPBAR1,-20.937511,0.9512680857658163,1.0
AP002991.1,-20.767426,0.9512680857658163,1.0
CLDN9,-20.937511,0.9512680857658163,1.0
MRPL40,-21.22734,0.9512680857658163,1.0
AC009951.2,-20.937511,0.9512680857658163,1.0
SUV39H1,-21.575747,0.9512680857658163,1.0
AC012178.1,-20.767426,0.9512680857658163,1.0
CERS3-AS1,-21.675442,0.9512680857658163,1.0
VMAC,-20.937511,0.9512680857658163,1.0
ANXA9,-21.089676,0.9512680857658163,1.0
SPARCL1,-21.089676,0.9512680857658163,1.0
ALDH7A1,-20.937511,0.9512680857658163,1.0
LMX1A,-21.089676,0.9512680857658163,1.0
SEMA3F-AS1,-21.089676,0.9512680857658163,1.0
NAB2,-20.767426,0.9512680857658163,1.0
RN7SKP71,-20.767426,0.9512680857658163,1.0
LINC01117,-21.93896,0.9512680857658163,1.0
AC004947.3,-20.767426,0.9512680857658163,1.0
PC,-21.089676,0.9512680857658163,1.0
AC068051.1,0.30017763,0.9510837261865134,1.0
ARRDC5,-0.15852475,0.9509844567276091,1.0
RNA5SP267,-0.5219729,0.950715014892082,1.0
BLOC1S1,-0.78597325,0.9505732056609475,1.0
ANKRD26,-0.65468633,0.9505448440024139,1.0
UBAP1L,-0.97440535,0.9505448440024139,1.0
MYC,-0.9019335,0.9505448440024139,1.0
TLN2,-0.8256626,0.9505448440024139,1.0
AKAP6,-1.2328517,0.9504881208733265,1.0
TECR,-0.97440535,0.9504881208733265,1.0
LDHB,-1.1412206,0.9504881208733265,1.0
FPGS,-1.0434402,0.9504597594028444,1.0
DNAJC27,-1.0434402,0.9504313979951179,1.0
MRPS16,-1.4004682,0.9504313979951179,1.0
PTMS,-1.2328517,0.9503746753680749,1.0
ANKRD34B,-1.4266245,0.95034631414883,1.0
PCID2,-0.3601525,0.9502470503770366,1.0
TTC28-AS1,-0.78040963,0.9498925432195243,1.0
EFCAB13,-0.26011336,0.9498358229928506,1.0
NCEH1,-0.8282577,0.9495380459795396,1.0
HIST1H1D,-1.1132381,0.9492544553751964,1.0
KIF3A,-0.8860746,0.9491410209312449,1.0
RPS6,-0.5703474,0.9490275875180386,1.0
RAP1GDS1,-0.64360446,0.9487581873061076,1.0
ZNF678,-0.72015584,0.9481201575943252,1.0
AL512288.1,-0.42211527,0.9481201575943252,1.0
SVIL2P,-0.86292166,0.9479641998200133,1.0
STK32B,-1.0749085,0.947950021939303,1.0
RNU6-880P,-0.9370831,0.947950021939303,1.0
AOAH-IT1,-1.0076333,0.9479358440750741,1.0
AC113414.1,-1.1391997,0.9479358440750741,1.0
R3HCC1,-1.1391997,0.9479074883960786,1.0
CDC42BPB,-1.2007612,0.9479074883960786,1.0
GALNT13,-1.2007612,0.9479074883960786,1.0
SFXN3,-1.2598158,0.9478933105813211,1.0
ATP1A1-AS1,-1.2598158,0.9478933105813211,1.0
FMO4,-1.3711691,0.9478933105813211,1.0
AC068631.1,-1.2007612,0.9478933105813211,1.0
LINC00954,-1.2007612,0.9478933105813211,1.0
TMEM138,-1.2007612,0.9478933105813211,1.0
RXYLT1,-1.3165603,0.9478791327830629,1.0
ATAD3B,-1.523655,0.9478791327830629,1.0
TPM3P7,-1.3711691,0.9478791327830629,1.0
KAT2A,-1.3711691,0.9478791327830629,1.0
AC092535.3,-1.4745845,0.9478791327830629,1.0
AC127024.8,-1.4745845,0.9478791327830629,1.0
GALNT6,-1.6170864,0.9478649550013086,1.0
MFSD10,-1.523655,0.9478649550013086,1.0
AKR1C3,-1.6616415,0.9478649550013086,1.0
FBXO6,-1.3711691,0.9478649550013086,1.0
AC002553.2,-1.4237974,0.9478507772360627,1.0
SNORC,-1.6170864,0.9478507772360627,1.0
KLRC4,-1.6170864,0.9478507772360627,1.0
CDC42BPA,-1.9036156,0.9478507772360627,1.0
FAM221A,-1.6616415,0.9478507772360627,1.0
SPOCK3,-1.9403025,0.9478365994873295,1.0
THAP2,-1.6616415,0.9478365994873295,1.0
ITGB8,-1.7876554,0.9478365994873295,1.0
STYK1,-1.523655,0.9478224217551137,1.0
ZBED4,-0.6785229,0.9478224217551137,1.0
