Gene,C,Z,Pval,FDR,Module
MTCO3P13,0.20251902589215412,63.435967246729646,0.0,0.0,2.0
USP9X,0.28695546123794846,63.43397410015394,0.0,0.0,1.0
VNN2,0.2615615752556092,63.279362671282655,0.0,0.0,1.0
OGFRL1,0.2685892668000049,63.279306870932494,0.0,0.0,1.0
PTBP3,0.3032455424775139,63.19681822171581,0.0,0.0,1.0
FAM49A,0.26577124756283493,63.029633990222045,0.0,0.0,1.0
CD53,0.279374887870661,62.792333175963,0.0,0.0,1.0
ATP4A,0.18255195892454842,62.763339504873684,0.0,0.0,2.0
DDX60L,0.28076718516221405,62.63632584804028,0.0,0.0,1.0
SPAG9,0.28863227280196774,62.5862601054209,0.0,0.0,1.0
NEK7,0.2824292251778466,62.57211204136104,0.0,0.0,1.0
PTPRJ,0.27057599778187397,62.49058334301154,0.0,0.0,1.0
ENTPD1,0.26509894981824295,62.42741771246836,0.0,0.0,1.0
CYB5R4,0.28161664998302943,62.42300183608373,0.0,0.0,1.0
TANK,0.30694311467893454,62.19344820113288,0.0,0.0,1.0
IFITM2,0.2641150305165555,62.1404588476247,0.0,0.0,1.0
CDK19,0.29146731019321614,62.12874715613323,0.0,0.0,1.0
CCNL1,0.2798537626592189,61.817622262965585,0.0,0.0,1.0
GNAI3,0.2737240548953196,61.69378331108718,0.0,0.0,1.0
KMT2E,0.27855211691939435,61.563210127645924,0.0,0.0,1.0
PHF20L1,0.2802450747352694,61.441731505429644,0.0,0.0,1.0
ELMO1,0.29563082808820107,61.37804040962096,0.0,0.0,1.0
AHCTF1,0.2889325478230804,61.22358489190399,0.0,0.0,1.0
RNA5SP54,0.17669930409423842,60.844242670930136,0.0,0.0,-1.0
SKAP1,0.21978732986736882,60.835009011184425,0.0,0.0,3.0
LRRFIP1,0.25608512481534257,60.67578428886736,0.0,0.0,1.0
DYRK1A,0.2470112764460535,60.31299990749396,0.0,0.0,1.0
H3F3A,0.2609552630146636,60.28489362858113,0.0,0.0,1.0
CD55,0.3005622019451181,60.20459786692848,0.0,0.0,1.0
CUL3,0.2608990158338582,60.18393909145388,0.0,0.0,1.0
PDE4B,0.28787006526597286,59.92118026318146,0.0,0.0,1.0
CDC42SE2,0.27206593908890697,59.734612141704865,0.0,0.0,1.0
PAM,0.29569032037816273,59.7106662445563,0.0,0.0,1.0
SHOC2,0.2822126901033828,59.7075829945506,0.0,0.0,1.0
CAMK1D,0.27081597659861945,59.58068899106832,0.0,0.0,1.0
SNX10,0.27060238645024176,59.54552749752735,0.0,0.0,1.0
ACTR2,0.26361588786587037,59.30653097751726,0.0,0.0,1.0
MAP2K4,0.2994807343978557,59.20115425062142,0.0,0.0,1.0
SH3KBP1,0.25689499019530226,58.84904051457845,0.0,0.0,1.0
ELOVL5,0.27512995905397186,58.7957628538785,0.0,0.0,1.0
ARID4B,0.25593304137033707,58.730336415729816,0.0,0.0,1.0
RBPJ,0.2627395574794069,58.49344806866176,0.0,0.0,1.0
MKLN1,0.28466274225591043,58.33831114934094,0.0,0.0,1.0
DOCK11,0.2675998567154866,58.320579173119114,0.0,0.0,1.0
CSF3R,0.21170504166481094,58.07645922682291,0.0,0.0,4.0
LITAF,0.24294041012492998,58.068658003289755,0.0,0.0,1.0
USP3,0.28098029054948,57.997053621907796,0.0,0.0,1.0
MAPK1,0.2637379584547137,57.89732793646569,0.0,0.0,1.0
CLEC7A,0.26714986855128564,57.82651082998179,0.0,0.0,1.0
ARHGAP25,0.24353915776327842,57.77368222842142,0.0,0.0,1.0
RAPGEF2,0.2914218340686508,57.68743360771275,0.0,0.0,1.0
GRB2,0.2415794645009623,57.43525438914026,0.0,0.0,1.0
TXNIP,0.23774886134085288,57.27797186759135,0.0,0.0,1.0
WDR26,0.25612172678085676,57.2370707938304,0.0,0.0,1.0
NFAT5,0.25120789226499163,57.18443960661125,0.0,0.0,1.0
RAF1,0.23931560367667937,57.10026666167305,0.0,0.0,1.0
RPS6KA5,0.269454408835003,56.99276859192933,0.0,0.0,1.0
LPP,0.2760359163412315,56.974661492847055,0.0,0.0,1.0
FRY,0.2850710615873604,56.92089213714027,0.0,0.0,1.0
TLE4,0.30056217824831666,56.84195274645647,0.0,0.0,1.0
ZNF516,0.2442449035535612,56.65744915326305,0.0,0.0,1.0
BAZ1A,0.24882131148047446,56.644509821186745,0.0,0.0,1.0
ERBIN,0.2847358233232641,56.631236308715316,0.0,0.0,1.0
CCPG1,0.26539163212409433,56.54632861622819,0.0,0.0,1.0
CREBBP,0.2400902105192026,56.544243492353935,0.0,0.0,1.0
MAML3,0.27269613518670066,56.48211723370137,0.0,0.0,1.0
LAMP2,0.24889233158265445,56.45744143882922,0.0,0.0,1.0
FAM126B,0.26461968805966823,56.291693047776576,0.0,0.0,1.0
KAT6A,0.2601056006859721,56.215633844653674,0.0,0.0,1.0
MAPK14,0.2683498375568887,56.16399273667921,0.0,0.0,1.0
TBL1X,0.25843291544386005,55.94398260651074,0.0,0.0,1.0
IFNGR1,0.2604629178772551,55.831068074765724,0.0,0.0,1.0
ANTXR2,0.27534781109380296,55.55538551954282,0.0,0.0,1.0
RC3H1,0.2607809910703541,55.542800153747244,0.0,0.0,1.0
ELF1,0.27789715711845847,55.422640726284335,0.0,0.0,1.0
FBXW7,0.2634110686240093,55.40405628430578,0.0,0.0,1.0
UBE2B,0.2416877091308969,55.385611225935115,0.0,0.0,1.0
PAK2,0.24379016951050064,55.3498473385307,0.0,0.0,1.0
HSD17B11,0.2532404981453337,55.276159779012616,0.0,0.0,1.0
NOTCH2,0.24053352692079707,55.013697760683876,0.0,0.0,1.0
SNHG5,0.17209077767190625,55.01147465993438,0.0,0.0,-1.0
CLEC12A,0.26442814567232037,54.90948029559433,0.0,0.0,1.0
RNF130,0.25093137843814267,54.83972366505807,0.0,0.0,1.0
RAB2A,0.23677398554837606,54.83663143452853,0.0,0.0,1.0
ZFYVE16,0.25745042297499016,54.79837099871319,0.0,0.0,1.0
SETX,0.2367731979350192,54.72871661757392,0.0,0.0,1.0
CIR1,0.24938415300742592,54.64085209873923,0.0,0.0,1.0
NCOA4,0.23814128826291553,54.5517540283781,0.0,0.0,1.0
CXCR2,0.23075929064996076,54.433805049404725,0.0,0.0,1.0
PTPN12,0.26057964750861073,54.241824978915574,0.0,0.0,1.0
AP001011.1,0.26980627078920355,54.20246349209938,0.0,0.0,1.0
GK,0.28091376415044045,54.17569913182388,0.0,0.0,1.0
PPP4R1,0.24853883827697637,54.16671113245637,0.0,0.0,1.0
SP3,0.2468873152979319,54.16645616166979,0.0,0.0,1.0
PPP1CB,0.26299847126515224,54.1181903933813,0.0,0.0,1.0
FOXO3,0.2585505332219166,54.110759399458296,0.0,0.0,1.0
ZNF148,0.24064311420149864,54.06921246295786,0.0,0.0,1.0
YWHAZ,0.24640129473442282,54.00117811311125,0.0,0.0,1.0
FGL2,0.25357268151290013,53.8076819088519,0.0,0.0,1.0
VPS8,0.2534664865698319,53.80482496268558,0.0,0.0,1.0
DENND5A,0.2234683796178143,53.69450778622173,0.0,0.0,1.0
FTH1,0.20714696407046898,53.69368075777724,0.0,0.0,1.0
CAPZA2,0.24843018684859344,53.650779325046535,0.0,0.0,1.0
BASP1,0.27531132532889013,53.649228261513066,0.0,0.0,1.0
BCAS3,0.25174541462925154,53.489514530935466,0.0,0.0,1.0
TOP1,0.22983246914992578,53.45457947654895,0.0,0.0,1.0
RGS18,0.25411700845137103,53.3957660505577,0.0,0.0,1.0
PYGL,0.2530230201005564,53.3647295451456,0.0,0.0,1.0
LIMK2,0.2252770643873949,53.21708129189114,0.0,0.0,1.0
TRIP12,0.23426270185945494,53.193523972226856,0.0,0.0,1.0
IPMK,0.24260859005057825,53.12895680496001,0.0,0.0,1.0
SUSD6,0.21646154582632607,53.1255239765363,0.0,0.0,1.0
WAC,0.2421849228693662,53.09147890376049,0.0,0.0,1.0
MDM2,0.2184137593229741,53.04415885779025,0.0,0.0,1.0
TAB2,0.24525880526345917,52.846044467575965,0.0,0.0,1.0
PUM2,0.233201558123623,52.73760360130993,0.0,0.0,1.0
MAP4K4,0.2744078151944933,52.67370068758233,0.0,0.0,1.0
LCP2,0.23154798556812284,52.536489028015765,0.0,0.0,1.0
IVNS1ABP,0.26173699099713016,52.44801111364315,0.0,0.0,1.0
PTPN13,0.21712947920681255,52.11510955688108,0.0,0.0,3.0
ABHD5,0.25064828206970047,52.06706268169015,0.0,0.0,1.0
LPGAT1,0.2521188895044061,52.03875637592741,0.0,0.0,1.0
BCL2A1,0.23908384115625134,52.01195883504184,0.0,0.0,1.0
GPCPD1,0.2344878887407684,51.993323800557974,0.0,0.0,1.0
DMXL2,0.24202416682157588,51.85972932811487,0.0,0.0,1.0
B2M,0.25163352275957207,51.8365648546952,0.0,0.0,1.0
TUT7,0.2270839040833208,51.749052832449365,0.0,0.0,1.0
GBP2,0.2161388493635425,51.6922465094698,0.0,0.0,1.0
STXBP5,0.24574286722577035,51.594857969828006,0.0,0.0,1.0
PRKAR1A,0.2203004756149861,51.50962213570152,0.0,0.0,1.0
JAK1,0.22875603775364867,51.469363551652506,0.0,0.0,1.0
TLR4,0.22445749425139896,51.45478828338948,0.0,0.0,1.0
ADAM10,0.23653304635398145,51.4222374400365,0.0,0.0,1.0
TAX1BP1,0.24032629889160576,51.385507107537535,0.0,0.0,1.0
PIP4P2,0.2717016337234719,51.3200579758831,0.0,0.0,1.0
CPEB4,0.22172510992230884,51.069790577528615,0.0,0.0,1.0
UTY,0.23611610221001636,50.85911644098435,0.0,0.0,1.0
MTCO3P31,0.22885657818457272,50.671863995501646,0.0,0.0,2.0
SNX13,0.2417144881684086,50.65735364875639,0.0,0.0,1.0
PHIP,0.24597282766897305,50.64600991893561,0.0,0.0,1.0
HCK,0.19738773053427697,50.63042599228174,0.0,0.0,1.0
RNA5SP352,0.1670193186451507,50.569074867566066,0.0,0.0,-1.0
NR3C1,0.26130936396616994,50.53979407497185,0.0,0.0,1.0
FCHO2,0.2306295356388976,50.49705981500391,0.0,0.0,1.0
APAF1,0.24446414928594876,50.44845343401562,0.0,0.0,1.0
CR1,0.237543589697646,50.448366030667415,0.0,0.0,1.0
LIN7A,0.27834723009820594,50.42906219642237,0.0,0.0,1.0
STAT1,0.2265678789017264,50.29194126130852,0.0,0.0,1.0
SOS2,0.23148113492430208,50.276792735911314,0.0,0.0,1.0
RASSF2,0.19438115379025747,50.24697014479711,0.0,0.0,1.0
FOXP1,0.23785493172236646,50.14181850731779,0.0,0.0,1.0
AC026470.1,0.23407483255021802,49.96880322571313,0.0,0.0,1.0
ARPC5,0.2272863286514037,49.85461487419863,0.0,0.0,1.0
FLI1,0.21443837352170364,49.790840745290204,0.0,0.0,1.0
KLHL2,0.23441737442574773,49.762366707176724,0.0,0.0,1.0
UBE2R2,0.21490256087101026,49.72180832281827,0.0,0.0,1.0
SVIL,0.22782094569632283,49.67857013551086,0.0,0.0,1.0
RAB8B,0.23561864637376587,49.67243329286706,0.0,0.0,1.0
TMEM71,0.22945826019568483,49.59517638081249,0.0,0.0,1.0
FAR1,0.21837813396273303,49.4227163640199,0.0,0.0,1.0
MAP3K1,0.24628221213071652,49.40355083801209,0.0,0.0,1.0
ABI1,0.2118014665623737,49.39743203367597,0.0,0.0,1.0
ZFP36L1,0.2001151135799202,49.34579475867335,0.0,0.0,1.0
CCNY,0.20864433930424345,49.34522988112026,0.0,0.0,1.0
WASHC4,0.221629904805317,49.324891175692706,0.0,0.0,1.0
BOD1L1,0.20250650106909546,49.12758327484418,0.0,0.0,1.0
KIF13A,0.23125622004036722,49.112116296061046,0.0,0.0,1.0
ACTB,0.19364881593772082,49.08556857441501,0.0,0.0,1.0
SENP6,0.2294946686663602,49.06533246573445,0.0,0.0,1.0
PIK3R5,0.2105720128807919,49.05410389350287,0.0,0.0,1.0
SERINC1,0.21492454950615023,49.00831927060031,0.0,0.0,1.0
TAFA1,0.1719824066173626,49.00555743279593,0.0,0.0,3.0
PJA2,0.2279579315836029,48.93984530876994,0.0,0.0,1.0
AC093865.1,0.1936459912105109,48.92171655967068,0.0,0.0,3.0
RAB1A,0.21318183663953946,48.87517339595955,0.0,0.0,1.0
SCAF11,0.22237972706208206,48.86649055605968,0.0,0.0,1.0
KDM2A,0.2007848419204273,48.74693469505684,0.0,0.0,1.0
UBXN2B,0.22272397845331418,48.693612576446895,0.0,0.0,1.0
B4GALT5,0.2348832276741979,48.6778814946179,0.0,0.0,1.0
FPR1,0.211951960756117,48.60006952669646,0.0,0.0,1.0
RORA,0.18027828419024908,48.5699764203486,0.0,0.0,3.0
AL359762.3,0.24556779119086375,48.40027754196412,0.0,0.0,1.0
TCP11L2,0.2065985002336419,48.32367515632854,0.0,0.0,1.0
GNA13,0.2149345147379839,48.28538597700575,0.0,0.0,1.0
STX7,0.2164345047948551,48.25957092105572,0.0,0.0,1.0
CACUL1,0.22729365184795028,48.124354954448705,0.0,0.0,1.0
RERE,0.19929648891657084,48.104235590427336,0.0,0.0,1.0
TSHZ2,0.19319649117517151,48.09811111937118,0.0,0.0,3.0
XRN2,0.2157196554448265,48.06108715874153,0.0,0.0,1.0
AC097634.4,0.22542680853397912,48.00272584644559,0.0,0.0,1.0
PECAM1,0.18589798205358082,47.99529273786812,0.0,0.0,1.0
GLUL,0.1950958238423383,47.96269927112822,0.0,0.0,1.0
AP005263.1,0.24082639072067635,47.920500881849854,0.0,0.0,1.0
LINGO2,0.17492264094645035,47.87683144940957,0.0,0.0,3.0
KDM6A,0.21039480946310601,47.87378525047756,0.0,0.0,1.0
NCF2,0.184116584427602,47.85828961520008,0.0,0.0,1.0
ATP6V1A,0.22404781805383836,47.82621780223684,0.0,0.0,1.0
RB1CC1,0.2300440515160503,47.826125338909215,0.0,0.0,1.0
PTGS2,0.24560024962888694,47.80890881549841,0.0,0.0,1.0
TMCC3,0.22056718497333472,47.741174479109574,0.0,0.0,1.0
BMP2K,0.23561838501052665,47.73158792257152,0.0,0.0,1.0
PDE3B,0.2475275067054849,47.64706835083364,0.0,0.0,1.0
MBD5,0.24022746317019122,47.64679160335298,0.0,0.0,1.0
USP34,0.21698435916035674,47.6180218260581,0.0,0.0,1.0
AC009090.6,0.03926883331906089,47.33514407073762,0.0,0.0,-1.0
PRKCH,0.1779442846932397,47.282349903056,0.0,0.0,3.0
PCMTD1,0.2280554670576149,47.195639336137994,0.0,0.0,1.0
SAT1,0.1949373248920204,47.19107732148446,0.0,0.0,1.0
