,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
751.0-C03427D4,-1.5072471635994964,-0.4269621588889619,-0.8473906932744588,-1.010022480033576,10.289685897736007,-0.5884683242612294,-1.4930608718379916,-0.9114168629550368,-0.4309793740574311,-0.21287692779571593,-0.6486686975908698,-1.6697282133381623,-0.24554617020188574,0.4544150176696934,-0.09691645356627734,-0.5136077449930035,-0.42907155923141105,1.0097833836925665,-0.6263809377111892,0.10345721902329502,-1.615455950816218,-0.47017649207176654,-0.03269324372523552,-0.143216465467865,-0.6175259730563827,-0.6731522687523697,-0.29242195121794845,-0.4890399326836872,-0.32063041919650354,-0.4046415642598702,0.06154287037574421,2.6947892696181808,-0.6131469664937019,-0.25565875564902935,-0.587806223521735,-0.5129306654865833,-0.24316667012321352,1.098770422405737,-0.5093579284602718,-0.2619347761566706,-0.41366646839656507,-0.06649643164896853,0.15308822371533665,0.09309337657607913,-0.42092717750822495,-0.20351623454526352,2.4766273355730646,0.10516234353506754,-0.19579414483303254,-0.3585050124728878,-0.46522682214865313,1.9440544782669251,-0.4253293148311089,-0.6590255135192649,1.2178376854448536,0.06211140919260741,-0.3639311239812327,-0.43350024681023946,0.43245081476357505,-0.33486065712171686,-0.26039466297987945,1.3460490568201884,-0.4621662303366543,0.8285377297307568,-0.40415469253501735,1.9910700571695825,2.3827715017637843,-1.05159116771149,0.7175306647182662,1.2168646377309276,-0.5875805291589057,-0.4076216659981995,1.1647036123105066,-0.22979314259819195,2.0478448376864336,-0.3000904333876815,-0.18595289776403712,-1.0406030967329907,2.2424722183526464,-0.779184032783825,-0.3186382816862914,0.1252821941021186,-1.3545805092146392,1.0428338195094011,1.4270608007772647,0.9767713286757683,-0.2521794518349594,0.4436484524155704,0.43335560040133236,1.5235167238633363,0.6874515406963202,0.8235916075738726,-0.3803092120549536,1.0682737651022765,-0.11641708993706704,0.23931042296698835,1.272919756557584,0.7069777047689827
438.0-C03427D4,-2.2021248267261537,-0.8637519300548637,-1.2293165676653053,-1.5956856498788148,-3.26979694371123,-0.8835160983926653,-2.7102448042410865,-1.1495522283298494,-1.0417044517405634,-0.7058238265767778,-0.7420558788147837,-0.9342461777865063,-0.6794569183278805,2.7223881183986682,-0.39777504325283203,-0.551186020737489,-0.7091434926880389,-1.078655853434087,-0.9245936038633308,-1.0921155024836924,2.089855228545327,-0.4548062478377166,-0.6949595407708626,-0.7229484232935401,-1.559039869267504,-0.9173152478754747,-0.6674183506587763,-0.5919384518988419,-0.5557658794654053,-0.6534987616807753,-0.6149081763605958,-0.4722286283062255,-0.5764065726691232,-0.9679969421480076,-0.7161414017372381,-0.5547500886760828,-0.580107902897683,-1.195994768030487,-0.45171493401999574,-0.639976061177614,-0.4827834210000309,-1.2971362989914472,-0.5650211229294749,-0.5217322491376033,-0.43245763544056437,-0.5306897601508321,-2.0402675599102458,-0.4069737745471341,-0.4023282259277282,-0.6305509624070884,-0.28312875783941005,-1.875516937323657,-0.5836454240916249,-0.16509418190933878,-1.270443885552502,-0.4775455514237633,-0.2207988412755995,-0.6687783956921101,-0.18249621397470955,-0.4017752975551543,-0.16141699447042612,-1.8517794291934655,-0.5105503280965906,-0.5191604965849697,-0.6927141340668751,-1.3071452200586862,-0.7723940378146643,0.5236025501211823,-0.5130324769083079,-1.1148509495955679,-1.3467786627343696,-1.1429948621620127,-1.5269348834774783,-0.4981273438339341,-0.693221402129763,-0.44273253847644023,-0.35461853677072686,-0.1645793137841517,-0.8770309334703313,0.24896016844193458,-0.8565326567595789,-1.3464072814949797,-0.47155756874551685,-1.4000008165617803,-1.0789333912036976,-0.3056998214108648,-0.6480041999474173,-1.240232927895046,-0.5836867751775159,-0.1609782117813559,-0.7973005064530925,-0.8157327872918726,-0.3691202304662997,-0.5252520390713167,-0.7847716539084083,-0.6538420675009821,-0.38183367005399865,0.4569104885287274
816.0-C03427D4,0.43600010750317386,-0.41498602867365164,-0.4918821576551965,-0.7254199987109543,-0.794862741344686,0.8990218229916589,-1.209232095078321,-0.4196711310521837,0.050947163921786554,-0.1573234515907383,0.7749133463694488,-0.7421200076057557,0.4672551525301966,-0.96869328845917,-0.3259081590136366,-0.0022474941091370493,-0.06680145012232958,5.619190295838661,-0.13729452942793272,-0.03903869406445443,-2.209326296837824,0.042290265364501894,0.21107283222102924,-0.37006208653267897,1.1970029078186153,0.4337648481256392,1.0281607227128375,-0.3367716179717606,0.1266519900462098,0.5511828643298833,0.4675322155536932,-0.8249453111621365,0.3526065994517113,0.055784237552936544,-0.06851243203724916,0.1392344978129122,6.143736674902576,-0.21750313971489488,0.06301222885621385,-0.20173817622406945,0.2659890906320114,-0.019872715889574094,0.014027035774089092,-0.07351278076442194,0.14061250132430544,0.5738733846144635,0.6101850057677175,0.021785295618349354,-0.08200726470769451,0.1892750852078507,-0.11532961744662261,0.9595438498296192,0.05827708386181407,-0.7923329368841052,0.09102167929037963,-0.338739076615475,-0.3099148996303096,0.9308426735094228,-0.5629697081125443,0.3595677761936853,-0.29862527449801574,0.7808378706791899,-0.1853163566370731,0.04036515558384049,0.011419089663929904,0.21913855168910634,0.36251907863651356,-1.0916785828386382,-0.44600520047936354,-0.6196875368331712,-0.4971685348869147,-0.3195825148069378,0.5605958202202581,-0.01218322602043373,0.8894609828219406,-0.24952379438591038,0.09018384989385286,0.010309347751980641,0.3854607477857999,-1.3018297635454557,0.02882952946063641,0.5741537684666769,-0.7036572849937615,0.9290508452512181,0.6268666262713414,0.2603436553766936,0.4491428162270204,-0.012127772954026339,-0.09405194434572614,-0.5743273595131976,0.6662216865769139,0.03867475878768856,0.3687213659100682,-0.26793777919308137,1.8396589096292204,-0.5255640051524135,0.5453917816533536,-0.3298279157582501
491.0-C03427D4,-1.8365914997370978,-0.596839713799608,-1.0872972445855695,-0.4111363641686148,2.205068617822738,-0.09742292187019061,-1.2125894799881092,-0.8567453591968903,-0.6420187327615737,-0.7620680060483476,-0.5545007551179227,-0.726587055975586,-0.878847643976123,-0.7827235591766957,-0.6538282586095848,-0.7929013990114624,-0.6994423973253825,1.9073207935708092,-0.678492775524227,-0.9832965470917456,-1.7207309947289016,-0.46284620143040234,-0.6821102701096472,-0.36700413099561496,0.845653220222837,-0.19085893137411294,-0.31712130625761703,-0.5073323547538476,-0.42720912377202797,-0.26478732237935193,-0.04317459055195469,0.30870539379078654,0.09154116229885723,-0.5555423300747088,-0.7102102758147077,-0.41262379467964194,9.41981704123633,0.3878394841461016,-0.4008785500258826,-0.5367776973991407,-0.4669163604569052,0.09972630563871951,-0.660650512191687,-0.7573678295588546,-0.46275365166878135,-0.2858847082029135,1.4124778691238884,-0.42809021555102905,-0.12847549105863248,-0.5434243885781924,-0.44820905795948207,1.2252422017181082,-0.5711653605653274,-0.6864598794949823,0.7879025178690154,-0.2692918640542482,-0.3579834852371967,-0.2596631303643304,-0.8506693395291299,-0.08883908669034575,-0.5798905437708944,0.9710919819860457,-0.4971031845254856,-0.3344326856165212,-0.3886910796782378,1.2165264451578897,0.5700602636595766,-1.0470215712701656,0.13232345628790151,0.05797994911493887,-0.3179004498639648,-0.31102232262235724,1.7404524957337575,-0.5355393965904234,0.4898992528545681,-0.39033010789364464,0.13103416683619273,0.5338493366688025,0.7752255979828417,-1.342185318463411,0.3112962474576302,0.21038676887885138,-0.6301910096001323,0.9344624536733321,0.7895431280932212,0.6396918804758708,0.08834134744491673,0.7942516100877337,0.5114784115677528,0.17972484227135943,0.723835915509722,0.6908788466803009,-0.31209853796929243,-0.0762072679604382,1.7787355333896535,0.5122494768032227,0.5139438703045127,-0.27592031876557743
790.0-C03427D4,-1.8595844204798953,-0.7615201926544143,-1.2498162671132074,-1.8981903232040598,-5.663608692249607,-0.7438381284842737,-2.5512127134684564,-1.0134744441606396,-1.3369097133932626,-0.7332460322335499,-0.5992349069521941,-2.093707262506908,-0.9447272599086078,-0.6306642554640595,-0.57306293027739,-0.877947570343949,-0.7540922007638866,-1.2018778118198323,-0.8508373684729099,-1.1910992375764775,6.1619031496918035,-0.5052660719429976,-0.5908165345836223,-0.7539295808938835,-1.61260619200415,-0.7892205159310335,-0.49661505188570654,-0.6030144997740785,-0.5520566387153232,-0.5309813433539469,-0.5721962857874717,-1.546808917155148,-0.6827367526943049,-0.7716762253051976,-0.7071924638424695,-0.585406718190634,-0.8552769112297683,-1.739634395151811,-0.6007283240703174,-0.49177088093922766,-0.5047268380603506,-1.4537153909454803,-0.734536844210172,-0.7817785271318547,-0.6541282969763466,-0.7610126271941606,-2.02047474130771,-0.4505026181690337,-0.3318311864325052,-0.657927643195979,-0.5735648095834888,-2.2824307484225987,-0.5374614312801995,-0.37038829175907173,-1.2679510859985252,-0.5613929248514271,-0.3770506198938878,-0.32736827976638516,-1.7929382347048624,-0.5138876545467669,0.01316750333398492,-1.7835051867978595,-0.5034898634253544,-0.4942617515717064,-0.5062563307592136,-0.9428441994733634,-1.185331617332868,1.942379009708456,-0.9132818565322116,-1.4000514499738719,-1.2894709448448902,-1.3263753706920904,-1.4809351883997848,-0.5342741433714534,-0.7381015761997611,-0.471298514902312,-0.2732456792249467,0.8371249945690001,-1.1396899818495323,1.6620052531646028,-0.878454205541367,-1.0240461030183352,0.8147376801807499,-1.4015534702412764,-0.7915790469530581,-0.697002754278694,-0.8706291800309582,-0.7298474866187468,-0.4673806904420192,1.5819606652562368,-0.6206425228259493,-0.26975832801798105,-0.4756569508684334,-0.8246381520493694,-1.0967362160797058,0.8431881404841327,-0.8901434868318108,-0.5999062352012909
475.0-C03427D4,-2.19277188301722,-0.8499086984563211,-1.3832869259773242,-1.6214968574893713,-6.112919931854373,-0.7352092353435051,-2.81707257084805,-1.2729439541246907,-1.3803184216000275,-0.833189284961718,-0.8183187411311144,-2.229815084639571,-0.9525733978933884,-1.552514591999266,-0.6710283976811195,-0.9087377232438967,-0.7912804736573962,-1.4012595783150916,-0.7563665964421833,-1.0783622374875022,4.427625112586215,-0.40640780340293015,-0.8209926745410039,-0.8086016170148984,-1.5496174088526335,-0.8966063383125646,-0.6045722576755933,-0.619747016110279,-0.5900613659254217,-0.6872542467744622,-0.6992175389279798,-1.741541480363282,-0.7423059327038145,-0.9151900262815688,-0.7118317866673147,-0.6039025778421933,-0.7427682209362072,-1.795453840032022,-0.5976509520253455,-0.6606894277884483,-0.49796591638623017,-1.412352849283596,-0.8088164771187207,-0.815046725695286,-0.6261937159923401,-0.7847595893569584,-2.4731593290292166,-0.2527821698361459,-0.32088327263262245,-0.7173146113945257,-0.5581541863966463,-2.22034392519034,-0.5318581764202117,-0.2647692381260675,-1.6853886772016415,-0.4229563238588643,-0.40524507289923084,-0.5785325753987429,-1.971788556120836,-0.5751454002796823,-0.38931079373300104,-1.8920248552304464,-0.5026238049933349,-0.5407343161220529,-0.7860755187325188,-1.436034825828893,-1.105348307476509,1.506744376184144,-1.0820098147804862,-1.469548202749329,-1.6686651902800447,-1.5461277681565235,-1.8131184929390607,-0.5919919761352118,-1.0907177817911247,-0.5062283316251766,-0.3902535964823802,0.7168824302891773,-1.1325293106737133,1.4102965653670256,-0.7595016635046442,-1.3041538710252976,0.2645232126152034,-1.521067107017589,-0.8827833098168578,-0.7840948731392957,-0.7689765454669653,-0.8926602483740085,-0.53203291386787,0.7337740571642372,-0.7390639028132766,-0.6342406024027307,-0.4921456110646635,-1.0826383429085653,-1.0193758408409568,0.18060701360547893,-0.9780018110980033,-0.7762652599231546
22.0-C03427D4,-2.074876672461196,-0.713252401314562,-1.2008701291520736,-1.207437689160109,12.385986446844473,-0.8429575116484762,-2.1358689658111265,-0.5985992103144347,-1.314272521559658,-0.7279889530167777,-0.8716225807441992,-1.9660387676609448,-0.8008977968024857,-0.8309883397435668,-0.6424189699437666,-0.8413847008472748,-0.6325155762651757,-0.4611174226486218,-1.0310030428794081,-0.9055329771101159,-2.2097018225277645,-0.5396348889437168,-0.5632860733866937,-0.7428899345305844,-0.7939153908903889,-0.6706038064221089,-0.6235678397223229,-0.6004857793348566,-0.5248435789379502,-0.5412891637664972,-0.33021667066919075,2.5304139449965435,-0.655028361265442,-0.7371748361297306,-0.6813473538253734,-0.5441301327742201,-0.5501795883789059,1.5522647706057837,-0.5747164806080737,-0.5383090440496234,-0.490706149359032,-0.6445496807589289,-0.7797855065529428,-0.6297727951911114,-0.6251991855957054,-0.6249030516426164,1.9991436226413093,-0.33542389466537015,-0.41031214952073936,-0.5199703345836141,-0.5590054868894062,1.97175191338532,-0.4097246505565953,-0.5894579892662797,1.136779911812262,-0.622986948673496,-0.46857854447470704,-0.6378824908021226,-1.1620973212640588,-0.4808656141037808,-0.5954181647852709,1.8996395524632228,-0.48781016502572166,-0.3035257197689719,-0.5754424084979892,2.587687758116718,1.5454903042663821,-1.6014268613429852,1.6039489030128065,1.4394059686021443,-0.6113530896155754,-0.46592014437884144,0.8483053579949775,-0.4353101771698198,1.9011936540484866,-0.4095022757465423,-0.35041406771340117,-1.2331256655616212,2.3516928391649325,-1.383890644543341,-0.3190924467756645,0.0010167512253743682,-1.6214706566324222,0.35086967506461625,1.276883829053148,0.46132631700575744,-0.4256940709850745,0.47159906447419164,-0.3776951635841889,1.1236641778161367,0.4214988918530663,0.8337244119268973,-0.44162311268318677,0.9019669612979595,-0.640427841893142,0.4496377385738509,0.30585703818693327,0.3294344483967989
837.0-C03427D4,-2.140568168608808,-0.6838550237532905,-1.3047271447517068,-1.6395386883761753,-4.707376090582598,-0.788230508491939,-2.872970111707892,-1.1541442768645105,-1.2728864680085148,-0.5817978799497181,-0.809748499307998,-1.1453184051073875,-0.7702963536232127,-0.9006834162715263,-0.5923456461365877,-0.8125612241758362,-0.645834011655666,-1.1397130725783802,-0.8595734756231199,-1.0169222659067625,3.213383828752315,-0.4202846299138662,-0.8211219013280723,-0.7978834037266908,-1.5086370249178493,-0.7484458704196166,-0.5894116907237005,-0.6389683090178392,-0.5707263750998545,-0.6579961000174255,-0.6085381884960092,-0.8894247314754822,-0.6241170099463065,-0.8958622756705251,-0.5301002786380539,-0.45723815355036335,-0.8005424455201126,-1.3999609614337967,-0.5196753811622359,-0.6113970070512458,-0.4956440482144476,-1.3810326729014863,-0.8477855064351993,-0.6447328738504805,-0.5110106747650626,-0.776720465999883,-2.0783878698971106,-0.18689611415751042,-0.34082820149409476,-0.6208487811781306,-0.49762215482865274,-1.8137239131413092,-0.5586603981445417,-0.4320570839340977,-1.3009961008548707,-0.5463195982120318,-0.27154561264937604,-0.46145946342544614,-1.1111300783625533,-0.5617913131761856,-0.37218626753230566,-1.8738865316414435,-0.48591444716906673,-0.49254136581368685,-0.682759741207837,-0.9320910599963195,-0.8726943976384731,1.1853408451450196,-0.8050144465313347,-1.286863615043596,-1.1892147932844006,-1.3104050292789253,-1.5805384151838486,-0.5450616292458259,-0.5626558382874964,-0.4299179511838457,-0.38342720297847965,0.779576078605829,-1.2550776845452858,1.279946094519976,-0.9658560165574185,-1.008629232146528,-0.13757245264825552,-1.3410449732674932,-1.0144042012266195,-0.4779662656705641,-0.5355238616150477,-0.7327891114721892,-0.23471981833731564,0.46634741229519516,-0.3968508037474025,-0.2774368717112123,-0.45084862671286785,-0.7447240374576675,-0.608360659611086,-0.12949366239695195,-1.1631029144203044,-0.5824096798438901
396.0-C03427D4,-1.0594460274403055,-0.10554943520413551,-0.8148676959121033,-0.6063691894561112,-1.474338978349801,-0.6594748069096192,-0.5354167378616119,-0.6917068715852766,-0.6312005587453771,-0.475902342005127,-0.725643068458153,12.749257673482708,-0.5855364852005214,0.5934959925914766,-0.14550679819991624,-0.5368960323754721,-0.19568810145430604,0.30398955559185276,-0.7068614235627335,-0.06297858251971233,-0.5772051767123542,-0.5121422169085822,-0.39234548627761295,-0.5573258268190405,-0.9746789840521022,-0.2668742637532937,-0.24348590044941276,-0.27498480631382427,-0.41337569719454326,-0.5683632654177444,-0.5032897385315387,-0.7286644661862801,-0.498778746235022,-0.5999551960807026,0.2292337627910752,-0.24559320397700216,-0.4866752827171562,4.06244271148645,-0.39642103924371375,-0.5439973173231314,-0.40835212591644476,-0.5241235581473862,-0.5468263940810014,-0.19137576870424006,-0.5317392560291385,-0.07552860488828611,0.5284005843362541,-0.28762994527246627,-0.21682675060425022,-0.5133692932297983,-0.32852445906092664,0.8674833483984263,-0.4350423626999333,2.6196339273202645,2.699231881088001,-0.38304732763440374,-0.027604863316642914,-0.3966007400821494,0.9263955935506829,-0.18517514973755664,-0.5194640870194556,1.4155746163133456,0.0208253756074141,-0.32690833436408656,-0.11634980925337335,0.5307920206612383,1.4253631677667524,0.3268196286699229,-0.5566375456997529,-0.2324820681022679,4.319352685648218,1.1843578554023666,0.7334051626419793,-0.2559593538855722,-0.09954661088915423,-0.08169696089430432,-0.2535243244341817,1.4032870296167794,-0.1295393771912942,2.787257051674105,0.10567346826162169,0.7196685602709252,1.757249826283581,0.7966475057352149,0.6791710652870774,0.17723625252196526,2.4656402668998654,1.8009305987695474,-0.2957688928731218,-0.3953223803744996,3.0870459228132523,0.2285654805714722,-0.14361796777702834,-0.2841328315069049,-0.10400641100305588,1.5544178801776507,1.5550659693457245,-0.41364143671473363
57.0-C03427D4,-2.0805082374039197,-0.5400929247804602,-0.8055194171511775,-1.1804999528653513,-3.4997063928156718,-0.8025564887426746,-0.8794130161995671,-0.753871752374694,-1.0661449989864575,-0.7722315629991705,-0.7292074534793772,14.05261665111016,-0.6786140983833941,1.512561359243922,-0.541744425329794,-0.8023991582274255,-0.653364695559046,-0.9817842506065457,-0.9069123019417595,-1.1696364397987804,-1.6950714911776128,-0.5439474214128452,-0.5341824159844846,-0.6684639615839082,-1.162157452963438,-0.49130434830672676,-0.5032095616795551,-0.5977384832811635,-0.3937065164228811,-0.5913886698210519,-0.24523163725545916,-1.09480766801726,-0.7163357663835457,-0.639703972558141,-0.6888730495482808,-0.38646735630814766,-0.5885272965669592,4.119515757485924,-0.46345715030157014,-0.5680516760631982,-0.11368854976961734,-0.7349202216911003,-0.47721816233888426,-0.5789840693188857,-0.5472778777771727,-0.2147643915444151,-0.5899313856415505,-0.42454605074284857,-0.3962326716794994,-0.4747688991820921,-0.3456516196096731,0.07300792281965052,-0.4902617140685634,3.3578076858504975,1.9285018827641136,-0.37568488852934506,-0.10481455881891538,-0.5185993680645167,-0.2710586719980871,-0.5225649337206525,-0.6046360262030382,0.6819114014033134,-0.3925377839143976,-0.4531116651479225,-0.2427540150474174,0.6642133551842294,0.4069552521770521,-0.1255103080775793,-0.7568983079947854,-0.5096989117371089,4.889620673953017,0.5261629602333477,0.621731285420257,-0.4474235584841546,-0.539665239021089,-0.33262165145517064,-0.3362947260077816,1.4439378562008958,-0.9227321315269943,2.99826714784298,-0.258988237211229,-0.13155551993790154,1.2411644315729253,0.22757497124986287,-0.29130588647517647,-0.5330196038288451,2.953920952383507,1.3136241948582557,-0.34339656668009255,-1.5939596000650402,2.528470686374378,0.09885338234014468,-0.455500866436938,-0.8441947120050965,-0.051813396985978866,0.7965070607829287,0.9567011930830427,-0.7362329243055861
