Gene,C,Z,Pval,FDR,Module
AC015971.1,-0.0011509849532048441,-0.5557200530069647,0.7107988770870649,0.845257132225445,
AL592146.1,-0.0008039795629207327,-0.5558564506364625,0.7108455043560825,0.845257132225445,
LSM1P1,-0.0008039795629207327,-0.5558564506364625,0.7108455043560825,0.845257132225445,
RPS27AP12,-0.0019012300243556502,-0.5559525584915503,0.7108783565197805,0.845257132225445,
MYADML2,-0.00102308840716727,-0.5559680859163831,0.7108836640326075,0.845257132225445,
AL133384.2,-0.0009438913816156181,-0.5561634769634273,0.7109504477840453,0.845257132225445,
AC011511.4,-0.0034478156081853366,-0.5562416859328273,0.7109771772125599,0.845257132225445,
AF038458.3,-0.0015347848854082183,-0.5563179160335427,0.7110032292053867,0.845257132225445,
AL390195.1,-0.0031267703209134907,-0.5563878931042754,0.7110271432234507,0.845257132225445,
HNRNPA1P40,-0.0008144059359986634,-0.5565434593342506,0.7110803032109597,0.845257132225445,
AC009053.1,-0.0025903043603295846,-0.556812449866712,0.7111722116152733,0.845257132225445,
LINC01870,-0.0013915003160375136,-0.5569507612339116,0.7112194643406673,0.845257132225445,
AC013460.1,-0.0019262192984712497,-0.5569915054522335,0.7112333835101984,0.845257132225445,
AMELY,-0.0006749253114347742,-0.5570593279290472,0.7112565525400267,0.845257132225445,
PAX7,-0.002112578288446964,-0.5571865340586808,0.7113000054283827,0.845257132225445,
AC024382.1,-0.0016920579316245846,-0.5572301097940038,0.7113148899428628,0.845257132225445,
AL157902.1,-0.0011206146208485306,-0.5572563361930413,0.7113238481307547,0.845257132225445,
HPGDS,-0.0028218721147956548,-0.5573015036648097,0.7113392757405195,0.845257132225445,
AC093732.1,-0.0012985688270397732,-0.5575597049900182,0.7114274607189958,0.845257132225445,
RPL23AP57,-0.001985764314681542,-0.5575628395616055,0.711428531209213,0.845257132225445,
PDYN-AS1,-0.0021990502377786814,-0.5576206042102455,0.7114482581287295,0.845257132225445,
AC100858.3,-0.0007394314947665611,-0.5576271647397916,0.7114504985425536,0.845257132225445,
AC096570.2,-0.0009637952374383583,-0.5576443519057258,0.7114563679024776,0.845257132225445,
AL157912.1,-0.00037329573193406283,-0.5578192232280171,0.7115160826785247,0.845257132225445,
NGF,-0.00166045883544589,-0.5579070693817577,0.7115460780430267,0.845257132225445,
RPL11P5,-0.003917421880062989,-0.5579360044465673,0.7115559576963356,0.845257132225445,
TTC30A,-0.004860400962603802,-0.5581583466548733,0.711631869395687,0.845257132225445,
LINC02261,-0.001987463980323199,-0.5581970487227734,0.7116450820275112,0.845257132225445,
AC106795.1,-0.0018384669843511416,-0.5584285160651687,0.7117240974992254,0.845257132225445,
BACE1,-0.0034052526995215996,-0.5584351162839044,0.7117263504508966,0.845257132225445,
AC022762.1,-0.0021243544317189264,-0.5584699343507625,0.7117382352865174,0.845257132225445,
AL121694.1,-0.0011308410826557445,-0.5585194788146556,0.7117551464476319,0.845257132225445,
TRIP13,-0.003518526572353613,-0.5586108957749364,0.7117863488457503,0.845257132225445,
SRRM5,-0.0015102679659657605,-0.5587071239310762,0.7118191916778468,0.845257132225445,
ATP6V0B,-0.001406358025814006,-0.559071923134722,0.7119436822252356,0.845257132225445,
MROH7-TTC4,-0.0015201577700208898,-0.5590838836558235,0.71194776341573,0.845257132225445,
CENPV,-0.0021225529090773626,-0.5590889759628787,0.7119495010136073,0.845257132225445,
AC015819.2,-0.0005292818223193636,-0.5591942315613607,0.7119854152388501,0.845257132225445,
SALL4P2,-0.0005292818223193636,-0.5591942315613607,0.7119854152388501,0.845257132225445,
AL137067.3,-0.0005292818223193636,-0.5591942315613607,0.7119854152388501,0.845257132225445,
AC012464.1,-0.0020703018246532494,-0.5592380184037943,0.7120003551091865,0.845257132225445,
AC106743.1,-0.0005005512529393658,-0.559258604904962,0.7120073790027828,0.845257132225445,
FAM133CP,-0.0005005512529393658,-0.559258604904962,0.7120073790027828,0.845257132225445,
AC124014.1,-0.0022609811664659665,-0.5592620595506683,0.7120085576829545,0.845257132225445,
AC034102.3,-0.0031233210773631177,-0.5594214528580951,0.712062938129209,0.845257132225445,
CNPY4,-0.0013779919873123333,-0.5594217733483912,0.7120630474664646,0.845257132225445,
AC005332.3,-0.0013996973966786453,-0.5594799602600483,0.7120828979680252,0.845257132225445,
IGFALS,-0.0018719028523024575,-0.5594847092125382,0.7120845180476362,0.845257132225445,
DAP3P1,-0.001090237046522334,-0.5595822846511477,0.7121178044310739,0.845257132225445,
SLC1A7,-0.0014854848639416242,-0.5596164839194787,0.7121294705635186,0.845257132225445,
ARL2-SNX15,-0.003080927102596429,-0.5596281561907136,0.71213345218421,0.845257132225445,
ZNF761,-0.00461996576730132,-0.5597698005809162,0.7121817675486914,0.845257132225445,
SP1,-0.00202089721665131,-0.5597838319123917,0.7121865534732021,0.845257132225445,
AL606970.2,-0.0007094893299617397,-0.5598186905748853,0.7121984431961854,0.845257132225445,
MRPS30,-0.0022767622372755476,-0.5599778360763972,0.7122527221912592,0.845257132225445,
AC091114.1,-0.0012988573408706644,-0.5600439570020127,0.7122752723168739,0.845257132225445,
PTCD1,-0.0027919533860137954,-0.5601857219010898,0.7123236175291482,0.845257132225445,
AC093827.4,-0.005699954380765763,-0.560674320428191,0.712490211859883,0.845257132225445,
AOC4P,-0.00042949228431055374,-0.5606745880155178,0.7124903030849314,0.845257132225445,
AC021851.2,-0.001818370086026578,-0.5607122720153569,0.7125031500615677,0.845257132225445,
AC010325.1,-0.0010126772328349905,-0.560834023795443,0.7125446550070073,0.845257132225445,
AL157884.3,-0.001437037003624869,-0.5609215849967876,0.7125745026986112,0.845257132225445,
RAB4B-EGLN2,-0.00340362129196041,-0.5609277199486354,0.7125765939140849,0.845257132225445,
CHRNB3,-0.0005084915497037596,-0.5610406866106152,0.7126150994714,0.845257132225445,
CERK,-0.0016718084737497429,-0.5610594830679216,0.7126215061519307,0.845257132225445,
AC046143.1,-0.0007700963656856725,-0.5610822771730919,0.7126292753205348,0.845257132225445,
AC018647.1,-0.0025114750744752124,-0.5611134716984261,0.7126399075368169,0.845257132225445,
AC113398.1,-0.0026737876078707667,-0.5611701384313073,0.7126592211215577,0.845257132225445,
AC092111.3,-0.001330550191418865,-0.5613243303342521,0.7127117708635067,0.845257132225445,
CCDC6,-0.0020834740772171217,-0.5614214339400584,0.7127448621572774,0.845257132225445,
TPH1,-0.0009337038961794253,-0.5614308115035742,0.7127480577794347,0.845257132225445,
MTCO1P12,-0.0016748384406457685,-0.561463045272561,0.7127590420551467,0.845257132225445,
AL805961.2,-0.0011577124216249125,-0.5615883062151148,0.7128017252391723,0.845257132225445,
BCAP31P1,-0.0011577124216249125,-0.5615883062151148,0.7128017252391723,0.845257132225445,
AP003100.2,-0.001954026967525006,-0.5616202309853808,0.7128126032565156,0.845257132225445,
SGCB,-0.00217188795401845,-0.5617377308395872,0.7128526383705701,0.845257132225445,
EPCAM,-0.0020416984294388384,-0.5618166613972708,0.7128795304851898,0.845257132225445,
AL353697.1,-0.0029304769243798,-0.5619032657565904,0.712909035738037,0.845257132225445,
TMEM114,-0.0009461465672448178,-0.5619775638528183,0.7129343472239246,0.845257132225445,
AC010884.1,-0.0022067650233426497,-0.5624895974617621,0.7131087554058472,0.8454045278534638,
HPSE,-0.002056408045499002,-0.5625414111014474,0.713126401298571,0.8454045278534638,
TTC3P1,-0.0022009014057617995,-0.5626621181961637,0.713167507870091,0.8454045278534638,
RNU6-97P,-0.0016372034942225265,-0.5627174140933608,0.71318633785035,0.8454045278534638,
TMPRSS5,-0.001810229215760338,-0.5629073610812092,0.7132510162696647,0.8454045278534638,
AL135978.2,-0.0022608895874125113,-0.5629299223737024,0.7132586981049229,0.8454045278534638,
SNHG4,-0.004188558719054946,-0.5629942960727684,0.7132806160004077,0.8454045278534638,
ZNF594,-0.0018622766075986545,-0.5632469997768936,0.7133666486357848,0.8454045278534638,
